ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-02,sell,575.0,575.0 港元,不适用（建议卖出）。持仓者应考虑反弹至阻力区（670-700港元）附近减仓，或以下破短期关键支撑（如收盘价跌破480港元）作为进一步止损信号。,670.0,700.0,,"['（针对“建议卖出”的失效条件，即空头逻辑被破坏的信号）', '1. 地缘政治局势出现明确且持续的缓和信号，同时油价与市场波动率显著回落。', '2. 价格放量强势突破前高725港元，并带动MACD重新金叉向上。', '3. 公司发布超预期融资进展或重大业务突破，直接缓解流动性危机。', '适合的场景**', '1. 持仓者进行风险控制，降低组合波动率。', '2. 激进交易者基于宏观风险与技术面转弱进行短线做空（需极高风险承受能力）。', '3. 等待宏观风险释放后，再评估公司基本面与技术结构。', '不适合的场景**', '1. 试图“抄底”或基于长期故事进行逆向投资。', '2. 将其作为稳健型配置或收入型投资标的。', '3. 在宏观局势未明时，基于公司微观层面进行短线博弈。', '证据摘要**', '1. **宏观主导**：新闻报告明确指出，美伊军事冲突导致风险偏好骤降，此因素已压倒公司层面任何信息。', '2. **技术转弱**：技术报告指出动量衰竭（MACD高位拐头、RSI快速回落）、量价背离，并给出“防守和等待”为主的操作建议。', '3. **基本面高危**：基本面报告确认公司资不抵债、净流动资产为-88.35亿元，经营现金流持续巨额流出，存在生存性风险。', '4. **价格位置**：当前价格575港元虽高于10日EMA（524.49港元），但处于历史高位附近，且报告明确建议“绝对禁止追高”，并提示向中期均线深度回踩的风险。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,hold,550.0,550.00港元,当前不急于参与。若未来转为做多，需满足以下任一条件：,,,525.0,"['（当前无持仓，不适用具体失效条件。若未来按上述条件入场，失效条件为：收盘价有效跌破470港元。）', '适合的场景**', '1. 擅长波段交易、能严守纪律的短线交易者，可在525-600港元区间高抛低吸（但报告指出波动极大，风险高）。', '2. 极端风险偏好者，愿意用极小仓位博弈宏观情绪反转或技术突破。', '不适合的场景**', '1. 价值投资者、风险厌恶型或注重财务稳健的投资者。', '2. 寻求基本面驱动或明确趋势信号的投资者。', '3. 无法承受单日巨幅波动的投资者。', '证据摘要**', '1. **技术面**：价格自历史高点725港元回落，处于550港元附近震荡；10日EMA（525港元）为近期强弱分界；MACD顶背离，RSI自超买回落至60.89；ATR处于历史高位，波动剧烈；报告明确建议“潜在买入者等待回调至480-520港元或突破630-650港元”，当前价格未达该区间。', '2. **新闻面**：宏观地缘冲突（美以-伊朗局势升级）主导市场避险情绪，公司层面无催化剂，两会政策影响待观察。', '3. **基本面**：公司处于战略性亏损阶段，净资产为负，经营现金流大幅流出，依赖融资生存，短期内无法提供基本面支撑。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,528.0,528.0港元,当前不急于参与。若未来价格**有效回调至402-485港元支撑区间并出现企稳反弹信号（如日线收稳、缩量、或收复短期均线）**，可考虑分批轻仓介入。或等待价格**放量突破并站稳560-580港元阻力区**后跟随。,402.0,485.0,402.0,"['1.  价格放量跌破402港元强支撑区域且无法快速收回，预示深度调整。', '2.  宏观风险（如地缘冲突）进一步恶化，导致市场系统性风险偏好持续下降。', '适合的场景**', '- 能够承受极高波动、并愿意等待价格充分回调至明确支撑区的激进交易者。', '- 基于长期AI赛道布局，且能忍受数月级别震荡与不确定性的配置型投资者。', '不适合的场景**', '- 寻求短期稳定收益或厌恶高波动、财务亏损的投资者。', '- 希望在当前价格附近直接入场或进行波段操作的交易者。', '证据摘要**', '1.  **技术面**：长期与中期均线多头排列，但短期均线（10日EMA）走平且价格曾跌破，MACD顶背离，RSI自超买区冷却，ATR极高显示高波动风险。报告明确给出“等待回调至402-485港元”的参与计划，但当前价格528港元远离该区间。', '2.  **新闻面**：公司层面无直接催化剂，处于信息真空。宏观面美伊冲突升级构成显著系统性风险压制，两会政策信号待观察。结论建议“谨慎，以观望为主”。', '3.  **基本面**：公司处于高研发投入、巨额亏损的成长期，营收初具规模但现金流高度依赖融资。报告建议新投资者“暂不建仓，等待下一个季度财报验证”。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,510.0,510.0港元,（针对已有持仓）,,,628.0,"['（若已减仓/止损后观察）', '1. 价格放量强势收复并站稳10日EMA（当前约522港元）上方，且宏观风险出现明确缓和信号。', '2. 公司发布超预期的重大利好（如大规模融资、重磅订单），驱动价格重回628-666港元阻力区上方。', '适合的场景**', '- 持仓者进行风险控制，降低组合波动暴露。', '- 高风险偏好交易者捕捉反弹减仓机会。', '不适合的场景**', '- 新开仓做多（无论追涨或回调买入）。', '- 基于“长期趋势未坏”或“估值已低”进行左侧抄底。', '证据摘要**', '1. **技术面转弱**：价格跌破10日EMA（521.9港元），MACD与RSI自高位回落，反弹高点降低（725→666→592港元），显示短期上涨趋势破坏。', '2. **宏观风险主导**：美伊军事冲突升级，推升全球避险情绪，港股流动性面临压力，压制科技股估值。', '3. **基本面无对冲**：公司处于新闻静默期，无积极催化剂；财务上经营现金流严重为负（-22.46亿元），生存依赖融资，无法提供支撑。', '4. **报告语义转向防守**：技术报告明确建议“持仓者减仓或设置紧密止损”，新闻报告结论为“短期偏空”，基本面报告提示“财务风险是首要威胁”。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,520.0,520.00港元,当前不急于参与。若未来价格出现以下信号之一，可考虑转为择机买入：,,,,"['（当前无持仓，失效条件针对潜在买入计划）', '1. 日收盘价确认跌破500港元支撑位。', '2. 反弹无法触及560港元且再次掉头向下创局部新低。', '适合的场景**', '1. 高风险偏好交易者，擅长利用高波动率区间进行短线波段操作。', '2. 作为宏观政策beta交易的替代标的，仅小仓位博弈行业情绪回暖。', '不适合的场景**', '1. 价值投资者、低风险偏好者或寻求稳定现金流的投资者。', '2. 希望基于清晰基本面改善或趋势明确延续进行中线布局的投资者。', '证据摘要**', '1. 技术面：价格520港元略低于10日EMA(523.8港元)，MACD柱状线连续收缩，RSI自超买区回落至60.67，波动率(ATR)处历史高位。关键支撑500-510港元未被确认跌破，阻力560-575港元。报告建议“切忌追涨”，等待回调企稳或突破确认信号。', '2. 新闻面：宏观政策定调积极（“更加积极的财政政策和适度宽松的货币政策”），但公司层面无任何新闻催化，股价驱动依赖大盘beta和行业表现。结论为“谨慎观望”。', '3. 基本面：资不抵债（净资产-81.1亿），经营现金流大幅净流出，完全依赖融资输血。报告定性为“纯粹的阶段性交易机会”，建议新投资者“回避”。', '4. 综合状态：技术面未给出“当前附近已企稳”的充分证据；基本面无法提供短期上行催化且风险突出；宏观仅提供托底。三者均无法支持立即形成可执行的买入或卖出计划，故判断为震荡等待确认。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,532.0,532.0港元,（基于已有持仓视角）,,,,"['（若卖出后需重新评估买入的条件）', '1. 地缘局势显著缓和，油价稳定回落，且全球风险偏好修复；', '2. 股价放量强势突破628-666港元阻力区，并带动MACD重新金叉向上；', '3. 公司宣布超预期融资或收入加速信号，且价格站稳所有关键均线之上。', '适合的场景**', '- 高风险偏好持仓者进行风险控制、减仓或止损；', '- 宏观交易者对冲系统性风险。', '不适合的场景**', '- 新投资者试图抄底或建仓；', '- 基于长期基本面价值的配置（公司尚未实现自我造血）。', '证据摘要**', '1. **技术面**：价格略低于10日EMA（533.09），MACD顶背离，自高点回撤超26%，波动率（ATR）处于异常高位，显示上涨动能停滞。', '2. **新闻面**：中东军事冲突升级，油价暴涨至111美元，引发全球Risk-off情绪；公司层面信息真空，无利好对冲。', '3. **基本面**：净资产-81.08亿元，经营现金流净流出22.46亿元，资不抵债，生存依赖持续融资。', '4. **综合**：技术整固 + 宏观系统性风险 + 基本面脆弱，三者共振指向风险主导。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,hold,575.0,575.0 美元,当前不急于参与。若未来价格**放量突破625美元**可考虑右侧跟进，或**回调至500-510美元区间并出现企稳信号（如长下影线、阳包阴）** 后轻仓试多。,500.0,510.0,480.0,"['1. 价格放量跌破480美元支撑且无法快速收回。', '2. 突破625后迅速跌回该价位下方。', '适合的场景**', '1. 高风险偏好交易者，能承受极高波动。', '2. 作为AI赛道波段交易工具，在行业出现明确催化剂时。', '3. 严格遵循止损纪律的短线区间交易。', '不适合的场景**', '1. 价值投资者或追求稳定盈利的投资者。', '2. 无法承受单日波动可能超过10%的保守型仓位。', '3. 期望短期基本面驱动趋势行情的投资者。', '证据摘要**', '1. 技术面：长期均线多头排列，但短期均线走平，MACD高位回落，RSI中性，价格在500-600宽幅震荡，ATR处于历史高位（83.12），显示高波动整理。', '2. 新闻面：近一周公司新闻真空，宏观面“十五五”政策暖意与中东地缘风险并存，缺乏方向性指引。', '3. 基本面：2025年营收7.24亿元，净亏损46.98亿元，现金储备23.68亿元，为高投入成长模式，短期无法提供催化。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,649.0,649.0港元,不提供新买入计划。已有持仓者应考虑：1）反弹至阻力区（697-725港元）减仓；2）若价格跌破关键短期支撑510-520港元区域，进一步减仓或止损撤离。,697.0,725.0,,"['1. 美伊冲突迅速出现外交解决迹象，全球风险溢价显著回落。', '2. 公司发布远超市场预期的正面业务或财务公告，驱动股价独立走强。', '3. 价格放量突破并站稳725港元前高，技术结构重新转为强势。', '适合的场景**', '1. 已持仓且风险承受能力极高的投资者，执行严格的风险控制（减仓、止损）。', '2. 寻求利用反弹降低风险暴露的短线操作。', '不适合的场景**', '1. 新投资者在此位置建立多头仓位。', '2. 任何基于“长期趋势未坏”或“回调后布局”的抄底行为（因宏观风险未解除）。', '3. 无严格止损纪律的持仓。', '证据摘要**', '1. **新闻/宏观**：美伊军事冲突显著升级，已持续12天并涉及关键石油通道，推高全球风险溢价，导致资金撤离风险资产；公司近一周无任何新闻，处于信息真空，无法对冲宏观风险。', '2. **技术面**：价格经历短期暴涨后高位巨震，ATR达85港元（波动率极端），MACD出现顶背离且动量衰减，价格偏离长期均线超80%，技术性回调压力巨大；报告明确建议持仓者收紧止损，潜在买入者“绝对避免追高”。', '3. **基本面**：公司处于战略性亏损阶段，经营现金流-224.61亿元，完全依赖融资输血；巨额衍生负债导致股东权益为负，财务结构脆弱，无法为股价提供基本面支撑。', '4. **综合结论**：三份报告均指向风险控制优先。技术报告建议“仅限于回调后的轻仓试探”且“绝非趋势追涨”；新闻报告结论为“强烈偏空”；基本面报告建议已持仓者“严控仓位”、新投资者“回避”。当前环境已满足“风险主导”状态定义。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,sell,609.5,609.5 美元,（基于已有持仓视角）,,,,"['1. 美伊冲突出现明确、可信的降级或外交解决信号。', '2. 股价放量强势突破并站稳708-725美元历史高点区域。', '3. 公司宣布获得足以覆盖短期流动性缺口的巨额融资。', '适合的场景**', '1. 已持仓、风险承受能力较低的投资者执行风险控制。', '2. 寻求利用高波动率进行对冲或短线做空的交易者（需极高风险承受能力）。', '不适合的场景**', '1. 新投资者试图抄底或建立新多头仓位。', '2. 价值投资者或寻求财务稳健标的的长期配置。', '证据摘要**', '1. **新闻/宏观**：美伊冲突升级至“系统性打击”阶段，全球避险情绪主导，公司无任何利好新闻对冲。', '2. **技术**：价格自高点回落跌破10日EMA，MACD动量收缩，高位出现巨量长上影线，波动率（ATR）处历史高位，显示调整压力与交易风险巨大。', '3. **基本面**：公司净资产为负、经营现金流严重为负、依赖融资输血，存在迫切的生存性风险，无法为股价提供基本面支撑。', '4. **综合**：宏观风险、技术转弱与基本面脆弱形成共振，风险收益比显著恶化，优先考虑防守。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,555.5,555.5港元,（基于已有持仓视角）考虑逢反弹减仓或止损离场。短期若价格反弹至610-628港元阻力区无法站稳，可作为减仓参考区域。,610.0,628.0,,"['1.  美伊冲突出现明确、快速的降温或外交解决信号，全球风险偏好迅速修复。', '2.  公司发布重大利好公告（如超预期业绩、巨额新融资、重磅产品），足以独立对冲宏观风险。', '适合的场景**', '- 高风险持仓者执行风险控制，降低组合波动率。', '- 基于宏观对冲或避险策略的交易。', '不适合的场景**', '- 试图抄底或博取反弹的左侧交易。', '- 基于长期基本面价值的买入持有。', '证据摘要**', '1.  **新闻面**：美伊冲突升级为标志性风险事件，主导市场情绪；公司层面新闻真空，无任何正向缓冲。', '2.  **技术面**：价格跌破短期关键均线（10日EMA），MACD高位死叉下行，显示上涨动能衰竭；报告明确建议持仓者考虑反弹减仓。', '3.  **基本面**：公司净资产为负81.08亿元，经营现金流年净流出22.46亿元，财务生存风险极高，在风险厌恶环境下吸引力尽失。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round06\reports\2513.HK\0422-0043-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
