sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
1,AAOI,2026-03-02,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0302-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0302-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0302-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-02
截面日期：2026-03-02
截面价格：84.23美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。尽管公司特异性催化（超预期财报及指引）强劲，确立了长期牛市格局，但股价在短期内已对利好做出极端反应，技术指标严重超买，且宏观地缘政治风险压制整体风险偏好。多空因素（强劲基本面 vs. 极高回调风险与宏观逆风）互相抵消，价格更可能在高位进行剧烈震荡以消化涨幅，而非明确延续单边上涨或立即转向下跌。
执行摘要：公司催化驱动股价出现巨量跳空暴涨，技术面进入极端超买状态。长期趋势已明确转牛，但短期极高的回调风险与宏观不确定性，使得未来1-2周最合理的策略是不押方向，等待价格进行技术性修正或出现新的催化来打破平衡。
关键催化因素：1. Q4业绩超预期及强劲的Q1营收指引，验证基本面拐点；2. 多家投行大幅上调目标价，提供新的估值锚；3. 明确的800G产能扩张计划，强化中期增长叙事。
关键风险：1. 技术面极端超买，存在强烈的技术性回调需求；2. 宏观地缘政治风险（美伊局势）压制科技股板块风险偏好；3. 股价短期涨幅巨大，积累了沉重的获利盘抛压。
入场方式：当前不急于参与。若未来价格能有效回调至53-65美元关键支撑区域（对应缺口上沿及短期均线）并出现企稳迹象，可重新评估做多机会。若价格放量突破84.31美元前高并站稳，则表明强势延续，但追高风险依然很大。
失效条件：对于潜在的多头策略，失效条件是价格跌破并持续运行于50日SMA（当前约42.82美元，动态上移）下方，表明上涨动能可能衰竭。
适合的场景：适合能够承受极高波动、擅长等待关键位置并严格风险管理的交易者，在价格回调至上述支撑区域企稳后寻找机会。
不适合的场景：不适合风险厌恶型投资者、追求稳定盈利的投资者以及在当前价位附近试图追高或进行短线交易的投资者。
证据摘要：1. 公司层面：Q4营收同比增82.7%，毛利率提升，Q1指引强劲，构成根本性利好。2. 技术层面：价格单日暴涨56.9%，RSI达84.75，远离均线，呈现极端超买和缺口，短期回调概率高。3. 宏观层面：地缘政治风险导致市场情绪处于“恐惧”区间，科技股承压。4. 报告核心建议：已持仓者部分获利了结，未持仓者严禁追高，等待回调。"
2,AAOI,2026-03-03,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0303-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0303-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0303-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-03
截面日期：2026-03-02
截面价格：102.51美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。尽管公司特异性催化（强劲财报与指引）彻底扭转了长期趋势且叙事完整，但股价短期暴涨后已进入极端超买和超高波动状态，技术面存在强烈的回调需求。同时，宏观地缘政治风险加剧了整体市场波动。多空因素（强劲基本面 vs. 极高技术性回调压力与宏观噪音）互相抵消，未来1-2周更可能呈现高位震荡消化格局，而非明确的单边延续或破位下跌。
执行摘要：公司基本面因Q4财报及Q1强劲指引发生根本性改善，驱动股价一个月内暴涨超140%，趋势强劲但短期严重超买。未来1-2周将处于催化落地后的高波动消化期，叠加宏观风险扰动，方向不清晰。最合理做法是等待价格回调至关键支撑区域企稳或波动率收敛，当前不急于新建仓位。
关键催化因素：1. Q4财报超预期及Q1强劲营收指引；2. 明确的800G光模块产能扩张计划（至2026年底超50万只/月）；3. 多家分析师大幅上调目标价（如至125美元）。
关键风险：1. 技术面极端超买（RSI >77）、波动率暴增（ATR翻倍），短期回调压力巨大；2. 宏观层面美伊地缘政治紧张局势压制科技股风险偏好；3. 公司基本面存在“增收不增利”、经营性现金流严重为负及高存货/应收款等脆弱点。
入场方式：当前保持观望。若未来价格能回调至56-70美元强支撑区域（前期平台与10日EMA），并出现企稳、波动率收敛、RSI回落至中性区域等信号，可考虑分批布局。或等待价格放量突破110美元前高并站稳，作为趋势再加速的信号。
失效条件：1. 价格放量跌破44美元（50日SMA）并无法快速收回，可能意味着中期趋势转弱。2. 若价格在未经历充分回调的情况下，于当前高位（如90美元以上）持续横盘后转而向下破位，需警惕多头动能衰竭。
适合的场景：高风险偏好交易者，擅长利用高波动进行区间交易或等待深度回调后布局；对AAOI的800G产能故事有深入研究并愿意承担高波动以博取趋势延续的投资者。
不适合的场景：低风险偏好或价值投资者；寻求稳定现金流和股息收入的投资者；无法承受单日巨幅波动或短期可能面临大幅浮亏的交易者。
证据摘要：1. 新闻面显示公司催化（财报、指引、产能计划）是驱动本轮暴涨的核心且叙事完整。2. 技术面所有周期均线呈多头排列，趋势完整，但RSI严重超买、布林带极度扩张、价格大幅突破上轨，显示短期过热。3. 基本面收入同比大增83%但现金流严重为负，呈现高增长与高风险并存特征。4. 宏观地缘政治风险构成持续扰动。综合看，短期多空力量拉锯，缺乏明确方向。"
3,AAOI,2026-03-04,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0304-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0304-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0304-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-04
截面日期：2026-03-03
截面价格：95.34美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，由超预期财报和强劲指引驱动的上涨逻辑依然完整，技术趋势未破坏。但短期因极端超买、高位放量回落，面临剧烈的技术性回调与消化压力。方向仍偏多，但参与方式必须是等待回调至关键支撑，而非追高。
执行摘要：公司催化（财报与指引）已驱动股价进入明确上升趋势，但短期技术指标显示严重超买与回调压力。未来1-2周更可能呈现“上涨趋势中的高位震荡与回调消化”，为下一阶段上涨蓄力。核心策略是等待回调买入机会，而非追涨或转向做空。
关键催化因素：1. Q4财报营收与盈利超预期，Q1指引强劲，触发基本面重估。2. 多家分析师大幅上调目标价，强化乐观共识。3. 明确的800G光模块产能扩张计划，提供了中长期增长叙事。
关键风险：1. 短期技术面严重超买（RSI顶背离）与高波动率，回调压力巨大。2. 基本面存在“增收不增利”的现金流困境，营运资本激增。3. 宏观地缘政治风险可能压制成长股风险偏好。
入场方式：等待价格回调至关键支撑区域企稳后参与。重点关注两个区间：1. 回踩10日EMA（76.1美元附近）并出现企稳信号。2. 更深度的回调至中期平台支撑56.3-58.1美元区域。
失效条件：1. 价格放量跌破2月27日跳空缺口下沿（约65.57美元）并无法快速收回。2. 50日SMA（约45.6美元）被有效跌破且无法修复。
适合的场景：高风险偏好的趋势交易者，能够接受高波动并严格执行止损，旨在捕捉公司催化驱动的主升浪中的回调参与机会。
不适合的场景：低风险偏好、追求稳定现金流的价值投资者；无法忍受短期大幅回撤的投资者；试图在当前价位追涨的交易者。
证据摘要：1. 公司层面：Q4营收同比大增82.7%，毛利率提升，指引乐观，构成核心上涨驱动。2. 技术层面：长、中、短期均线呈多头排列，趋势完整；但RSI顶背离、价格大幅偏离均线、高位放量回落，显示短期需消化。3. 综合状态：催化已落地并推动价格进入趋势，当前处于“趋势延续”但需“等待更好位置”的阶段。"
4,AAOI,2026-03-05,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0305-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0305-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0305-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-05
截面日期：2026-03-04
截面价格：99.71美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。尽管公司特异性催化（强劲财报与产能指引）驱动了本轮趋势且趋势结构未破坏，但股价已极端超买、波动率急剧扩张，正处于催化落地后的高波动消化期。报告核心建议是“避免追高，等待回调”，多空因素（强劲基本面 vs. 极高技术性回调风险）相互抵消，现有证据不足以判断未来1-2周会明确延续上涨或转为下跌。
执行摘要：技术面显示趋势强劲但极端超买，短期回调风险极高；基本面因强劲财报与指引已大幅重估，但股价已充分反应乐观预期。未来1-2周更可能进入高位震荡以消化涨幅，方向不清晰，最合理的行动是暂时观望，等待价格在关键支撑位企稳或突破关键阻力来提供方向信号。
关键催化因素：1. 公司Q4财报超预期且Q1指引强劲，证实业务拐点；2. 明确的800G光模块产能扩张路线图（至2026年底超50万只/月）支撑长期叙事；3. 多家分析师大幅上调目标价，强化市场共识。
关键风险：1. 技术面RSI持续极端超买，价格严重偏离均线，短期回调压力极大；2. 高波动率（ATR飙升）与高位巨量震荡显示获利了结压力沉重；3. 基本面存在执行风险（产能扩张）和需求周期性波动风险。
入场方式：当前不急于参与。若未来价格能放量突破并站稳110美元关键阻力，可考虑趋势延续的跟进机会；或等待价格深度回调至80-85美元（10日EMA）或65-70美元（突破启动点）区域，并出现成交量萎缩、指标修复等企稳信号后，再评估做多机会。
失效条件：对于潜在多头机会，失效条件为价格日线收盘跌破65美元（本轮暴涨的突破起点），这意味着上涨趋势可能被证伪。
适合的场景：能接受高波动、善于等待关键位置确认的波段交易者；已持仓者进行利润保护和仓位调整的阶段。
不适合的场景：寻求短期追高获利的交易；低风险承受能力、无法忍受巨幅回调的投资者。
证据摘要：1. 公司催化主导：股价暴涨由超预期财报及乐观指引直接驱动，新闻分析指出公司叙事已压倒宏观噪音。2. 趋势完整但风险拉锯：所有均线多头排列，价格未破关键支撑，但RSI持续78+，ATR飙升，报告明确警示“短期回调风险极高”并建议“绝对禁止追高”。3. 状态判断为震荡：报告核心建议是等待深度回调后介入或突破确认，而非立即参与上涨或转向防守卖出，表明未来1-2周方向不够清晰，处于多空拉扯的消化期。"
5,AAOI,2026-03-06,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0306-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0306-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0306-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-06
截面日期：2026-03-05
截面价格：101.14美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。公司特异性催化（强劲财报与指引）已根本性扭转基本面预期，技术面上升结构完整，关键支撑明确。尽管宏观风险与高波动导致短期震荡，但上涨逻辑未破坏，回调更可能提供更好的参与机会。
执行摘要：AAOI在超预期财报催化下进入强劲上升趋势。技术结构多头排列，但短期涨幅巨大、波动率高，且受宏观地缘风险扰动。核心叙事未变，未来1-2周更可能在高位震荡或健康回调后延续上涨。不建议追高，应等待回调至关键支撑区参与。
关键催化因素：1. Q4财报营收超预期及强劲Q1指引；2. 明确的800G光模块产能扩张路线图；3. 分析师大幅上调目标价强化乐观预期；4. 受益于AI数据中心资本开支的行业主题。
关键风险：1. 宏观地缘政治风险（美伊局势）压制整体风险偏好；2. 股价短期涨幅过大，存在技术性回调压力；3. 公司仍处于“烧钱换增长”阶段，经营现金流为负，盈利路径不清晰。
入场方式：等待价格回调至关键支撑区域分批参与。重点关注两个区间：1. 92.00-93.80美元（近期震荡区间下沿）；2. 83.00-85.00美元（10日EMA与突破缺口支撑）。
失效条件：日线收盘价有效跌破83.00美元（跌破10日EMA及巨量阳线起点），则短期强势结构破坏，上涨逻辑需重新评估。
适合的场景：相信公司基本面拐点与行业趋势，能承受高波动，并愿意等待回调机会的积极型交易者。
不适合的场景：追求稳定盈利和正现金流的价值投资者；无法忍受短期大幅回撤的风险厌恶者；希望立即追涨并快速获利的短线交易者。
证据摘要：1. 基本面：Q4营收同比大增82.7%，指引强劲，催化明确。2. 技术面：各周期均线多头排列，突破伴随天量，关键支撑（92-93.8美元、83-85美元）清晰。3. 风险：宏观逆风与极高波动率导致短期多空拉锯，但未主导破坏趋势。"
6,AAOI,2026-03-09,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0309-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0309-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0309-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-09
截面日期：2026-03-06
截面价格：95.58美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：边际走弱
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。尽管公司特异性重大订单催化已落地并根本性改善基本面预期，但股价短期内反应过度，技术面呈现严重超买、高位放量滞涨和冲高回落信号。多空力量在剧烈博弈，公司长期利好与短期技术性回调压力相互抵消，现有证据不足以判断未来1-2周会明确延续上涨趋势或转为下跌主导。
执行摘要：重大订单催化已落地，驱动股价短期暴涨，但技术指标极度超买且出现滞涨信号。未来1-2周更可能进入高位震荡消化阶段，以等待技术面修复和基本面信息的进一步确认，当前不适合新建仓位。
关键催化因素：1. 获得超大规模客户1.6T光模块批量订单（金额超2亿美元），证实技术领先性与商业化能力。2. 设定2026年底月产能超50万单位的激进目标，支撑增长预期。3. 分析师据此上调目标价至140美元。
关键风险：1. 技术性风险：股价短期涨幅巨大，所有动量指标严重超买，波动率急剧扩张，存在强烈的获利了结和均值回归压力。2. 执行风险：大规模产能扩张和订单交付存在不确定性。3. 估值风险：股价已对利好做出剧烈反应，若后续进展不及预期，回调压力大。
入场方式：当前不急于参与。若未来股价能回调至80-85美元支撑区域并伴随波动率下降、成交量萎缩企稳，可重新评估做多机会。若放量突破前高114.63美元，则趋势可能重新加速，但突破前仍需观望。
失效条件：对于潜在多头而言，入场失效条件为：1. 股价放量跌破80美元关键支撑区并无法快速收回。2. 股价未能企稳于50日移动平均线（约49.52美元）之上，趋势结构破坏。
适合的场景：适合能承受极高波动、擅长事件后震荡行情管理、并愿意等待更深回调或更强确认信号的高风险交易者。
不适合的场景：不适合追求稳定收益的价值投资者、风险厌恶者、以及希望立即获得趋势延续动量的短线追涨交易者。
证据摘要：1. 公司催化：获得改变增长轨迹的重大订单，基本面预期根本性改善。2. 技术状态：价格远离均线，RSI>77，MACD高位，出现高位放量滞涨和长阴线，短期上涨动能衰竭。3. 多空对比：长期趋势转牛与短期超买回调压力形成拉锯，报告核心建议为“不建议新建多头”和“等待回调”。"
7,AAOI,2026-03-10,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0310-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0310-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0310-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-10
截面日期：2026-03-09
截面价格：110.62美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，股价在经历极端上涨后，更可能进入高位宽幅震荡以消化涨幅和极端超买状态。然而，驱动本轮上涨的核心公司催化（获得主要客户1.6T光模块订单）已实质性改变增长预期，且技术趋势结构完整，关键支撑未破。因此，方向判断仍偏向于趋势中的整理，而非反转，未来1-2周更可能为后续的上涨积蓄力量。
执行摘要：公司获得改变游戏规则的重大订单，驱动基本面预期根本性改善，技术面处于极端强势但短期超买的牛市格局。未来1-2周预计以高位震荡消化涨幅为主，但上涨逻辑未破坏。策略上严禁追高，应等待回调至关键支撑区间的企稳机会再行布局。
关键催化因素：1. 从主要超大规模客户获得首个体积1.6T光模块订单，预计2026年Q3-Q4出货，价值超2亿美元。2. 公司预计到2026年底800G/1.6T月产能将超50万单元。3. 分析师上调目标价至140美元，强化市场信心。
关键风险：1. 短期技术指标极端超买（RSI>80），存在强烈回调需求。2. 股价短期涨幅巨大，获利盘抛压沉重。3. 市场波动率急剧放大（ATR翻倍），交易风险高。4. 宏观地缘政治风险可能引发无差别抛售。
入场方式：等待价格回调至84.00-95.00美元支撑区间（重点关注84.23美元突破位及94.18美元10日EMA附近），出现缩量企稳信号后分批参与。
失效条件：日线收盘价有效跌破84.00美元关键支撑位，且MACD出现高位死叉，则上涨趋势可能阶段性破坏，多头逻辑失效。
适合的场景：能承受高波动、认同公司订单驱动长期基本面改善逻辑、并愿意耐心等待回调机会的成长型/趋势交易者。
不适合的场景：无法承受单日大幅波动、追求短期追涨收益或要求立即盈利的保守型/价值投资者。
证据摘要：1. 公司催化：获得重大1.6T订单及激进产能规划，构成基本面核心驱动力。2. 技术结构：所有均线多头排列，价格远高于均线，长期趋势强劲完整。3. 风险信号：RSI持续超买、ATR翻倍、价格偏离均线过远，预示短期需要整理消化。4. 报告建议：技术报告与新闻报告均明确反对追高，但建议在关键支撑区寻找买入机会，核心叙事仍是顺势参与。"
8,AAOI,2026-03-11,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0311-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0311-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0311-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-11
截面日期：2026-03-10
截面价格：120.49美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，尽管存在极端超买和高波动风险，但驱动本轮上涨的核心公司催化（获得重大订单）已实质性改变基本面预期，且技术趋势结构完整未破坏。价格更可能以高位震荡或回调消化超买，为趋势延续中的再参与提供机会，而非趋势反转。方向仍偏向于整理后上行。
执行摘要：重大订单催化驱动股价进入主升浪，技术趋势强劲但短期超买严重。未来1-2周预计进入高波动整理以消化涨幅，上涨逻辑未破坏。策略上避免追高，耐心等待回调至关键支撑区企稳后的参与机会。
关键催化因素：1. 获得超大规模客户价值超2亿美元的1.6T光模块批量订单，证实技术领先与商业化突破。2. Rosenblatt上调目标价至140美元，强化乐观预期。3. AI基础设施需求叙事强劲，公司定位明确受益。
关键风险：1. 技术面RSI持续80以上极端超买，价格严重偏离均线，回调风险高。2. 高波动率环境易引发巨幅震荡。3. 基本面仍处于“增收不增利”阶段，经营性现金流为负，依赖融资。
入场方式：等待回调至关键支撑区域企稳后参与。重点关注两个区域：1. 强势整理区间110.00-112.00美元附近出现企稳信号。2. 更深回调至95.00-100.00美元强支撑区域（包含10日EMA及前期密集成交区），并观察是否出现缩量及指标修复（如RSI回落）。
失效条件：价格放量跌破95.00美元关键支撑区域，且无法在3个交易日内收回，同时10日EMA拐头向下。
适合的场景：能够承受高波动、理解行业周期、愿意为高增长叙事支付溢价并等待盈利拐点的风险偏好型投资者；基于趋势回调布局的交易策略。
不适合的场景：追求稳定现金流的价值投资者；无法忍受短期大幅回撤的低风险偏好者；希望在当前价位追高买入的短线交易者。
证据摘要：1. 公司催化：获得重大订单是驱动本轮趋势的核心，基本面预期根本性改善。2. 技术结构：所有均线呈多头排列，上升趋势完整，关键支撑清晰。3. 风险状态：极端超买与高波动显示风险积聚，但报告核心建议是“回调参与”而非“离场”，表明风险尚未主导未来方向。4. 综合判断：尽管短期需要消化，但主导逻辑（订单催化与趋势）支持未来1-2周方向仍偏多，符合“趋势延续”中的“择机买入”。"
9,AAOI,2026-03-12,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0312-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0312-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0312-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-12
截面日期：2026-03-11
截面价格：127.01美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，上涨的核心逻辑（1.6T订单驱动的增长叙事）未被破坏，技术趋势结构完整。但短期因极端超买、波动率极高及ATM增发担忧，价格存在强烈的技术性回调需求。方向仍偏多，但参与方式应是等待回调至关键支撑，而非追高。
执行摘要：公司获得重大订单催化，基本面发生转折，技术趋势强劲但短期严重超买。未来1-2周更可能呈现“强势趋势中的高位震荡或健康回调”，为下一阶段上涨蓄力。核心策略是防守反击，等待更好风险回报比的入场位置。
关键催化因素：1. 获得首笔主要客户1.6T光模块批量订单（价值超2亿美元），验证技术实力并锁定中期收入。2. 营收同比爆发式增长（82.7%）与毛利率提升，证实增长叙事。3. AI基础设施投资向光通信传导的行业趋势。
关键风险：1. 短期技术面极端超买，价格大幅偏离均线，存在强烈回调压力。2. ATM增发计划至5亿美元带来的股权稀释担忧。3. 高波动率环境下的剧烈价格波动风险。4. 宏观地缘政治（美伊局势）对科技股风险偏好的间歇性干扰。
入场方式：等待价格回调至关键支撑区域分批参与。第一档：110-112美元区间（近期突破位）。第二档：95-99美元区间（强支撑与缺口区域）。入场需配合价格在支撑位企稳的信号。
失效条件：收盘价有效跌破95美元（强支撑区下沿），且10日EMA拐头向下，可能意味着本轮趋势性上涨结束，需止损。
适合的场景：相信公司订单驱动增长叙事、能承受高波动、擅长回调买入和严格止损的波段交易者。
不适合的场景：风险厌恶型投资者；追求立即上涨、无法忍受大幅回调的短线交易者；因高波动而可能被迫止损的仓位过重者。
证据摘要：1. 公司催化：获得改变基本面的1.6T批量订单，驱动估值重估。2. 趋势结构：所有周期均线多头排列，价格创历史新高，上升趋势完整。3. 风险拉锯：MACD走平、RSI从超买回落、ATM增发及极高波动率显示多空分歧，但未主导趋势。4. 报告建议：核心建议是“回调参与”，而非“离场观望”或“转向防守”，符合“趋势延续但需择机”的判断。"
10,AAOI,2026-03-13,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0313-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0313-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0313-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-13
截面日期：2026-03-12
截面价格：106.19美元
样本分型：公司催化趋势型
主导驱动：多因素混合主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。尽管公司获得重大订单的长期利好逻辑未变，但短期面临股权融资（ATM增发）带来的供给压力、暴涨后的技术性回调需求以及高波动环境，多空因素激烈博弈。价格更可能进入宽幅震荡以消化近期涨幅和利空消息，而非延续单边上涨或开启单边下跌。
执行摘要：技术面显示长中期趋势强劲但短期严重超买并出现回调；基本面因获得重大订单出现根本性改善，但被同时宣布的大额股权融资计划部分抵消。多空力量在当前位置拉锯，未来1-2周更可能呈现高波动震荡格局，等待融资担忧缓解或价格回调至关键支撑区域。
关键催化因素：1. 获得首个主要超大规模客户1.6T光模块批量订单（金额超2亿美元），验证技术领先性与增长前景。2. 收入与毛利率同比大幅改善，基本面出现拐点信号。3. 行业处于AI投资向光网络传导的景气周期。
关键风险：1. 公司宣布将ATM股权融资额度扩大至5亿美元，引发短期稀释担忧和抛压。2. 技术面短期涨幅过大，存在内在回调需求，波动率极高。3. 经营现金流仍为大幅负值，商业模式可持续性需验证。4. 宏观地缘政治风险可能压制科技股风险偏好。
入场方式：当前不急于建立新仓位。若未来价格能有效回调至80.00-95.00美元关键支撑区域并出现企稳信号，可重新评估做多机会。若价格放量突破128.96美元前高，则表明融资利空被完全消化，趋势可能重新加速。
失效条件：对于多头观点，失效条件是价格有效跌破50日移动平均线（当前约55.51美元）并无法快速收回，这可能意味着中期上升趋势被破坏。
适合的场景：能承受高波动、善于区间交易或愿意耐心等待更好风险回报比入场点的投资者；作为观察标的，等待融资影响明朗或技术面整理完毕。
不适合的场景：寻求短期追涨动能或单边趋势的投资者；无法忍受高波动和大幅回撤的保守型投资者；厌恶亏损且现金流为负公司的价值投资者。
证据摘要：1. 公司催化：获得重大1.6T订单，基本面发生范式转变。2. 风险对冲：同时宣布大额股权融资，形成短期利空对冲。3. 技术状态：长中期趋势完好，但短期呈现“暴涨-高位巨震-动量衰减”特征，价格进入高波动整理。4. 综合判断：多空因素势均力敌，未来1-2周缺乏清晰的单边驱动，更可能宽幅震荡。"
