sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
1,2513.HK,2026-03-02,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0302-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0302-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0302-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-02
截面日期：2026-02-27
截面价格：575.0 港元
样本分型：Beta情绪技术驱动型
主导驱动：Beta与技术结构主导
方向偏向：看空
趋势完整性：边际走弱
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：宏观地缘冲突升级与极端技术乖离率共同主导，未来1-2周下行风险显著大于上行空间，防守优先。
执行摘要：基本面资不抵债、经营现金流巨额失血；技术面暴涨后动量衰竭、量价背离；宏观面中东战争引发全球避险。三重压力叠加，短期应以减仓、止损或规避为主。
关键催化因素：地缘局势快速缓和（冲突停火或外交突破）；油价与VIX指数回落带动风险偏好修复。
关键风险：地缘冲突持续或扩大导致全球避险情绪延续；技术面价格跌破短期支撑（480港元）后加速向中期均线（317港元）回踩；衍生金融负债条款恶化或融资中断引发流动性危机。
入场方式：已有持仓者：建议在反弹至阻力区（670-700港元）时减仓，或跌破10日EMA（约525港元）时止损离场。
失效条件：收盘价站稳600港元且MACD重新拐头向上；中东局势出现明确停火信号且港股科技板块放量反弹；公司发布重大业务进展或融资利好。
适合的场景：已有持仓需规避极端下行风险；市场恐慌情绪释放后等待基本面验证。
不适合的场景：盲目抄底或追高；在宏观风险未明时进行短线博弈。
证据摘要：1）技术面：价格与50/200日均线偏离80%以上，MACD高位拐头，RSI自超买区回落，天量天价后量价背离，ATR处于极高位；2）宏观面：美伊军事冲突升级导致油价暴涨12%、金价突破5400美元，全球风险资产遭抛售；3）基本面：股东权益为负，经营现金流-22.46亿元，流动负债124亿元远超总资产48.5亿元，资不抵债且极度依赖融资续命。"
2,2513.HK,2026-03-03,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0303-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0303-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0303-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-03
截面日期：2026-03-02
截面价格：550.0港元
样本分型：Beta情绪技术驱动型
主导驱动：多因素混合主导
方向偏向：看空
趋势完整性：完整
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，宏观地缘冲突升级将主导市场，公司自身缺乏催化剂，技术面虽长期趋势完整但短期处于高位延展且动量衰减，综合构成防守优先格局。
执行摘要：当前定价核心已切换至宏观地缘风险，公司基本面与技术结构短期失效。建议已持仓者考虑减仓以管理系统性下行风险，未持仓者不参与。
关键催化因素：中东地缘政治局势意外快速缓和；两会超预期科技政策；公司发布首份财报或重大业务订单。
关键风险：地缘冲突扩大与持久化；全球通胀与利率预期回升；港股流动性萎缩；公司衍生金融负债暴雷。
入场方式：按已有持仓视角，建议在550.0港元附近或反弹至600港元区域分批减仓，降低风险敞口。
失效条件：若价格收盘有效站上630港元并伴随成交量放大，则短期下行风险解除；若中东局势显著缓和且RSI守稳50中轴，可转为观望。
适合的场景：市场避险情绪持续发酵，地缘冲突未见缓和，公司仍处于信息真空期。
不适合的场景：地缘局势意外快速降温，市场风险偏好迅速回升；公司突然发布重大正面基本面消息。
证据摘要：技术面长期趋势虽完整，但短期价格位于高位延展区，RSI回落、MACD顶背离、ATR处于历史高位，波动风险极大；公司基本面资不抵债，经营现金流深度失血，短期内无改善可能；宏观方面中东冲突急剧升级，强烈负面，压制所有风险资产。三项证据均指向未来1-2周防守为主。"
3,2513.HK,2026-03-04,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0304-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0304-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0304-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-04
截面日期：2026-03-04
截面价格：528.0 港元
样本分型：催化后高波动整理型
主导驱动：多因素混合主导
方向偏向：中性
趋势完整性：边际走弱
催化状态：消化中
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周，2513.HK处于大涨后的高位修正期，公司基本面真空与宏观地缘风险高压并存，短期动能衰竭、波动率极高，方向性不够清晰，多空因素互相抵消，应保持观望，等待宏观局势明朗或公司基本面信号出现。
执行摘要：长期与中期趋势仍偏多，但短期技术结构已走弱（MACD顶背离、失守10日EMA），新闻层面缺乏公司催化，且美伊冲突升级构成系统性风险压制。价格位于延展位，风险状态高。当前最合理的判断是不押方向，以观望为主。
关键催化因素：两会超预期AI产业政策；地缘政治局势意外缓和；公司发布重大业务进展（如重要客户合作或财务数据）。
关键风险：美伊冲突扩大化与持久化；两会政策力度不及预期；公司层面持续“静默”；价格跌破关键支撑导致趋势结构破坏。
入场方式：当前不参与。未来转多信号：价格在402-460港元关键支撑区企稳并放量突破560-580阻力区，或地缘风险显著缓和、公司发布积极基本面更新。
失效条件：价格有效跌破402港元强支撑，则中期趋势结构可能破坏；若地缘冲突持续升级导致全球市场流动性危机，则现有观望逻辑失效。
适合的场景：宏观风险释放后，AI板块情绪回暖，或公司发布营收加速增长等基本面利好时，可转为回调参与或确认后参与。
不适合的场景：美伊冲突持续发酵、美股与港股系统性下跌、公司基本面信息真空、股价处于高波动震荡区间的当前环境。
证据摘要：趋势完整性边际走弱（跌破10日EMA、MACD顶背离），催化状态为消化中（公司新闻真空，利好已被部分定价），位置状态延展（价格远高于50/200日均线），风险状态高（地缘冲突压制全球风险资产偏好，ATR处于极高水平），参与姿态为暂不参与。"
4,2513.HK,2026-03-05,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0305-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0305-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0305-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-05
截面日期：2026-03-04
截面价格：510.0 港元
样本分型：催化后高波动整理型
主导驱动：Beta与技术结构主导
方向偏向：看空
趋势完整性：边际走弱
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：技术面短期趋势已破坏，动量衰竭且波动率极端，同时宏观地缘政治风险急剧升温构成系统性压力，公司层面缺乏任何催化剂对冲。未来1-2周下跌或进一步调整概率显著大于反弹，防守优先。
执行摘要：当前证据明确指向风险主导。价格已跌破10日EMA，MACD与RSI均从超买区回落，ATR位于历史高位，短期结构转弱。宏观面美伊冲突升级主导全球避险情绪，港股科技股承受无差别抛压。公司基本面虽具长期叙事，但自身催化真空，财务风险极高。因此建议已持仓者减仓或设置紧密止损，新资金暂不参与。
关键催化因素：1）地缘政治局势意外缓和导致风险偏好修复；2）公司发布重大业务进展或首份财报超预期；3）中国针对AI/算力领域的具体产业政策出台。
关键风险：1）地缘冲突持续升级外溢（当前最核心风险）；2）流动性干涸导致港股系统性下跌；3）公司融资中断或经营现金消耗超预期；4）财报若不及预期将引发小盘股踩踏。
入场方式：已有持仓者应在反弹至578-592港元阻力区附近减仓，或设立止损位在500港元下方（如495港元）。
失效条件：1）价格放量站稳10日EMA（约522港元）之上；2）宏观地缘风险明确缓和信号出现；3）公司发布重大基本面利好。
适合的场景：已有持仓寻求减仓或止损，或等待更深度回调及风险出清后的右侧机会。
不适合的场景：在当前风险主导环境下追涨、左侧抄底或基于长期逻辑重仓持有。
证据摘要：技术面短期趋势已破位，动量衰减，波动率极高；宏观面地缘冲突构成系统性风险；公司催化真空且财务结构脆弱。三者叠加，风险已主导未来1-2周方向。"
5,2513.HK,2026-03-06,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0306-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0306-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0306-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-06  
截面日期：2026-03-05  
截面价格：520.00 港元  
样本分型：催化后高波动整理型  
主导驱动：多因素混合主导  
方向偏向：中性  
趋势完整性：边际走弱  
催化状态：消化中  
位置状态：延展  
风险状态：高  
参与姿态：暂不参与  
趋势判断：震荡等待确认  
建议行动：保持观望  
1-2周核心判断：未来1-2周，该股处于极端暴涨后的高位震荡消化阶段。技术面动能衰竭、波动率极高，基本面资不抵债且严重依赖融资，宏观政策虽偏积极但缺乏公司特异性催化。多空因素高度抵消，方向不清晰，更适合等待风险释放或信号确认。  
执行摘要：当前价格520港元位于10日EMA下方，MACD持续走低，ATR处于历史峰值，操作风险极高。500-510港元为关键短期支撑，但结构已从单边上涨转为震荡，需观察支撑有效性及后续方向选择。  
关键催化因素：宏观“十五五”政策定调偏积极，可能对整体beta形成支撑；但公司层面缺乏业绩、订单或融资等直接催化，股价缺乏内生驱动力。  
关键风险：动量衰减可能导致阶段性顶部形成；500港元支撑若放量跌破可能引发恐慌性抛售；基本面资不抵债、现金消耗快、融资环境变化可能造成流动性危机。  
入场方式：当前不适合入场。需等待以下信号之一触发：1）价格在500-510港元区域出现缩量止跌并伴随阳线反弹；2）放量重新站稳560港元且MACD柱线重新向上扩张。  
失效条件：日线收盘明确跌破500港元且无法1-3日内收回，则趋势结构可能破坏，后续以防守为主。  
适合的场景：股价在500-510港元支撑带企稳，成交量收缩，RSI不再下破50中轴，短期均线开始走平或拐头向上时，可考虑择机买入。  
不适合的场景：盲目追高、在560港元上方未确认突破时重仓、或跌破500港元后仍抱有幻想。  
证据摘要：技术面长期上升结构未坏，但短期动量明显衰减，MACD下降、RSI回落至60.67，价格首次低于10日EMA，波动率ATR达78.19极高水平。基本面严重资不抵债（净资产-81亿），2025年经营现金流净流出22.46亿，完全依赖融资输血。宏观层面“两会”释放积极政策信号，但无公司特异性事件，股价主导因素转为beta与情绪。多空因素均不占压倒性优势，方向不明确。"
6,2513.HK,2026-03-09,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0309-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0309-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0309-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-09
截面日期：2026-03-06
截面价格：532.0 港元
样本分型：催化后高波动整理型
主导驱动：Beta与技术结构主导
方向偏向：看空
趋势完整性：边际走弱
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：宏观地缘政治危机（中东冲突升级、油价暴涨）叠加公司基本面极度脆弱（资不抵债、持续巨亏）、技术面高位动量背离与波动率激增，未来1-2周下行风险主导，应以防守和减仓为主。
执行摘要：未来1-2周，2513.HK面临宏观贝塔冲击与自身技术调整压力的双重压制，股价大概率延续下行并测试下方支撑。建议已持仓者果断减仓或设置严格止损，避免在系统性恐慌中遭受更大损失。
关键催化因素：中东局势出现显著缓和信号（如停火协议），或油价大幅回落；公司突发重大利好（如超预期融资、产品突破）。
关键风险：中东冲突持续升级导致油价长期高企，引发全球系统性抛售；公司融资断裂或衍生负债强制结算导致流动性危机；技术面500港元关键支撑失守后加速下跌。
入场方式：已有持仓者：建议在530-550港元区域减仓或平仓，将止损位严格设置在500港元下方。若价格反弹至580港元以上且无法放量突破，可视为第二次减仓机会。禁止新开多头仓位。
失效条件：若价格放量收复并站稳580港元（短期均线及密集成交区上沿），且中东局势出现明确缓和信号，则信号失效，可暂停卖出动作并重新评估。
适合的场景：已有仓位，且风险容忍度较低，希望规避短期宏观与技术双重风险的场景；短线或波段交易者执行止损或减仓的场景。
不适合的场景：重仓押注长期AI赛道且能承受大幅回撤的投资者；无仓位但试图在恐慌中抄底的个人投资者（当前风险收益比极差）。
证据摘要：技术面：MACD顶背离、价格跌破10日EMA、ATR高位（79.97）显示高波动风险；基本面：净资产-81亿、经营现金流-22亿、流动比率0.29，财务脆弱；新闻面：中东冲突导致油价暴涨超35%，全球Risk-off情绪主导；三者共振指向风险主导，建议防守。"
7,2513.HK,2026-03-10,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0310-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0310-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0310-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-10
截面日期：2026-03-09
截面价格：575.00 美元
样本分型：Beta情绪技术驱动型
主导驱动：多因素混合主导
方向偏向：中性
趋势完整性：边际走弱
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周，2513.HK大概率维持高位宽幅震荡，方向性不明确。长期趋势虽强，但短期动量衰减、催化缺失、宏观风险抬头，多空因素高度抵消，不具备明确的单边押注基础。
执行摘要：当前处于“强趋势背景下的高风险整理窗口”。技术面显示趋势完整但动量走弱，基本面暴露巨额亏损与现金流压力，公司层面新闻真空，宏观地缘风险压制情绪。信号层没有足够证据支持偏多或偏空，最合理策略是保持观望，等待更明确的方向信号。
关键催化因素：公司自身业绩公告或重大经营进展（打破信息真空）；行业层面超预期的“十五五”产业政策落地；中东地缘局势显著缓和。
关键风险：公司信息持续缺失导致流动性折价；中东冲突升级引发全球避险情绪；大盘系统性下行拖累；技术面跌破关键支撑480引发更深回调。
入场方式：当前不参与。未来若价格放量突破并站稳625-672.5阻力区，可视为右侧偏多触发信号，届时再评估入场；或等待价格回落至500-520支撑区间并出现明确企稳信号（如长下影线、阳包阴），可考虑轻仓试多。
失效条件：若价格放量跌破480关键支撑且无法快速收回，则震荡格局可能向下破位，观望立场失效，转为风险主导，应避免任何多头动作。
适合的场景：适合等待明确突破或回调企稳信号后再决策的投资者；适合已持仓者在该区间内利用高波动进行波段对冲或减仓。
不适合的场景：不适合当前追涨或左侧抄底；不适合对高波动和极端风险容忍度低的投资者；不适合单纯基于长期看涨逻辑而忽视短期风险的持仓。
证据摘要：技术面长期趋势完整（价格远高于200日SMA），但短期MACD高位回落、RSI从超买区下滑，动量衰减；价格处于布林带中轨之上但远离上轨，ATR处于历史高位显示极端波动。基本面首年财报即亏损46.98亿元，经营现金流-22.46亿元，完全依赖融资输血；公司新闻近一周完全缺失。宏观面“十五五”政策属潜在正面但未落地，中东冲突升级压制风险偏好，国债发行分流资金。三者叠加，多空因素高度平衡，不足以形成趋势性方向。"
8,2513.HK,2026-03-11,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0311-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0311-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0311-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-11
截面日期：2026-03-10
截面价格：649.0港元
样本分型：Beta情绪技术驱动型
主导驱动：多因素混合主导
方向偏向：看空
趋势完整性：边际走弱
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：由于公司层面信息真空、基本面深度亏损且无催化，宏观层面美伊军事冲突急剧升级成为压倒性主导因素，技术面价格已严重偏离均线、波动率极端、动量衰减，未来1-2周下行防守风险显著大于上行机会，应以减仓或避险为主。
执行摘要：当前标的面临“基本面长期无解+宏观黑天鹅+技术面极端超买”的三重风险共振，短期内支撑位遥远且缺乏任何正面催化剂，建议已有持仓者优先保护本金，将止损收紧至510-520港元平台，或直接减仓以规避系统性下杀风险；新开仓暂不参与。
关键催化因素：无公司层面催化；宏观上美伊冲突若出现明确外交缓和信号，或引发情绪性反弹，但短期难以预见。
关键风险：地缘冲突进一步扩大导致全球风险资产抛售；油价飙升引发滞胀担忧；港股流动性紧缩；标的自身基本面无法支撑当前估值，任何未披露负面消息都可能放大跌幅。
入场方式：当前不建议新买入。已有持仓者：1）可将止损位设在510-520港元支撑区域下方（例如490港元）；2）或直接在当前649港元附近减仓部分仓位以降低暴露。
失效条件：1）价格放量跌破490-500港元（关键支撑平台下沿）且10日EMA拐头向下，确认趋势转空；2）ATR若持续高于85港元且价格无法站稳10日EMA（564港元），短期结构恶化。
适合的场景：地缘冲突快速缓和且公司发布超预期业绩或商业化进展时，可重新评估。
不适合的场景：当前任何追涨行为；在信息真空与宏观风险主导下试图抄底；对于无法承受高波动或对公司业务完全不了解的投资者。
证据摘要：技术面上价格距200日均线偏离81%、MACD顶背离、ATR高达85港元，属于典型的超买后高位巨震结构；基本面无催化且年亏损47亿元，完全依赖融资生存；宏观上美伊冲突已实质性升级并威胁霍尔木兹海峡，港股风险偏好急剧收缩；三重因素叠加，未来1-2周风险主导特征明确。"
9,2513.HK,2026-03-12,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0312-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0312-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0312-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-12
截面日期：2026-03-11
截面价格：609.50 美元
样本分型：催化后高波动整理型
主导驱动：多因素混合主导
方向偏向：中性
趋势完整性：完整
催化状态：消化中
位置状态：延展
风险状态：高
参与姿态：等待确认
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周，地缘政治风险（美伊冲突升级）与公司财务高波动、技术面高位整理形成多重压制，但长期趋势和营收增长逻辑尚存。多空因素高度对冲，方向性不明确，风险显著高于回报，当前最合理判断是保持观望。
执行摘要：标的处于高位放量整理阶段，短期动能衰减；公司基本面深度亏损且财务结构脆弱；宏观层面地缘冲突主导避险情绪。三者叠加使得未来1-2周缺乏清晰的上涨或下跌主导逻辑，应等待更明确的信号。
关键催化因素：1. 美伊冲突意外缓和（推动风险偏好修复）；2. 公司发布超预期营收数据或重要商业化进展（强化营收加速叙事）；3. 融资或衍生负债相关利好公告（缓解财务危机担忧）。
关键风险：1. 地缘冲突进一步升级（美伊主动系统性打击扩大）；2. 价格放量跌破510-520关键支撑区（触发技术结构破坏）；3. 公司融资中断或衍生负债恶化暴露（导致股价崩跌）。
入场方式：当前不建议入场。未来转为偏多的可能条件包括：价格在560-575支撑区放量企稳且地缘冲突出现明确缓和信号；或公司发布重大利好公告配合技术面突破708-725阻力区。届时可考虑分批参与。
失效条件：1. 信号切换至偏空的条件：价格放量跌破510-520支撑区，或公司曝出融资断裂/衍生负债负面新闻，或地缘冲突出现进一步重大升级。2. 信号切换至偏多的条件：上述入场方式中的条件均有明确迹象出现。
适合的场景：适合等待局势明朗后的右侧交易者；适合已清仓或轻仓观望的投资者；适合对AI赛道有长期信念但当前规避高波动风险的投资者。
不适合的场景：不适合短线追涨杀跌；不适合风险承受能力低的投资者；不适合重仓押注单一方向；不适合基于“已下跌”逻辑盲目抄底。
证据摘要：技术面显示长期趋势完整但短期动能衰减（MACD收缩、RSI回落至57.8，ATR历史高位85.21），价格跌破10日EMA（562.64），高位抛压显著。公司基本面营收加速增长（下半年环比增长3.8倍）是唯一积极亮点，但净权益为负81亿、经营现金流净流出22亿、研发费用率439%构成极端财务风险。宏观层面美伊冲突升级、伊朗采取“主动系统性打击”策略，全球避险情绪主导市场，公司层面缺乏对冲催化剂。总体证据指向方向不明、风险偏高，应以观望为主。"
10,2513.HK,2026-03-13,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\2513.HK\0422-2358-2513HK\reports\2026-0313-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0313-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0313-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-13
截面日期：2026-03-12
截面价格：555.5港元
样本分型：Beta情绪技术驱动型
主导驱动：多因素混合主导
方向偏向：看空
趋势完整性：边际走弱
催化状态：缺位
位置状态：延展
风险状态：高
参与姿态：暂不参与
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，宏观地缘政治风险（美伊冲突升级）主导市场，公司层面新闻真空且基本面存在严重财务风险（资不抵债、经营现金流大幅流出），短期技术结构已跌破10日EMA，动量衰减但价格仍在高位延展区，整体呈现风险主导格局，下行防守优先。
执行摘要：当前处于技术性回调叠加宏观负面冲击的共振阶段，短期方向偏空。已持仓者应优先执行保护性减仓或止损，新参与者暂不介入。
关键催化因素：公司层面无任何积极催化；宏观层面，美伊冲突若出现停火信号或国际油价回落，可能触发超跌反弹，但概率较低且不可控。
关键风险：宏观地缘风险持续升级导致全球股市进一步下跌；公司自身现金流断裂或融资环境恶化；短期技术支撑位545-555港元若放量失守，可能加速下探510-528港元区间。
入场方式：建议已有持仓者在反弹至610-628港元阻力区或跌破545港元关键支撑时执行减仓/止损；若未持仓，暂不进行任何买入操作。
失效条件：价格有效跌破关键支撑位510-528港元，则确认短期下行趋势加速，应进一步减仓；若收盘价持续站稳610港元以上且成交量放大，可重新评估信号。
适合的场景：已持有该标的且风险敞口过大，需控制下行风险；或市场出现明显恐慌性抛售后，等待企稳信号。
不适合的场景：尚未建立持仓的投资者，当前追涨或抄底均不推荐；对波动和潜在亏损容忍度低的投资者。
证据摘要：技术面短期转弱（跌破10日EMA）、动量衰减（MACD高位死叉）、位置处于延展区；宏观面美伊冲突导致避险情绪升温、油价暴涨、滞胀叙事主导；公司基本面资不抵债、经营现金流巨额流出、无任何积极催化剂；多因素共振指向风险主导。"
