ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AAOI,2026-03-02,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,84.23,84.23美元,等待价格回调至53.00-65.50美元区间（涵盖跳空缺口上沿及10日EMA附近）企稳后分批参与。,53.0,65.5,42.82,['价格跌破并持续运行于50日SMA（当前约42.82美元，动态上移）下方，表明上涨动能衰竭，趋势可能逆转。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0302-AAOI\2_decision\summary.md
AAOI,2026-03-03,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,102.51,102.51美元,等待价格回调至56.27-70.88美元区间（前期平台与10日EMA区域）企稳后，分批买入。,56.27,70.88,44.18,['价格放量跌破44.18美元（50日SMA）并无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0303-AAOI\2_decision\summary.md
AAOI,2026-03-04,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.34,95.34美元,等待价格回调至关键支撑区域企稳后参与。优先关注两个区间：1. 回踩10日EMA（约76.1美元）附近并出现企稳信号。2. 更深回调至中期平台支撑56.3-58.1美元区域。,56.3,58.1,45.6,['1. 价格放量跌破2月27日跳空缺口下沿65.57美元并无法快速收回。2. 50日SMA（约45.6美元）被有效跌破且无法修复。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0304-AAOI\2_decision\summary.md
AAOI,2026-03-05,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,99.71,99.71美元,避免追高。可考虑在股价回调至80.67美元（10日EMA）附近企稳，或更深幅度回调至65.57-70.00美元（突破启动点及关键支撑）区域，并出现成交量萎缩、指标修复等企稳信号时分批参与。,65.57,70.0,65.0,['日线收盘价跌破65.00美元（突破起点及关键中期分水岭），意味着本轮上涨趋势可能被破坏，需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0305-AAOI\2_decision\summary.md
AAOI,2026-03-06,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,101.14,101.14美元,等待价格回调至关键支撑区域分批介入。重点关注两个区域：1. 92.00-93.80美元（近期震荡区间下沿）；2. 83.00-85.00美元（10日EMA与突破缺口支撑）。,92.0,93.8,83.0,['日线收盘价有效跌破83.00美元（跌破10日EMA及巨量阳线起点），则短期强势结构破坏，上涨逻辑需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0306-AAOI\2_decision\summary.md
AAOI,2026-03-09,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.58,95.58美元,等待回调至80.00-85.00美元支撑区域企稳后分批参与。,80.0,85.0,80.0,['股价放量跌破80.00美元关键支撑区并无法快速收回，或进一步跌破50日SMA（约49.52美元）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0309-AAOI\2_decision\summary.md
AAOI,2026-03-10,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,110.62,110.62美元,等待价格回调至84.00-95.00美元支撑区间企稳后分批参与。,84.0,95.0,84.0,['日线收盘价有效跌破84.00美元关键支撑位（2月27日突破日收盘价）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0310-AAOI\2_decision\summary.md
AAOI,2026-03-11,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,120.49,120.49美元,等待价格回调至95.00-105.00美元支撑区域（包含10日EMA及前期密集成交区），出现缩量企稳信号时分批轻仓介入。,95.0,105.0,95.0,['价格放量跌破95.00美元关键支撑区，且后续无法快速收回，同时10日EMA拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0311-AAOI\2_decision\summary.md
AAOI,2026-03-12,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,127.01,127.01美元,等待价格回调至关键支撑区域分批参与。第一档关注110-112美元区域（近期突破位），第二档关注95-99美元区域（跳空缺口上沿与密集交易区）。,110.0,112.0,101.25,['价格收盘于95美元（强支撑区下沿）以下，且10日指数移动平均线（当前101.25美元）被有效跌破并拐头向下，可能意味着本轮趋势性上涨结束。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0312-AAOI\2_decision\summary.md
AAOI,2026-03-13,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,106.19,106.19美元,等待价格回调至80.00-95.00美元关键支撑区间（涵盖50日均线上方、前期缺口及密集成交区），出现企稳信号（如缩量、小K线、RSI在50附近获支撑）后分批参与。,80.0,95.0,55.51,['价格有效跌破50日移动平均线（当前约55.51美元，动态上行）并无法快速收回，表明中期上升趋势被破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\AAOI\0423-1147-AAOI\reports\2026-0313-AAOI\2_decision\summary.md
