ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AAOI,2026-03-02,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,84.23,84.23美元,等待价格回调至53.00-65.50美元区间（涵盖缺口上沿及10日EMA）出现企稳信号后分批参与。,53.0,65.5,42.82,['价格跌破并持续运行于50日SMA（当前约42.82美元）下方，表明上涨动能衰竭，趋势可能逆转。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0302-AAOI\2_decision\summary.md
AAOI,2026-03-03,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,102.51,102.51美元,等待价格深度回调至56.27-70.88美元区间（前期平台与10日EMA区域）企稳，且RSI回落至中性区域后，考虑分批买入。,56.27,70.88,44.18,['价格放量跌破44.18美元（50日SMA）并无法快速收回，意味着中期趋势可能转弱，上涨逻辑破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0303-AAOI\2_decision\summary.md
AAOI,2026-03-04,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.34,95.34美元,等待价格回调至关键支撑区域企稳后参与。重点关注两个区间：1. 回调至10日EMA（76.1美元）附近并出现企稳信号。2. 更深回调至中期平台支撑56.3-58.1美元区域。,56.3,58.1,65.57,['1. 价格放量跌破2月27日跳空缺口下沿（约65.57美元）并无法快速收回。2. 50日SMA（45.6美元）被有效跌破且无法修复。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0304-AAOI\2_decision\summary.md
AAOI,2026-03-05,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,99.71,99.71美元,等待价格回调至80.67美元（10日EMA）至92.22美元区间企稳后分批参与；或更健康地回调至65-70美元区域（突破启动点），结合成交量萎缩及指标修复信号布局。,65.0,70.0,65.0,['日线收盘价有效跌破65美元（关键突破起点），意味着本轮上涨趋势可能被证伪，需止损离场。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0305-AAOI\2_decision\summary.md
AAOI,2026-03-06,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,101.14,101.14美元,等待价格回调至关键支撑区域分批介入。优先关注92.00-93.80美元（近期震荡区间下沿）及83.00-85.00美元（10日EMA与突破缺口重合区域）。,92.0,93.8,83.0,['日线收盘价有效跌破83.00美元（跌破10日EMA及巨量阳线起点），则短期强势结构破坏，趋势可能转入深度整理或回调。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0306-AAOI\2_decision\summary.md
AAOI,2026-03-09,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.58,95.58美元,等待回调至80.00-85.00美元支撑区域企稳后参与，或价格在88.34美元（10日EMA）附近获得支撑并出现反弹确认信号后分批介入。,80.0,85.0,80.0,['股价放量跌破80.00美元关键支撑区并无法快速收回，或收盘价确认跌破50日SMA（约49.52美元），则意味着上涨趋势可能逆转。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0309-AAOI\2_decision\summary.md
AAOI,2026-03-10,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,110.62,110.62美元,等待价格回调至84.00-95.00美元支撑区间（重点关注84.23美元突破位及94.18美元10日EMA附近），出现缩量企稳信号时分批买入。,84.0,95.0,84.0,['日线收盘价有效跌破84.00美元关键支撑位，且伴随MACD高位死叉向下，则上涨趋势可能阶段性破坏，多头逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0310-AAOI\2_decision\summary.md
AAOI,2026-03-11,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,120.49,120.49美元,等待价格回调至95.00-105.00美元支撑区域（包含10日EMA及前期密集成交区），出现缩量企稳或指标（如RSI回落至60附近）修复信号后分批参与。,95.0,105.0,95.0,['价格放量跌破95.00美元关键支撑区域，且无法在随后2-3个交易日内收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0311-AAOI\2_decision\summary.md
AAOI,2026-03-12,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,127.01,127.01美元,等待价格回调至关键支撑区域分批参与。第一档：110-112美元区间（近期突破位）；第二档：95-99美元区间（跳空缺口上沿与心理关口）。需观察企稳信号。,110.0,112.0,101.25,['价格收盘于95美元（强支撑区下沿）以下，且10日指数移动平均线（当前101.25美元）被有效跌破并拐头向下，可能预示本轮趋势性上涨结束。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0312-AAOI\2_decision\summary.md
AAOI,2026-03-13,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,106.19,106.19美元,等待价格回调至80.00-95.00美元关键支撑区间企稳后分批参与。,80.0,95.0,55.51,['价格有效跌破50日移动平均线（当前约55.51美元，动态上行）并无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0313-AAOI\2_decision\summary.md
AAOI,2026-03-16,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,96.81,96.81美元,等待股价回调至82.00-88.00美元强支撑区间（汇集布林带中轨及前期突破平台），出现企稳信号（如缩量、长下影线）后分批轻仓介入。,82.0,88.0,80.0,['收盘价有效跌破80.00美元（关键支撑区下沿），这可能意味着上涨趋势中断，需止损观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0316-AAOI\2_decision\summary.md
AAOI,2026-03-17,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,94.07,94.07美元,当前不建立新仓位。若未来价格能缩量企稳于84-92美元关键支撑区域，或出现放量强势突破115-129美元阻力区的信号，可重新评估转多可能。,84.0,92.0,84.0,['1. 股价放量有效跌破84美元关键平台支撑，预示调整加深。2. 行业AI需求叙事被证伪或公司下季度营收增速断崖式下滑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0317-AAOI\2_decision\summary.md
AAOI,2026-03-18,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,86.33,86.33美元,当前不建立新仓位。若未来价格放量突破106美元阻力并站稳，可考虑趋势转强；若价格回调至58-60美元（50日均线）区域出现企稳缩量信号，可考虑分批介入。,58.0,60.0,85.0,['1. 对于潜在多头策略：价格收盘有效跌破85美元关键支撑，或跌破50日均线（约58美元）且无企稳迹象。2. 对于潜在空头策略：价格放量突破并站稳110-114美元阻力区，或公司宣布获得重大AI产品订单。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0318-AAOI\2_decision\summary.md
AAOI,2026-03-19,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,92.63,92.63美元,当前不急于开仓。若未来价格放量突破110-115美元阻力区，可考虑趋势再起。若价格深度回调至60-65美元（50日均线）附近企稳，可评估基本面后考虑分批布局。,110.0,115.0,60.04,['对于潜在多头，失效条件为日收盘价有效跌破60.04美元（50日均线），意味中期趋势破坏。对于当前观望立场，若出现上述突破或跌破关键位，则需重新评估方向。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round24\reports\AAOI\0423-1216-AAOI\reports\2026-0319-AAOI\2_decision\summary.md
