sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
1,AXTI,2026-03-02,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0119,,backtest\output\0421-0119-AXTI\reports\2026-0302-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0302-AXTI\2_decision\summary.md,4,8,25167,7453,"**分析日期**  
2026-03-02  

**分析截面**  
基于2026年2月27日收盘后的技术、新闻与基本面数据综合判断。  

**截面价格**  
37.90美元  

**趋势判断**  
趋势延续  

**建议行动**  
择机买入  

**1-2周核心判断**  
长期上升趋势结构完好（多周期均线多头排列），但短期因涨幅过大、超买严重且宏观地缘风险升温，已进入高位震荡消化阶段。当前价格追高风险高，但趋势未破坏，可等待回调至关键支撑区域企稳后分批参与。  

**执行摘要**  
- 技术面：长期趋势强劲，短期超买需回调消化。关键支撑在32.00-34.80美元（10日EMA及前期平台）。  
- 新闻面：AI长期叙事与疲软Q1指引博弈，宏观地缘风险压制风险偏好。  
- 基本面：现金流为负、收入下滑，但现金储备充裕提供困境反转预期。  
- 综合：趋势延续但需谨慎参与，适合回调买入而非追高。  

**关键催化因素**  
1. AI计算需求长期叙事持续强化，可能转化为订单公告。  
2. 价格若在支撑区企稳后再次放量突破41.19美元前高，将打开上行空间。  
3. 宏观地缘风险若缓和，风险偏好回升可能助推股价。  

**关键风险**  
1. 短期超买与高波动率可能引发深度回调。  
2. 宏观地缘紧张局势持续压制成长股估值。  
3. 基本面疲软（营收下滑、经营现金流为负）若未改善，可能证伪反转预期。  

**入场方式**  
回调至32.00-34.80美元支撑区域（优先关注34.80美元10日EMA附近），出现缩量企稳或小周期底背离信号后分批轻仓介入。  

**失效条件**  
1. 价格放量跌破28.50美元（关键平台及50日SMA上方），视为短期上升结构破坏。  
2. 反弹无法站稳34.80美元（10日EMA）并再次掉头向下。  

**适合的场景**  
- 高风险偏好、能承受高波动的交易者。  
- 相信AI长期叙事且愿意等待回调布局的投资者。  
- 采用分批建仓、严格止损的纪律性策略。  

**不适合的场景**  
- 低风险偏好、追求稳定现金流的长期投资者。  
- 无法承受20%以上回调波动的仓位。  
- 期望追高快速获利的短线交易。  

**证据摘要**  
1. 技术趋势完好：价格高于所有关键均线（10日EMA 34.79美元、50日SMA 22.19美元、200日SMA 9.10美元），均线呈多头排列。  
2. 回调需求明确：RSI 75.33严重超买，ATR高达4.18，显示波动剧烈；价格已从高点回落，进入高位震荡。  
3. 支撑清晰可执行：32.00-34.80美元为技术共振支撑区（10日EMA、前期缺口及平台）。  
4. 叙事与风险并存：AI长期需求叙事提供乐观预期，但宏观地缘风险与疲软基本面构成压制。  
5. 交易计划明确：已定义回调买入区间、企稳信号及失效条件，符合“趋势延续”下的可执行方案。"
2,AXTI,2026-03-03,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0119_02,,backtest\output\0421-0119-AXTI\reports\2026-0303-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0303-AXTI\2_decision\summary.md,4,8,25399,7919,"**分析日期**  
2026-03-03

**分析截面**  
综合技术面、新闻面与基本面报告，技术面显示强劲上升趋势但短期超买，新闻面受地缘政治风险压制，基本面呈现现金充裕但盈利疲软的结构性矛盾。

**截面价格**  
46.32美元

**趋势判断**  
趋势延续

**建议行动**  
择机买入

**1-2周核心判断**  
长期上升趋势结构完好，价格远高于所有关键均线，且RSI已从超买区健康回落。尽管短期波动率高、存在地缘政治风险扰动，但技术面回调支撑明确，可形成清晰的回调参与方案。当前状态属于“趋势延续”，但不宜追高，应等待回调至支撑区企稳后分批介入。

**执行摘要**  
趋势多头格局未破坏，但短期涨幅过大、波动率扩张，叠加宏观风险压制，直接追高风险收益比不佳。操作上应放弃追涨，耐心等待价格回调至关键支撑区域，出现企稳信号后分批布局。

**关键催化因素**  
1. 技术面：价格若在37.90-35.08美元支撑区企稳并再次放量突破47.03美元前高，将确认新一轮升势。  
2. 新闻面：任何地缘政治局势缓和信号将快速提振半导体板块风险偏好。  
3. 基本面：充裕现金（1.2亿美元）与低负债率为公司提供转型安全垫，若下季度财报出现盈利改善迹象可能引发估值修复。

**关键风险**  
1. 地缘政治风险升级导致市场避险情绪持续，压制板块整体估值。  
2. 价格短期若无法在支撑区企稳，可能向下测试29.68美元关键结构位，破坏中期上升趋势。  
3. 公司基本面盈利能力尚未扭转，下季度财报若未显示改善，可能证伪反转逻辑。

**入场方式**  
回调至37.90-35.08美元支撑区间内，出现缩量企稳、看涨K线形态或重新站上10日EMA（届时约37-38美元）信号后，分批买入。

**失效条件**  
1. 价格放量跌破29.68美元（近期关键突破平台），表明中期上升结构破坏。  
2. 回调至支撑区后反弹无力，无法重新站上10日EMA并再次掉头向下。

**适合的场景**  
1. 相信长期上升趋势尚未结束，愿意放弃追高、耐心等待回调的投资者。  
2. 能够接受短期波动、严格执行分批建仓和止损纪律的交易者。  
3. 博弈地缘政治风险缓和后板块情绪修复的阶段性机会。

**不适合的场景**  
1. 追求短期追涨杀跌或无法承受高波动率的交易者。  
2. 要求基本面盈利稳健或现金流持续为正的价值投资者。  
3. 希望立即入场、不愿等待回调的投资者。

**证据摘要**  
1. 技术趋势完好：价格高于所有关键均线（200日/50日/10日），均线呈多头排列，布林带突破显示强势。  
2. 健康回调信号：RSI已从76.25超买区回落至66.95，缓解过热压力。  
3. 明确支撑区域：技术分析指出37.90-35.08美元为近期整理平台与结构支撑，提供清晰回调参与区间。  
4. 风险因素存在但未破坏趋势：地缘政治风险压制情绪，但未改变技术上升结构；基本面盈利疲软，但现金充裕提供缓冲。  
5. 可执行计划：能给出具体回调买入区间、企稳信号及失效条件，符合“趋势延续”下的“择机买入”特征。"
3,AXTI,2026-03-04,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0119_03,,backtest\output\0421-0119-AXTI\reports\2026-0304-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0304-AXTI\2_decision\summary.md,4,8,24970,7502,"**分析日期**  
2026-03-04  

**分析截面**  
基于2026-03-03收盘后的技术、新闻与基本面数据综合判断。  

**截面价格**  
41.76美元  

**趋势判断**  
趋势延续  

**建议行动**  
择机买入  

**1-2周核心判断**  
长期上升趋势结构完好（价格远高于所有主要均线），但短期因超买、高波动及地缘政治冲击出现剧烈回调。当前价格已从高点回落，RSI脱离超买区，为健康回调提供动量空间。技术面明确给出“回调至关键支撑区低吸”的参与方案，且支撑位、失效条件清晰，符合“趋势延续”中“择机买入”的定义。地缘政治风险虽压制短期情绪，但未破坏整体上涨结构，且市场已部分消化该风险。  

**执行摘要**  
趋势未坏，但短期不宜追高。建议等待价格回调至明确支撑区间企稳后分批介入，严格设置止损。  

**关键催化因素**  
1. 技术面在35-37美元支撑区出现缩量企稳或看涨反转K线组合。  
2. 地缘政治局势出现缓和信号，提振半导体板块风险偏好。  
3. 价格放量突破47.03美元前高，确认调整结束。  

**关键风险**  
1. 地缘政治升级或油价飙升导致板块继续承压。  
2. 价格放量跌破35美元关键平台支撑，短期头部确立。  
3. 公司基本面持续亏损，缺乏自身催化剂。  

**入场方式**  
回调至35.08-36.58美元支撑区域（兼顾前期平台及近期低点），出现缩量企稳或30分钟/小时图看涨结构后分批轻仓介入。  

**失效条件**  
1. 价格收盘价跌破35.00美元且次日无法收复。  
2. 反弹无法站稳10日EMA（当前约36.62美元，动态下移）并再次转弱。  

**适合的场景**  
1. 相信长期趋势未坏，愿意承受高波动以捕捉回调机会的短线交易者。  
2. 能严格执行止损和仓位管理。  

**不适合的场景**  
1. 无法接受日内大幅波动或风险厌恶型投资者。  
2. 期望追涨或立即启动连续上涨的行情。  
3. 要求基本面强劲或短期有明确公司催化剂的投资者。  

**证据摘要**  
1. **趋势结构**：长期、中期、短期均线多头排列，价格远高于200日/50日均线，上升根基未破坏。  
2. **回调健康性**：RSI从超买区回落至62.62，为后续上涨腾出空间；回调首次测试36.58美元低点未继续失守。  
3. **交易计划明确**：报告明确给出“35-37美元区域”为关键支撑与入场区间，并设定跌破35美元为失效条件，具备可执行性。  
4. **风险已部分反映**：地缘政治风险已被市场讨论并引发股价回调，但技术结构未破坏，长期AI叙事仍存。  
5. **基本面局限**：公司处于亏损状态，但充足现金提供缓冲，且当前决策主要基于技术结构与板块情绪博弈。"
4,AXTI,2026-03-05,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0119_04,,backtest\output\0421-0119-AXTI\reports\2026-0305-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0305-AXTI\2_decision\summary.md,4,8,25339,7817,"**分析日期**  
2026-03-05  

**分析截面**  
基于2026-03-04收盘后的技术、新闻与基本面数据综合判断。  

**截面价格**  
39.13美元  

**趋势判断**  
震荡等待确认  

**建议行动**  
保持观望  

**1-2周核心判断**  
多空因素激烈对抗，方向尚未重新明确。技术面显示长期趋势结构未坏，但短期暴涨后出现放量回调、动量衰减与极高波动率，价格正处于高位震荡消化阶段；同时，地缘政治风险（美伊紧张局势）主导市场情绪，压制整个半导体板块，导致AXTI短期走势与宏观事件高度绑定。当前既无法形成相对完整的回调参与方案（因支撑位尚未出现企稳信号），也未达到趋势破坏、需优先减仓止损的“风险主导”状态。未来1-2周需等待价格在关键支撑区企稳或地缘局势出现明确缓和信号，才能重新形成可执行的交易计划。  

**执行摘要**  
长期趋势仍偏多，但短期面临技术性超买修复与宏观风险溢价的双重压制。价格在47美元见顶后放量回调，目前测试10日EMA（37.01美元）附近支撑，波动率处于极端水平。基本面呈现“现金充足但经营持续失血”的困境，缺乏短期盈利催化剂。综合来看，当前属于多空拉扯、方向待确认的震荡阶段，不适合立即入场。  

**关键催化因素**  
1. 地缘政治局势出现明确缓和信号（如美伊冲突降级），将驱动半导体板块估值修复。  
2. 价格在34.20-36.50美元支撑区域出现缩量企稳、RSI在50附近获得支撑等技术确认信号。  
3. 公司下一季度财报显示毛利率止跌回升或费用控制取得进展。  

**关键风险**  
1. 地缘冲突升级，导致风险资产进一步抛售，板块估值继续收缩。  
2. 价格有效跌破34.20美元关键前低支撑，可能引发更深幅调整。  
3. 公司基本面持续恶化，毛利率未能改善，现金消耗加速。  

**入场方式**  
当前不急于参与。若未来价格回调至34.20-36.50美元区域并出现缩量企稳、日内分时拒绝新低、或RSI在50附近走平回升等信号，可考虑分批轻仓介入。  

**失效条件**  
1. 价格周线收盘跌破29.70美元（突破性缺口及关键平台），意味中期趋势可能逆转。  
2. 地缘局势显著恶化（如冲突范围扩大、能源价格飙升），导致板块系统性下跌。  

**适合的场景**  
1. 擅长高波动区间交易、能严守止损的短线交易者，在36.50-41.50美元区间进行高抛低吸。  
2. 长期看好半导体材料赛道、愿意承受极高波动以博弈困境反转的投资者。  

**不适合的场景**  
1. 厌恶亏损股、现金流为负公司的投资者。  
2. 追求稳定增长或低风险收益的投资者。  
3. 无法实时跟踪地缘政治事件与技术信号变化的交易者。  

**证据摘要**  
1. **技术面**：长期均线多头排列，但价格自47美元高点放量回调，MACD顶背离雏形，RSI自超买区回落，ATR处于极端高位，显示短期动量衰减且波动巨大。  
2. **新闻面**：美伊紧张局势主导市场避险情绪，半导体板块普跌，缺乏公司特异性利好催化。  
3. **基本面**：公司毛利率骤降至12.7%，经营现金流为负，依赖融资输血，盈利拐点未现。  
4. **多空平衡**：长期趋势未坏，但短期缺乏明确的企稳证据与入场时机；宏观风险压制情绪，但尚未导致技术结构彻底破坏。"
5,AXTI,2026-03-06,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0119_05,,backtest\output\0421-0119-AXTI\reports\2026-0306-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0306-AXTI\2_decision\summary.md,4,8,25386,7733,"**分析日期**  
2026-03-06  

**分析截面**  
综合技术、新闻与基本面报告，当前价格处于短期回调阶段，长期趋势结构未破坏，但宏观风险与基本面疲弱压制短期动能。  

**截面价格**  
38.79美元  

**趋势判断**  
趋势延续  

**建议行动**  
择机买入  

**1-2周核心判断**  
长期与中期上升趋势结构完好（价格远高于50日/200日均线），短期回调已释放部分超买压力（RSI回落至中性）。尽管宏观风险（地缘政治、行业监管传闻）与基本面疲弱（营收可能下滑、经营现金流为负）构成压制，但技术面已给出明确的支撑区间与企稳条件，能够形成可执行的“回调参与”方案，而非单纯等待方向确认。因此，状态属于“趋势延续”，但参与方式需谨慎，适合等待回调至支撑区企稳后分批布局。  

**执行摘要**  
- **趋势状态**：整体多头格局未坏，短期回调视为健康整理。  
- **操作核心**：不追高，等待价格回调至关键支撑区间（34.20-36.70美元）出现企稳信号后分批买入。  
- **风险控制**：严格设置止损，若跌破关键支撑则计划失效。  

**关键催化因素**  
1. 技术面在支撑区形成止跌企稳信号（如缩量、下影线、RSI拐头）。  
2. 地缘政治局势出现缓和迹象，提振半导体板块风险偏好。  
3. 行业监管传闻被证伪或软化，解除情绪压制。  

**关键风险**  
1. 地缘冲突升级或行业管制政策落地，导致板块继续承压。  
2. 价格失守关键支撑区间，引发更深回调至50日均线（24.10美元）。  
3. 基本面持续“失血”（下季报营收无改善、现金流继续为负）。  

**入场方式**  
回调至 **34.20-36.70美元** 区间（涵盖2月低点密集区及10日EMA），出现以下任一企稳信号后分批买入：  
1. 小时图或日线收盘站稳36.00美元上方，且成交量萎缩。  
2. RSI（14）在50附近拐头向上。  
3. 日线收出较长下影线后次日不创新低。  

**失效条件**  
1. 日线收盘价 **跌破33.80美元**（即跌破34.20-35.41美元支撑区下沿）。  
2. 价格反弹无力，持续受制于 **41.76-42.44美元** 阻力区并再度转弱。  

**适合的场景**  
- 高风险偏好、能承受高波动（ATR约5美元）的交易者。  
- 相信长期趋势未坏，且愿意等待回调布局的波段投资者。  
- 仓位为试探性布局（非重仓）。  

**不适合的场景**  
- 厌恶亏损、无法接受基本面疲弱的保守型投资者。  
- 要求立即上涨、不愿等待回调的短线追涨交易。  
- 将该公司作为长期核心配置的价值投资者。  

**证据摘要**  
1. **趋势结构**：价格高于50日SMA（24.10美元）61%，长期均线多头排列。  
2. **回调健康性**：RSI从75.33超买区回落至52.53，释放过热压力；价格正测试10日EMA（36.17美元）及前期密集交易区支撑。  
3. **可执行计划**：支撑区间明确（34.20-36.70美元），企稳信号与失效条件可量化。  
4. **风险项**：宏观风险与基本面疲弱存在，但未破坏整体上涨结构；技术面已给出回调参与路径，而非只能观望。"
6,AXTI,2026-03-09,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0135,,backtest\output\0421-0119-AXTI\reports\2026-0309-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0309-AXTI\2_decision\summary.md,4,8,25347,7421,"**分析日期**  
2026-03-09  

**分析截面**  
综合技术、新闻与基本面报告，当前价格处于高位回调后的宽幅震荡区间，短期动能衰减，但中长期趋势结构未破坏。市场情绪受地缘政治风险主导，基本面处于困境阶段，缺乏短期盈利改善催化剂。  

**截面价格**  
32.37美元  

**趋势判断**  
震荡等待确认  

**建议行动**  
保持观望  

**1-2周核心判断**  
价格在32.26-40美元区间宽幅震荡，短期调整信号明确（跌破10日EMA、MACD顶背离死叉），但中期支撑（50日SMA 24.58美元）尚未触及。地缘政治风险压制板块风险偏好，基本面缺乏扭转信号。多空因素仍在拉扯：向下有29.68-32.26美元支撑区域可能提供企稳机会，向上有38-40美元阻力区压制。未来1-2周方向尚未重新明确，无法形成完整、可执行的入场方案。  

**执行摘要**  
技术面短期进入调整，中长期趋势未坏；新闻面地缘政治风险主导情绪，掩盖个体叙事；基本面处于亏损状态，无短期改善催化剂。当前状态属于多空拉扯、方向待确认，不适合立即开仓或减仓，应等待更明确信号。  

**关键催化因素**  
1. 地缘政治局势显著缓和（提振科技股风险偏好）。  
2. 价格在29.68-32.26美元支撑区域出现缩量企稳、下影线等反转信号。  
3. 放量突破38.79-40美元阻力区并伴随MACD重新金叉。  

**关键风险**  
1. 地缘政治风险持续或升级，导致避险情绪延续。  
2. 价格有效跌破29.68美元支撑，进而考验50日SMA（24.58美元）。  
3. 基本面亏损持续，毛利率无法提升。  

**入场方式**  
当前不急于参与。若未来转为趋势延续，需观察：价格在29.68-32.26美元支撑区企稳并出现反转信号，或放量突破38.79-40美元阻力区。  

**失效条件**  
（当前无持仓，不适用具体失效条件；状态切换条件如下）  
- 若价格在支撑区企稳后突破38.79美元，则状态可能切换至“趋势延续”。  
- 若价格收盘有效跌破29.68美元，则状态可能切换至“风险主导”。  

**适合的场景**  
1. 高风险偏好交易者，愿意在方向明确后右侧跟进。  
2. 能紧密跟踪地缘政治新闻及价格在关键支撑/阻力位的反应。  

**不适合的场景**  
1. 寻求立即方向性押注或追涨杀跌。  
2. 期望基本面短期出现反转催化。  
3. 无法接受高波动环境下的观望期。  

**证据摘要**  
1. 技术面：价格自47.03美元高点回落，跌破10日EMA（36.60美元），MACD顶背离死叉，但中期均线（50日SMA 24.58美元）仍向上，长期趋势未破坏。  
2. 新闻面：地缘政治风险（美伊紧张）压制半导体板块风险偏好，个体叙事暂被掩盖。  
3. 基本面：公司处于亏损状态（毛利率12.7%，经营现金流为负），无短期改善催化剂，依赖现金储备维持运营。  
4. 多空平衡：向下有支撑（29.68-32.26美元），向上有阻力（38-40美元），短期无法给出明确参与方案。"
7,AXTI,2026-03-10,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0135_02,,backtest\output\0421-0119-AXTI\reports\2026-0310-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0310-AXTI\2_decision\summary.md,4,8,25681,7637,"**分析日期**  
2026-03-10

**分析截面**  
综合技术、新闻与基本面报告，技术面处于长期牛市中的高位修正，宏观地缘风险主导短期情绪，基本面呈现“困境反转”交易特征。

**截面价格**  
38.56美元

**趋势判断**  
震荡等待确认

**建议行动**  
保持观望

**1-2周核心判断**  
多空因素激烈拉扯，方向未明。技术面长期趋势未坏，但短期自高点回撤超30%后，价格仍在关键支撑（36.50-37.00美元）与阻力（41.76-42.44美元）之间震荡，且动量衰减、波动率极高。宏观上，美伊紧张局势升级压制整体风险偏好，完全覆盖公司自身的行业成长叙事。基本面虽现金充裕提供安全垫，但经营持续亏损、现金流为负，无法提供短期上涨动力。当前既无法形成明确的趋势延续参与方案，也未达到风险主导需立即减仓的程度，属于典型的等待确认阶段。

**执行摘要**  
未来1-2周，价格在36.50-42.50美元区间的整理结果将决定方向。在宏观风险未缓和、技术面未出现明确企稳或突破信号前，不急于开新仓或减仓，应以空仓视角观望。

**关键催化因素**  
1. 宏观地缘政治局势出现明确缓和信号（如外交进展），提振半导体板块风险偏好。  
2. 价格放量突破42.50美元，确认短期调整结束、趋势延续。  
3. 价格在36.50-37.00美元支撑区域出现缩量企稳、假跌破回收等明确止跌信号。

**关键风险**  
1. 地缘政治风险升级，导致全球风险偏好进一步恶化，科技股继续承压。  
2. 价格放量跌破32.26美元（近期回调低点），打开进一步下行空间。  
3. 公司下季度财报显示经营现金流继续大幅净流出，侵蚀现金安全垫。

**入场方式**  
当前不急于参与。若未来转多，需满足以下任一条件：  
1. 价格回调至36.50-37.00美元区域，出现小时级别以上缩量企稳或阳线反包。  
2. 价格放量突破42.50美元，可视为调整结束信号。

**失效条件**  
（当前状态无入场计划，故不适用具体失效条件。状态切换条件如下）  
- 若价格放量跌破32.26美元，则状态可能转为“风险主导”。  
- 若价格在支撑区明确企稳或突破阻力，并伴随宏观风险缓和，则状态可能转为“趋势延续”。

**适合的场景**  
1. 擅长区间震荡交易、能严格止损的短线交易者。  
2. 等待宏观风险消退与技术面信号共振的波段投资者。

**不适合的场景**  
1. 追求趋势明确后右侧追涨的投资者。  
2. 无法承受高波动（ATR达5.37美元）和隔夜宏观事件风险的交易者。

**证据摘要**  
1. **技术面**：长期均线多头排列，但短期10日EMA走平，价格接近短期多空分界；RSI自超买回落至64，MACD动量减弱；布林带极度扩张，价格位于中轨附近；关键支撑36.50-37.00美元，阻力41.76-42.44美元。  
2. **新闻面**：地缘政治风险主导市场情绪，压制半导体板块；公司被列为活跃股并有异常期权活动，显示高关注度与高波动预期。  
3. **基本面**：营收同比下滑，持续经营亏损，经营现金流为负；但现金储备达1.2亿美元，资产负债率低，提供估值底。  
4. **综合**：缺乏明确的企稳证据或突破信号，宏观风险未解除，无法形成可执行的买入或卖出计划。"
8,AXTI,2026-03-11,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0135_03,,backtest\output\0421-0119-AXTI\reports\2026-0311-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0311-AXTI\2_decision\summary.md,4,8,25629,7488,"**分析日期**  
2026-03-11

**分析截面**  
综合技术、新闻与基本面报告，技术面趋势结构完好但短期波动极端，宏观地缘风险压制市场情绪，基本面缺乏短期改善催化剂。

**截面价格**  
44.30美元

**趋势判断**  
趋势延续

**建议行动**  
择机买入

**1-2周核心判断**  
长期与中期上升趋势结构未破坏，价格仍高于所有关键均线，且回调已在10日EMA与37-38美元支撑区获得承接，显示买盘力量仍在。但短期因涨幅过大、波动率极高（ATR=5.44）且受宏观地缘风险扰动，直接追高风险较大。未来1-2周更可能在高位震荡中消化获利盘，为回调后的参与提供机会。

**执行摘要**  
趋势延续但波动加剧，不追高，等待回调至关键支撑区间企稳后分批介入。

**关键催化因素**  
1. 技术面在38-40美元支撑区出现企稳信号（如缩量、分时收复）。  
2. 美伊地缘紧张局势出现缓和迹象，提振科技股风险偏好。  
3. 半导体板块情绪回暖，带动板块性买盘。

**关键风险**  
1. 地缘政治风险恶化导致全球风险资产抛售。  
2. 价格日收盘有效跌破37.00美元，破坏短期上升结构。  
3. 波动率极端导致止损被轻易触发。

**入场方式**  
等待价格回调至 **38.00-40.00美元** 区间企稳后分批买入。企稳信号可参考：1小时图收盘站稳39.00美元上方，或分时图出现缩量止跌形态。

**失效条件**  
1. 价格日收盘跌破 **37.00美元**（关键支撑带下沿）。  
2. 10日EMA下穿50日SMA，形成短期死叉。

**适合的场景**  
1. 能承受高波动、愿意分批建仓的趋势交易者。  
2. 相信长期趋势未坏，且愿意利用宏观情绪导致的回调进行布局。

**不适合的场景**  
1. 低波动偏好或无法盯盘的投资者。  
2. 期望短期追涨获取快速收益的交易者。  
3. 要求基本面有明确改善信号才入场的价值投资者。

**证据摘要**  
1. **趋势结构完好**：价格高于所有主要均线（200日/50日/10日），均线呈多头排列。  
2. **支撑测试有效**：3月5-6日回调在37-38美元获支撑后反弹，显示买盘承接。  
3. **动量健康回调**：RSI从超买区回落至66，为后续上涨腾出空间。  
4. **宏观风险虽存但未破坏结构**：地缘风险压制情绪，但价格未跌破关键支撑，趋势根基未动摇。  
5. **基本面提供安全边际**：公司资产负债率低、现金充足，虽亏损但无短期偿债危机，下行保护尚可。"
9,AXTI,2026-03-12,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0135_04,,backtest\output\0421-0119-AXTI\reports\2026-0312-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0312-AXTI\2_decision\summary.md,4,8,25621,7577,"**分析日期**  
2026-03-12

**分析截面**  
基于2026-03-11收盘后的技术、新闻与基本面数据综合判断。

**截面价格**  
47.36美元

**趋势判断**  
趋势延续

**建议行动**  
择机买入

**1-2周核心判断**  
长期上升趋势结构完好，但短期因涨幅过大、指标背离及高波动率，直接追高风险收益比不佳。趋势未破坏，核心策略应转为等待回调至关键支撑区企稳后分批参与。

**执行摘要**  
技术面长期多头排列明确，量价配合健康，但短期存在超买与顶背离迹象，需消化获利盘。基本面虽处困境，但充足现金储备提供反转期权。宏观与行业风险压制情绪，但未破坏上涨结构。综合判断：趋势延续，但应避免追高，优先等待回调参与。

**关键催化因素**  
1. 技术面在关键支撑区（37.0-41.0美元）出现缩量止跌、分时反转等企稳信号。  
2. 公司发布重大订单、成本削减计划或下季度财报显示毛利率改善、费用率下降。  
3. 行业政策风险缓和（如芯片出口规则细节比预期温和）或地缘紧张局势缓解。

**关键风险**  
1. 价格放量跌破37.0美元关键支撑，导致技术结构破坏。  
2. 下季度财报显示亏损扩大、现金消耗加速，反转逻辑证伪。  
3. 半导体行业政策进一步收紧或宏观风险偏好持续恶化。

**入场方式**  
回调至37.0-41.0美元区间（重点关注40.0-41.0美元10日EMA附近）出现企稳信号（如小时图缩量止跌、阳线反包）后分批买入。

**失效条件**  
1. 价格放量跌破37.0美元支撑并日线收盘于其下。  
2. 50日SMA（26.45美元）趋势走平或拐头向下。

**适合的场景**  
1. 能承受高波动、擅长区间交易的风险偏好者。  
2. 相信公司现金储备可提供困境反转时间窗口的事件驱动型交易。  
3. 已有持仓者部分获利了结后，等待回调加仓的波段操作。

**不适合的场景**  
1. 追求稳定成长或低风险价值的投资者。  
2. 无法密切跟踪价格波动与财报事件的短线交易者。  
3. 期望追涨突破或单边趋势的激进策略。

**证据摘要**  
1. **技术趋势延续**：长中短期均线多头排列，价格远离长期均线（+343%），上升结构未破坏。  
2. **短期需回调消化**：RSI顶背离、价格贴近布林带上轨、ATR高企显示超买与高波动，报告明确建议“不追高，等回调”。  
3. **可执行计划清晰**：报告给出明确支撑区间（37.0-41.0美元）与企稳信号要求，失效条件（跌破37.0美元）具体。  
4. **基本面提供缓冲**：1.2亿美元现金储备与22.8%资产负债率提供困境反转时间，但当前盈利与现金流为负，属高风险博弈。  
5. **宏观风险存在但未主导**：行业政策与地缘风险压制情绪，但技术结构未转向“风险主导”，核心交易逻辑仍为趋势内的回调参与。"
10,AXTI,2026-03-13,lite,deepseek-chat,"market,news,fundamentals",results\analysis\AXTI_2026_0421_0135_05,,backtest\output\0421-0119-AXTI\reports\2026-0313-AXTI,backtest\output\0421-0119-AXTI\reports\2026-0313-AXTI\2_decision\summary.md,4,8,25610,7472,"**分析日期**  
2026-03-13  

**分析截面**  
综合技术、新闻与基本面报告，评估未来1-2周交易方向。  

**截面价格**  
46.73美元  

**趋势判断**  
趋势延续  

**建议行动**  
择机买入  

**1-2周核心判断**  
技术面长期与中期上升趋势结构完好，价格仍运行在关键短期均线（10日EMA 42.41美元）之上，且MACD动量持续创新高。尽管短期超买、波动率高，且宏观地缘风险压制情绪，但报告明确给出了“回调参与”的具体支撑区间与失效条件，表明上涨逻辑未破坏，可形成相对完整的交易计划。  

**执行摘要**  
趋势仍偏多，但短期不宜追高。应等待价格回调至关键支撑区间企稳后分批介入，严格设置止损。  

**关键催化因素**  
1. 技术面长期多头排列稳固，MACD动量未背离。  
2. 若地缘风险缓和，半导体板块可能快速反弹。  
3. 公司现金充裕（1.20亿美元），为困境反转提供时间窗口。  

**关键风险**  
1. 美伊紧张局势持续压制风险偏好，可能引发板块抛压。  
2. 股价短期涨幅大、波动率高（ATR 5.50），回调风险积聚。  
3. 基本面仍处亏损，主营业务造血能力未改善。  

**入场方式**  
等待价格回调至 **39.13‑38.56美元** 支撑平台企稳后分批买入，或回调至 **35.08美元** 附近出现止跌信号后参与。  

**失效条件**  
1. 收盘价跌破 **35.08美元** 关键支撑且无法快速收回。  
2. 10日EMA（当前42.41美元）被放量跌破并确认失守。  

**适合的场景**  
1. 能承受高波动、擅长回调布局的激进型交易者。  
2. 相信技术趋势强于短期宏观情绪、愿意等待支撑位企稳的投资者。  

**不适合的场景**  
1. 无法接受单日波动可能超10%的保守投资者。  
2. 要求立即跟随趋势、不愿等待回调的追涨策略。  

**证据摘要**  
1. 技术报告：长期/中期/短期均线多头排列，价格守住10日EMA；明确给出“回调至39.13‑38.56或35.08美元参与”的方案。  
2. 新闻报告：地缘风险压制情绪，但公司长期行业逻辑被第三方认可；若风险缓和，板块可能快速反弹。  
3. 基本面报告：现金充裕提供安全垫，极低估值下任何盈利边际改善可能引发修复交易。  
4. 综合结论：上涨结构未破坏，且有明确回调买入区间与失效条件，符合“趋势延续”下的“择机买入”。"
