ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-02,sell,风险主导,催化后高波动整理型,催化消化主导,边际走弱,风险主导,575.0,575.0港元,不提供新买入计划。对于已有持仓，建议利用任何向阻力区（如670-700港元）的反弹进行减仓或止损离场，以控制风险敞口。,670.0,700.0,,['若未来1-2周内地缘政治局势出现戏剧性且快速的缓和（如达成停火），同时股价放量强势突破并站稳725港元历史高点，则看跌逻辑失效。但此情景概率较低。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,550.0,550.0港元,当前不急于建立新仓位。若未来转多，需观察：1) 宏观风险缓和，且价格放量突破630-650港元阻力区；或2) 价格回调至480-520港元区间并出现企稳信号。,630.0,650.0,470.0,['对于潜在多头观点，失效条件是收盘价有效跌破470-480港元支撑区域。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,528.0,528.0港元,当前不急于参与。若未来转多，需观察：1) 宏观风险缓和；且 2) 价格在402-460港元关键支撑区域获得强力买盘支撑并企稳。若未来转空，触发条件为价格放量跌破402港元强支撑。,402.0,460.0,,['本“保持观望”建议的失效条件为：1) 价格放量突破并站稳560-580港元阻力区，且宏观风险缓和，则信号可能转向偏多。2) 价格放量跌破402港元强支撑且无法快速收回，则信号可能转向偏空。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,风险主导,催化后高波动整理型,催化消化主导,边际走弱,风险主导,510.0,510.0港元,对于已有持仓，建议利用任何向578-592港元阻力区域的反弹机会减仓，或设置紧密止损于495港元下方。,578.0,592.0,1.0,['若价格在未来1-2周内强势放量回升并站稳于10日EMA（当前约522港元）上方，且美伊冲突出现明确缓和信号，则看跌逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,520.0,520.0港元,当前不急于参与。若未来价格放量站稳560港元（10日EMA之上），可考虑转为偏多视角。若价格跌至500-510港元后出现明确的缩量企稳与反弹K线组合，可考虑轻仓试探。,500.0,510.0,,['对于潜在多头头寸，日线收盘价明确跌破500港元支撑位视为失效。对于整体观望立场，价格有效突破并站稳560港元或确认跌破500港元，均意味着当前震荡格局被打破，需要重新评估方向。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,风险主导,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险主导,532.0,532.0港元,已有持仓者考虑反弹减仓或止损离场。可在股价向580-600港元区域反弹无力时部分减仓，或设定明确止损位。,580.0,600.0,,['收盘价强势突破并站稳628-666港元关键阻力区，且伴随成交量显著放大，同时宏观地缘政治局势出现明确、快速的缓和信号。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,575.0,575.0美元,当前不急于参与。若未来价格带量突破625美元，可考虑右侧跟进；或等待回调至500-510美元区间并出现企稳信号后再评估做多机会。,500.0,510.0,480.0,['对于潜在多头策略，失效条件为价格收盘价跌破480美元支撑位。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,风险主导,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险主导,649.0,649.0港元,已有持仓者应考虑减仓或设置止损，止损位可参考近期关键支撑平台下沿490-500港元。,490.0,500.0,,['若美伊冲突迅速出现明确的外交解决迹象，且股价放量突破725港元前高，则看空逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,609.5,609.5美元,当前不急于参与。若未来转多，需等待价格在510-575支撑区间内出现明确企稳信号且宏观风险缓和。若未来转空，需观察价格跌破510支撑并确认。,510.0,575.0,510.0,['1. （转多条件失效）价格放量跌破510美元支撑位。2. （转空条件失效）价格放量突破并站稳708美元前高，且宏观风险显著降温。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,风险主导,催化后高波动整理型,多因素混合主导,边际走弱,风险主导,555.5,555.5港元,不提供新买入计划。对于已有持仓，建议利用任何向关键阻力位（如610-628港元区间）的反弹进行减仓，以控制风险敞口。,610.0,628.0,1.0,['若未来1-2周内，美伊冲突出现确定性缓和信号（如双方停火谈判），且全球风险资产情绪显著修复，同时股价能放量强势收复并站稳短期均线（如10日EMA）之上，则下行风险主导的逻辑可能减弱。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\2513.HK\0423-1147-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
