ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
MU,2026-03-02,buy_on_pullback,412.37,412.37美元,回调至400-405美元区间企稳后分批参与，或更佳位置373-380美元（布林带下轨及前期低点附近）企稳后加大仓位。,400.0,405.0,373.0,"['1. 价格周线收盘有效跌破50日SMA（当前约365美元，动态上升）。', '2. 放量跌破373美元强支撑区域。', '适合的场景**', '1. 理解半导体行业周期、能承受高波动的投资者。', '2. 看好AI驱动内存长期需求，且愿意分批建仓、等待回调的配置型策略。', '3. 已持仓者寻求加仓或新资金布局中长期多头头寸。', '不适合的场景**', '1. 短期追涨交易或无法接受10%以上回调的投资者。', '2. 要求低波动、稳定股息的价值型投资者。', '3. 无法持续跟踪地缘政治与行业价格信号的被动持有者。', '证据摘要**', '1. **技术结构**：长期均线多头排列，价格高于200日/50日均线；短期虽围绕10日EMA震荡，但关键支撑（400-405、373-380）未破，属趋势中的整固。', '2. **基本面**：财报显示收入同比增48.9%、毛利率大幅改善至39.8%，经营现金流强劲；HBM产能售罄及资本开支计划印证AI需求结构性向好。', '3. **宏观与情绪**：地缘风险压制短期风险偏好，但未改变公司自身成长逻辑；若局势缓和或财报积极，股价有望回归基本面驱动。', '4. **整体评估**：上涨逻辑未破坏，短期调整更倾向于提供更好参与位置，而非趋势反转。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0302-MU\2_decision\summary.md
MU,2026-03-03,sell,412.67,412.67美元,（基于已有持仓视角）考虑逢反弹减仓或设置止损。可参考在股价向425-430美元阻力区域反弹时部分获利了结；或设置止损于397美元支撑下方以保护利润。,425.0,430.0,397.0,"['1.  地缘政治局势在未来1周内出现超预期快速缓和，且股价放量强势收复430美元阻力位。', '2.  价格在397-401美元关键支撑区域强势企稳并快速反弹，伴随成交量放大，且MACD指标出现拐头向上迹象。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0303-MU\2_decision\summary.md
MU,2026-03-04,hold,379.68,379.68美元,当前不急于建立新仓位。若未来价格放量突破并站稳400-405美元（收复短期均线阻力），可考虑趋势转强；若价格在370-355美元区域出现日线级别企稳组合（如锤头线、晨星），可考虑分批布局。,400.0,405.0,350.0,['对于潜在多头布局，失效条件是收盘价有效跌破350美元（50日均线下方关键区域），意味着中期结构转弱。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0304-MU\2_decision\summary.md
MU,2026-03-05,hold,400.77,400.77美元,当前不提供具体的买入或卖出计划。未来若转向偏多，需观察价格在373-379美元支撑区出现企稳信号（如长下影线、缩量、RSI底背离），或放量突破410-412美元阻力区。若转向偏空，则需观察价格有效跌破373美元支撑。,373.0,379.0,373.0,['本“观望”状态的失效条件是出现明确的方向性信号：1) 价格有效突破410-412美元阻力，趋势判断可能转向“趋势延续”；2) 价格有效跌破373美元支撑，趋势判断可能转向“风险主导”。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0305-MU\2_decision\summary.md
MU,2026-03-06,hold,397.05,397.05美元,当前不急于参与。若未来价格在370-375美元区域出现缩量企稳、看涨K线组合或RSI底背离等确认信号，可考虑转为偏多。若放量突破并站稳405-410美元阻力区，则短期调整可能结束。,370.0,375.0,363.9,['1. 股价日线收盘价有效跌破363.9美元（2月低点），则短期观望的偏多预期失效，结构转弱。2. 宏观风险持续恶化，完全压倒公司层面利好，使股价无法组织有效反弹。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0306-MU\2_decision\summary.md
MU,2026-03-09,hold,370.3,370.30美元,当前不急于参与。若转向偏多，需等待价格在财报后放量突破415-420美元阻力区，或回调至360-370美元区域出现明确的企稳缩量信号。若转向偏空，触发条件为价格放量跌破360美元。,415.0,420.0,360.0,['此“观望”状态失效于：1) 价格放量突破420美元（转多信号）；2) 价格周线收盘价有效跌破360美元（转空信号）。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0309-MU\2_decision\summary.md
MU,2026-03-10,buy_on_pullback,389.32,389.32美元,回调至370-380美元区间（测试50日均线及前期支撑）企稳后分批参与。可观察是否出现缩量或看涨反转K线形态。,370.0,380.0,357.0,['日线收盘价有效跌破357美元（近期闪崩低点），则意味着短期调整可能演变为更深幅度的回调，上涨结构遭到破坏。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0310-MU\2_decision\summary.md
MU,2026-03-11,buy_on_pullback,403.11,403.11美元,回调至380-390美元区间内分批买入。该区间汇集了50日SMA（约382.98美元）和布林带下轨（约377.81美元）的关键支撑。,380.0,390.0,367.0,['收盘价有效跌破367美元（近期闪跌低点附近），意味着中期上升结构可能破坏，此多头信号失效。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0311-MU\2_decision\summary.md
MU,2026-03-12,buy_on_pullback,418.69,418.69美元,回调至400.00-390.00美元区间（涵盖前期低点及心理关口）或50日SMA（约385.20美元）附近企稳后分批买入。,390.0,400.0,370.3,"['收盘价有效跌破370.30美元（近期强支撑），或50日SMA拐头向下。', '适合的场景**', '- 相信AI内存需求长期逻辑、能承受高波动的投资者。', '- 愿意等待回调、分批建仓的中期参与者。', '不适合的场景**', '- 追求短期追涨、低波动交易的短线交易者。', '- 无法容忍宏观事件引发大幅震荡的保守型投资者。', '证据摘要**', '1. 技术面：长期与中期均线多头排列，价格守在50日SMA上方；回调属于趋势内整理，未破坏结构。', '2. 基本面：财务表现强劲（营收同比增48.9%、经营现金流175亿美元），行业处于上行周期。', '3. 新闻面：分析师上调目标价印证基本面乐观；宏观风险存在但未改变公司自身成长叙事。', '4. 整体判断：上涨逻辑未破坏，短期调整提供更好介入机会，方向仍偏多。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0312-MU\2_decision\summary.md
MU,2026-03-13,hold,405.35,405.35美元,当前不急于参与。若未来转多信号出现（如放量突破418-420阻力区且宏观环境稳定），可考虑跟进；若转空信号出现（如收盘有效跌破387支撑），则应回避或减仓。,418.0,420.0,387.0,"['1. 转多失效条件：股价无法突破418-420阻力区，且持续受制于10日EMA（约406.88）下方。', '2. 转空失效条件：股价在387-390支撑区企稳反弹，并重新站上410-415区域。', '适合的场景**', '1. 已持仓者等待财报后方向选择，或利用期权对冲宏观风险。', '2. 短线交易者擅长区间操作（377-420），并能承受高波动。', '3. 投资者愿意在财报与宏观事件明朗后右侧跟进。', '不适合的场景**', '1. 寻求未来1-2周明确趋势方向的单向交易者。', '2. 无法承受财报前后及地缘新闻导致的剧烈波动。', '3. 希望当前价位立即建仓并期待短期持续上涨。', '证据摘要**', '1. **技术结构**：价格跌破10日EMA，MACD动量快速回落，但长期与中期均线仍向上，呈现高位震荡而非趋势破坏。', '2. **新闻/宏观**：财报前乐观预期（目标价上调）与地缘冲突导致的滞胀担忧形成直接对抗，宏观风险已主导近期市场情绪。', '3. **基本面**：季度财务数据强劲，但已部分反映在股价中，未来1-2周焦点在于财报指引与宏观环境的博弈。', '4. **整体状态**：多空力量在1-2周内势均力敌，正文建议“等待回调参与”或“财报后确认”，核心逻辑是“等待方向明朗”，而非明确偏多或偏空。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round08\reports\MU\0422-0120-MU\reports\2026-0313-MU\2_decision\summary.md
