ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
2513.HK,2026-03-02,sell,skipped,,,,,action_sell_no_position,,,575.0,已有持仓者：建议在反弹至阻力区（670-700港元）时减仓，或跌破10日EMA（约525港元）时止损离场。,670.0,700.0,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,sell,skipped,,,,,action_sell_no_position,,,550.0,按已有持仓视角，建议在550.0港元附近或反弹至600港元区域分批减仓，降低风险敞口。,,,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,skipped,,,,,action_hold,,,528.0,当前不参与。未来转多信号：价格在402-460港元关键支撑区企稳并放量突破560-580阻力区，或地缘风险显著缓和、公司发布积极基本面更新。,402.0,460.0,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,skipped,,,,,action_sell_no_position,,,510.0,已有持仓者应在反弹至578-592港元阻力区附近减仓，或设立止损位在500港元下方（如495港元）。,578.0,592.0,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,skipped,,,,,action_hold,,,520.0,当前不适合入场。需等待以下信号之一触发：1）价格在500-510港元区域出现缩量止跌并伴随阳线反弹；2）放量重新站稳560港元且MACD柱线重新向上扩张。,500.0,510.0,1.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,skipped,,,,,action_sell_no_position,,,532.0,已有持仓者：建议在530-550港元区域减仓或平仓，将止损位严格设置在500港元下方。若价格反弹至580港元以上且无法放量突破，可视为第二次减仓机会。禁止新开多头仓位。,530.0,550.0,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,hold,skipped,,,,,action_hold,,,575.0,当前不参与。未来若价格放量突破并站稳625-672.5阻力区，可视为右侧偏多触发信号，届时再评估入场；或等待价格回落至500-520支撑区间并出现明确企稳信号（如长下影线、阳包阴），可考虑轻仓试多。,625.0,672.5,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,skipped,,,,,action_sell_no_position,,,649.0,当前不建议新买入。已有持仓者：1）可将止损位设在510-520港元支撑区域下方（例如490港元）；2）或直接在当前649港元附近减仓部分仓位以降低暴露。,510.0,520.0,490.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,hold,skipped,,,,,action_hold,,,609.5,当前不建议入场。未来转为偏多的可能条件包括：价格在560-575支撑区放量企稳且地缘冲突出现明确缓和信号；或公司发布重大利好公告配合技术面突破708-725阻力区。届时可考虑分批参与。,560.0,575.0,510.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,skipped,,,,,action_sell_no_position,,,555.5,建议已有持仓者在反弹至610-628港元阻力区或跌破545港元关键支撑时执行减仓/止损；若未持仓，暂不进行任何买入操作。,610.0,628.0,510.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round26\reports\2513.HK\0424-2213-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
