ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AXTI,2026-03-02,buy_on_pullback,37.9,37.90美元,等待价格回调至34.80-32.00美元区间（10日EMA及前期平台支撑），出现缩量企稳或看涨反转K线形态时分批介入。,32.0,34.8,32.0,"['1. 价格放量跌破32.00美元支撑位。', '2. 50日SMA（22.19美元）方向走平或掉头。', '适合的场景**', '高风险偏好、能承受高波动的交易者，采用分批建仓、严格止损的短线波段策略。', '不适合的场景**', '价值投资、成长股长期持有、风险厌恶型投资者。', '证据摘要**', '1. 技术面：价格远离多周期均线，MACD持续上行，趋势结构完整；RSI超买暗示回调需求。', '2. 新闻面：短期业绩指引利空与长期AI叙事博弈，市场更交易远期预期。', '3. 基本面：深度亏损、负现金流，但现金充足、估值极低，提供困境反转赔率。']",backtest\output\0420-1455-AXTI\reports\2026-0302-AXTI\2_decision\summary.md
AXTI,2026-03-03,buy_on_pullback,46.32,46.32美元,分批买入：,,,28.0,"['1. 价格收盘跌破28.00美元（50日SMA及关键结构支撑），并伴随放量。', '2. 宏观风险加剧，导致板块整体破位下行，费城半导体指数(SOX)跌破重要支撑。', '适合的场景**', '1. 能承受较高波动、擅长回调布局的交易者。', '2. 相信技术趋势力量，并愿意利用宏观情绪波动进行逆向布局。', '3. 小仓位博弈“困境反转”与趋势延续的共振。', '不适合的场景**', '1. 厌恶短期大幅回撤、无法接受持仓浮亏的投资者。', '2. 追求即时动量、希望追涨杀跌的交易风格。', '3. 要求基本面已出现明确好转的传统价值投资者。', '证据摘要**', '1. 技术面：价格高于所有均线，MACD动能强劲，量价配合良好，但RSI自超买区回落、价格突破布林带上轨，显示回调压力。', '2. 新闻面：宏观地缘风险导致板块普跌，但公司自身无新增负面基本面新闻，情绪压制可能提供回调机会。', '3. 基本面：资产负债表稳健（现金充裕、负债率低），但经营面仍处亏损，核心看未来毛利率能否边际改善。']",backtest\output\0420-1455-AXTI\reports\2026-0303-AXTI\2_decision\summary.md
AXTI,2026-03-04,hold,41.76,41.76美元,当前不急于参与。未来若转多，需同时满足：①地缘政治风险缓和；②价格回调至33.00-37.00美元区间并出现企稳信号；③成交量配合放大。,33.0,37.0,28.0,"['1. 价格收盘价有效跌破28.00美元。', '2. 地缘政治风险显著升级，导致板块再度破位下行。', '适合的场景**', '1. 高风险偏好投资者等待“困境反转”的左侧观察期。', '2. 短线区间交易者（当前区间36.50-42.50美元），但需严格止损。', '不适合的场景**', '1. 趋势跟踪或追涨交易。', '2. 寻求基本面稳健支撑的长期配置。', '3. 厌恶高波动性和宏观不确定性的投资者。', '证据摘要**', '1. 技术面：价格高位回调，关键支撑在36.50-37.00美元，长期均线仍向上但波动率极高。', '2. 新闻面：美伊冲突主导市场情绪，半导体板块承压，缺乏公司层面利好。', '3. 基本面：2025Q4毛利率仅12.7%，经营现金流为负，持续亏损消耗现金。']",backtest\output\0420-1455-AXTI\reports\2026-0304-AXTI\2_decision\summary.md
AXTI,2026-03-05,sell,39.13,39.13美元,（持仓视角）逢反弹减仓：若价格反弹至41.00-42.50美元阻力区域遇阻，可分批减仓；若直接跌破37.00美元支撑，应考虑进一步止损。,41.0,42.5,,"['1. 地缘风险显著缓和，且价格放量收复42.50美元并站稳。', '2. 公司发布超预期季度指引，驱动价格重回10日EMA之上并维持3日以上。', '适合的场景**', '1. 已持仓投资者锁定利润、控制回撤。', '2. 风险厌恶型投资者规避高波动与不确定性。', '不适合的场景**', '1. 试图抄底博弈反弹的短线交易。', '2. 基于长期基本面布局的建仓（因盈利拐点未现）。', '证据摘要**', '1. 技术面：价格跌破10日EMA，自高点回落超17%，ATR飙升84%，显示短期动量转弱。', '2. 新闻面：中东冲突导致半导体板块普跌，宏观风险成为主导定价因子。', '3. 基本面：2025Q4净亏损2320万美元，经营现金流为负，仅现金充裕支撑估值但无改善信号。']",backtest\output\0420-1455-AXTI\reports\2026-0305-AXTI\2_decision\summary.md
AXTI,2026-03-06,hold,38.79,38.79美元,当前不急于参与。未来若转多，需观察：1）价格在36-37美元区域缩量企稳并重新站稳10日EMA；2）宏观风险缓和后板块整体反弹。,36.0,37.0,36.0,"['（不适用，当前建议观望）', '适合的场景**', '1. 擅长区间震荡交易的短线投资者，在36-41美元区间高抛低吸（严格止损）。', '2. 长期投资者等待毛利率改善或行业需求回暖的明确信号后再评估。', '不适合的场景**', '1. 趋势追涨交易：短期动能衰竭，追高风险高。', '2. 基于困境反转的左侧抄底：基本面尚未出现确定性改善信号。', '3. 厌恶高波动的投资者：ATR处于高位，单日波动剧烈。', '证据摘要**', '1. 技术面：价格接近关键支撑36-37美元，但MACD顶背离、RSI自超买区回落，且近期放量下跌显示获利了结压力大。', '2. 新闻面：中东冲突与芯片出口管制预期压制半导体板块情绪，公司缺乏自身催化剂。', '3. 基本面：公司处于亏损状态（毛利率仅12.7%），经营现金流为负，短期缺乏盈利改善驱动。']",backtest\output\0420-1455-AXTI\reports\2026-0306-AXTI\2_decision\summary.md
AXTI,2026-03-09,hold,32.37,32.37美元,当前不急于参与。未来若转多，需观察：1）价格在28.50-29.70美元区域出现企稳缩量信号；或2）放量突破36.60美元并站稳。,28.5,29.7,28.4,"['（当前状态无入场计划，故不适用具体失效条件。趋势转空的观察点是：价格周线收盘跌破28.40美元。）', '适合的场景**', '1. 擅长区间震荡交易者，可在32-37美元区间进行高抛低吸（但非本建议方向）。', '2. 长期困境反转策略投资者，愿意等待数个季度并承受高波动。', '不适合的场景**', '1. 趋势跟踪或动量交易者。', '2. 风险厌恶型或追求稳定增长的投资者。', '3. 希望在1-2周内获得明确方向性收益的交易。', '证据摘要**', '1. **技术面**：价格自47.03美元高位放量回调，跌破短期均线，MACD顶背离，RSI自超买区回落至59，显示短期调整压力大；但长期均线仍呈多头排列。', '2. **新闻面**：地缘政治风险与半导体监管担忧主导市场情绪，形成板块性估值压制，公司自身无利好催化。', '3. **基本面**：2025Q4毛利率仅12.7%，营业利润率为-24.9%，经营现金流为负，处于深度亏损与现金消耗状态，缺乏短期改善证据。', '综合而言，市场处于技术修正、宏观压制与基本面疲弱的多空拉扯中，方向未明。']",backtest\output\0420-1455-AXTI\reports\2026-0309-AXTI\2_decision\summary.md
AXTI,2026-03-10,hold,38.56,38.56美元,当前不急于参与。未来若转多，需满足以下条件之一：,,,,"['（不适用于“保持观望”状态）', '适合的场景**', '1. 擅长波段交易、能承受高波动的投资者在区间内高抛低吸。', '2. 长期布局者等待基本面盈利拐点或行业复苏信号明确后再介入。', '不适合的场景**', '1. 追求稳定增长或厌恶亏损的投资者。', '2. 试图追涨或进行短期趋势交易的投资者。', '证据摘要**', '1. 技术面：价格高于所有关键均线，但MACD高位回落、RSI自超买区冷却，ATR处于峰值，显示短期动能衰减、波动剧烈，处于整固阶段。', '2. 新闻面：宏观地缘政治风险与行业政策传闻压制半导体板块情绪，公司自身积极叙事被覆盖。', '3. 基本面：公司处于亏损状态，经营现金流为负，依赖现金储备和外部融资维持，缺乏内生增长动力。']",backtest\output\0420-1455-AXTI\reports\2026-0310-AXTI\2_decision\summary.md
AXTI,2026-03-11,buy_on_pullback,44.3,44.30美元,等待价格回调至 **37.00-40.00美元** 支撑区间（涵盖密集成交区与10日EMA）企稳后，分批轻仓介入。,37.0,40.0,32.0,"['1. 价格日线收盘价跌破 **32.00美元**（近期上涨结构生命线）。', '2. 价格放量跌破50日SMA（25.81美元），中期趋势转弱。', '适合的场景**', '1. 高风险偏好、能忍受高波动的交易者。', '2. 作为“趋势延续”下的回调布局或“困境反转”博弈的小仓位配置。', '3. 持仓周期为1-3个月，等待技术面整固结束或基本面出现边际改善信号。', '不适合的场景**', '1. 追求稳定现金流、低风险偏好的价值投资者。', '2. 期望短期追涨获取快速收益的交易。', '3. 无法严格执行止损纪律的投资者。', '证据摘要**', '1. **技术趋势完好**：价格高于所有主要均线（200日/50日/10日），均线呈多头排列。', '2. **回调参与方案明确**：报告明确指出“更适合回调参与”，并给出37.00-40.00美元的关键支撑区间。', '3. **上涨结构未破坏**：价格在剧烈回调后迅速收复失地，显示买盘承接力强。', '4. **宏观风险构成压制但未主导**：新闻分析指出宏观情绪是短期主导，但公司长期叙事未变，结论为“中性偏谨慎”，未转向全面看空。', '5. **基本面提供博弈基础而非支撑**：充足现金（1.2亿美元）为反转提供时间窗口，但当前亏损状态不支持“确信买入”。']",backtest\output\0420-1455-AXTI\reports\2026-0311-AXTI\2_decision\summary.md
AXTI,2026-03-12,buy_on_pullback,47.36,47.36美元,等待价格回调至37.00-38.00美元区域（前期成交密集区）企稳后分批买入；或等待放量突破47.94美元前高后轻仓追进。,37.0,38.0,32.37,"['1. 收盘价有效跌破32.37美元（近期回调低点）。', '2. 50日均线（26.45美元）趋势走平或拐头向下。', '适合的场景**', '1. 相信长期趋势未坏、愿意承担高波动以博弈回调后反弹的短线交易者。', '2. 能严格执行止损、分批建仓的风险偏好型投资者。', '不适合的场景**', '1. 厌恶高波动、要求立即盈利的保守型投资者。', '2. 希望基于坚实基本面做长期配置的价值投资者。', '证据摘要**', '1. 技术面：价格远高于所有主要均线，均线多头排列；RSI已从超买区修复；报告明确给出“回调参与”方案及支撑区间。', '2. 新闻面：长期产业顺风逻辑未被证伪，短期压制主要来自宏观情绪，而非公司自身利空。', '3. 基本面：现金充裕提供生存缓冲，困境反转逻辑存在博弈空间，但非当前主导因素。']",backtest\output\0420-1455-AXTI\reports\2026-0312-AXTI\2_decision\summary.md
AXTI,2026-03-13,buy_on_pullback,46.73,46.73美元,回调至37.11-42.41美元支撑区间内企稳后分批买入。,37.11,42.41,32.26,"['1. 价格放量跌破32.26美元（3月6日闪崩低点）并无法快速收回。', '2. 50日EMA（27.11美元）被有效跌破且无法收复。', '适合的场景**', '- 风险偏好较高、能承受高波动的交易者。', '- 相信趋势延续但寻求更好风险收益比的回调参与者。', '- 博弈半导体材料行业周期反弹的阶段性交易机会。', '不适合的场景**', '- 厌恶高波动、追求稳定现金流的投资者。', '- 习惯追涨突破的趋势跟踪策略。', '- 仅基于基本面盈利增长进行长期配置的价值投资者。', '证据摘要**', '1. 技术趋势完好：均线多头排列（价格>10日EMA>50日SMA>200日SMA），MACD高位运行。', '2. 支撑阻力明确：阻力50.97美元；关键支撑41.65-42.41美元及37.11-38.56美元。', '3. 宏观与行业压制：地缘风险与芯片管制传闻构成短期情绪逆风。', '4. 基本面提供安全边际：现金充裕、资产负债率低，但盈利与现金流仍疲弱。']",backtest\output\0420-1455-AXTI\reports\2026-0313-AXTI\2_decision\summary.md
