Date,Open,High,Low,Close,Volume,Amount
2026-03-02,550.5,610.0,544.0,550.0,1719691.0,982361996.5
2026-03-03,568.0,625.0,526.5,528.0,4402599.0,2531679796.5
2026-03-04,534.0,578.0,500.0,510.0,2355798.0,1265909013.0
2026-03-05,526.0,551.5,497.0,520.0,2023341.0,1045633812.9
2026-03-06,509.0,553.5,505.0,532.0,1380878.0,743317672.5
2026-03-09,513.0,583.0,481.2,575.0,4377154.0,2317754255.0
2026-03-10,648.0,697.0,587.0,649.0,7467565.0,4783106337.5
2026-03-11,629.0,708.0,600.0,609.5,4619682.0,2988728068.3
2026-03-12,625.0,633.5,545.5,555.5,3103968.0,1801864171.5
2026-03-13,551.5,582.0,519.0,530.0,3044232.0,1665429150.0
2026-03-16,545.0,615.0,543.5,605.0,3778080.0,2214881385.7
2026-03-17,609.0,639.5,593.5,621.5,2314464.0,1431967389.4
2026-03-18,625.0,765.0,624.0,742.5,4439353.0,3108176749.17
2026-03-19,710.0,738.0,646.0,659.0,2511730.0,1717849632.5
2026-03-20,683.0,690.0,615.0,630.5,1980638.0,1278106890.1
2026-03-23,600.0,633.5,571.0,590.0,1783482.0,1065006076.2
2026-03-24,618.0,655.0,595.0,655.0,1821358.0,1144328257.18
2026-03-25,685.0,760.0,663.0,760.0,3312577.0,2345635446.6
2026-03-26,780.0,790.0,683.0,684.0,1879730.0,1359011092.1
2026-03-27,684.0,696.0,641.5,668.0,1687128.0,1123012212.0
2026-03-30,650.5,750.0,642.5,733.5,1862526.0,1318398296.0
2026-03-31,720.0,755.0,672.0,693.5,1510602.0,1059920638.5
2026-04-01,797.5,938.0,797.5,915.0,5671600.0,4981476639.7
2026-04-02,891.5,900.0,764.0,779.0,3129684.0,2484312752.35
