ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-02,sell,风险主导,催化后高波动整理型,催化消化主导,边际走弱,风险主导,575.0,575.0港元,不提供新买入计划。对于已有持仓，建议利用任何向阻力区（如670-700港元）的反弹进行减仓或离场。,670.0,700.0,,['若未来1-2周内，地缘政治局势出现超预期快速缓和，且股价放量强势突破并站稳725港元历史高点，则看跌逻辑失效。但此情景发生概率极低。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,550.0,550.0港元,当前不急于参与。若未来价格放量突破并站稳630-650港元阻力区，可考虑趋势延续的买入机会。或等待价格深度回调至480-520港元支撑区间并出现企稳信号后再评估。,630.0,650.0,470.0,['对于潜在的转多机会，失效条件是价格收盘价有效跌破470-480港元支撑带。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,528.0,528.0港元,当前不急于参与。若未来价格能回调至402-430港元强支撑区域并出现企稳反弹信号，可考虑分批布局。或等待宏观风险缓和、价格放量突破并站稳560-580港元阻力区后，再评估顺势参与机会。,402.0,430.0,,['1. 价格放量跌破402港元强支撑且无法快速收回，视为深度调整开始，多头逻辑失效。2. 地缘冲突急剧恶化，导致市场出现系统性恐慌抛售。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,风险主导,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,510.0,510.0港元,对于已有持仓者，利用任何向578-592港元阻力区域的反弹机会减仓；或设置紧密止损于495港元下方。,578.0,592.0,,['股价放量强势突破并站稳592港元阻力区上方，且美伊冲突出现明确缓和信号，则下跌风险缓解。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,520.0,520.00港元,当前不急于开仓。若未来价格放量站稳560港元（突破近期震荡区间上沿且10日EMA转升），可考虑转向偏多。若价格在500-510港元支撑带出现明确缩量企稳的K线组合，也可作为潜在转多观察点。,500.0,510.0,,['对于潜在多头观点，日线收盘价明确跌破500港元支撑位即为失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,532.0,532.0港元,当前不急于参与。若未来转多，需观察：1. 宏观风险缓和（如油价稳定回落）且股价在500-510港元支撑带企稳后，可考虑分批买入。2. 或股价带量突破628-666港元阻力区后，再行跟进。,500.0,510.0,480.0,['若转多信号出现，则失效条件为：股价收盘价有效跌破480-500港元支撑区。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,buy_on_pullback,趋势延续,催化后高波动整理型,Beta与技术结构主导,边际走弱,风险与机会拉锯,575.0,575.0美元,等待价格回调至500-520美元支撑区间企稳后轻仓试多；或价格放量突破625美元后右侧跟进。,500.0,520.0,480.0,['价格放量跌破480美元关键支撑位并无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,649.0,649.0港元,当前不急于参与。若未来转多，需满足：宏观风险缓和（如冲突降级）且股价在510-520港元关键支撑区企稳并放量。若未来转空，触发条件为股价放量跌破490-500港元支撑平台下沿。,510.0,520.0,,['1. （转多条件失效）股价未能在支撑区企稳并放量，反而跌破490港元。2. （转空条件失效）地缘风险迅速缓和，同时股价放量突破并站稳725港元前高。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,609.5,609.5美元,当前不急于参与。若转向偏多，需等待：1. 地缘风险出现明确缓和信号，且股价在560-575美元支撑带企稳反弹。若转向偏空，触发条件为：股价放量跌破510-520美元支撑区。,560.0,575.0,510.0,['1. （观望转多失效条件）股价未能在560-575美元区域获得支撑，直接放量跌破510美元。2. （观望转空失效条件）地缘风险迅速缓和，同时股价强势放量突破650-670美元阻力区并站稳。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,风险主导,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险主导,555.5,555.5港元,不提供新买入计划。对于已有持仓，建议利用任何向技术阻力位（如610-628港元区间）的反弹进行减仓，以控制风险敞口。,610.0,628.0,1.0,['若未来1-2周内，美伊冲突出现明确且快速的降温信号（如双方停火谈判），同时港股市场风险偏好整体修复，且股价能强势收复并站稳短期均线（如10日EMA）之上，则下行风险逻辑可能被打破。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
2513.HK,2026-03-16,buy_on_pullback,趋势延续,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,530.0,530.0美元,回调至510-530美元区间企稳后分批参与；或更稳健地等待500美元整数关口附近企稳信号。,510.0,530.0,500.0,['价格日线收盘有效跌破500美元整数关口，且无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2513.HK,2026-03-17,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,605.0,605.0港元,当前不急于参与。若未来价格放量突破725港元，可考虑回调时介入；或若价格回调至560-575港元区间并出现企稳信号，可轻仓试探。两者均需后续明确信号。,560.0,575.0,,['对于潜在多头策略，收盘价有效跌破560港元支撑视为失效，可能意味着中期调整开始。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2513.HK,2026-03-18,buy_on_pullback,趋势延续,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,621.5,621.5美元,等待价格回调至550-560美元强支撑区间并出现企稳信号（如K线企稳形态、成交量萎缩后再次放大）时分批买入。,550.0,560.0,550.0,['收盘价有效跌破550美元关键支撑位，且反弹无力重回其上。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
2513.HK,2026-03-19,buy_on_pullback,趋势延续,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,742.5,742.5美元,等待价格回调至关键支撑区域分批参与。重点关注两个区间：1）620-600美元区域（测试10日EMA及近期低点）；2）560-555美元区域（中期强支撑平台）。,600.0,620.0,555.5,['收盘价有效跌破555.5美元的中期强支撑平台，则上涨结构可能破坏，趋势转为震荡或深度回调。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0319-2513HK\2_decision\summary.md
2513.HK,2026-03-20,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,659.0,659.0美元,当前不急于参与。若转多，需满足：宏观风险（如VIX指数）显著回落，且股价在560-618支撑区间内企稳反弹。若转空，触发条件为：股价放量跌破560美元关键平台支撑。,560.0,618.0,,['无（因当前建议为观望）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0320-2513HK\2_decision\summary.md
2513.HK,2026-03-23,buy_on_pullback,趋势延续,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,630.5,630.5美元,等待回调至555.5-600.0美元支撑区间，出现企稳信号后分批参与。,555.5,600.0,555.5,['价格放量跌破555.5美元关键支撑平台且无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0323-2513HK\2_decision\summary.md
2513.HK,2026-03-24,buy_on_pullback,趋势延续,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,590.0,590.0美元,等待价格回调至555-570美元支撑区间并出现企稳信号（如小时图阳线反包、缩量十字星）后分批买入。,555.0,570.0,510.0,['价格放量跌破510-530美元核心支撑带且日线收盘无法收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0324-2513HK\2_decision\summary.md
2513.HK,2026-03-25,buy_on_pullback,趋势延续,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险未主导,655.0,655.0美元,等待价格回调至590.0-630.0美元支撑区间（重点关注590.0-600.0及620.0-630.0区域）出现企稳信号（如缩量、分时图企稳）后分批介入。,590.0,630.0,555.0,['价格放量跌破555.0-560.0美元深度支撑平台，并导致50日SMA趋势走平或拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0325-2513HK\2_decision\summary.md
2513.HK,2026-03-26,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,760.0,760.0美元,当前不急于参与。若未来价格能在地缘风险缓和背景下，于590-600美元或550-560美元关键支撑区域出现企稳信号，可考虑作为转多信号。若放量突破765美元前高阻力，也可能成为趋势再加速的信号。,590.0,600.0,550.0,['对于潜在多头策略，失效条件为收盘价有效跌破550美元关键中期支撑区域。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0326-2513HK\2_decision\summary.md
2513.HK,2026-03-27,hold,震荡等待确认,Beta情绪技术驱动型,Beta与技术结构主导,边际走弱,风险与机会拉锯,684.0,684.0美元,当前不急于参与。若未来宏观风险缓和且价格回调至600-650美元支撑区间并出现企稳缩量信号，可考虑分批轻仓介入。若价格放量突破765-790美元阻力区并伴随动量指标转强，则趋势可能重新确立。,600.0,650.0,600.0,['1. 股价放量跌破600美元关键支撑位，并导致50日均线趋势走平或拐头向下。2. 宏观地缘风险持续恶化，引发系统性抛售，无视个股技术支撑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0327-2513HK\2_decision\summary.md
2513.HK,2026-03-30,buy_on_pullback,趋势延续,Beta情绪技术驱动型,Beta与技术结构主导,完整,风险与机会拉锯,668.0,668.0美元,等待价格回调至630-620美元支撑区域企稳后分批参与；或更深回调至590-555美元强支撑区域企稳后参与。,620.0,630.0,555.0,['收盘价有效跌破555美元关键平台支撑，或50日均线（当前451.64美元）趋势走平并拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0330-2513HK\2_decision\summary.md
2513.HK,2026-03-31,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,733.5,733.50美元,耐心等待价格回调至关键支撑区间企稳后分批介入。首要关注区间：668.0-659.0美元（近期低点与10日EMA附近）。次级关注区间：630.5-605.0美元（更深度的中期支撑区）。入场需配合成交量萎缩后再次放量的确认信号。,659.0,668.0,600.0,['收盘价有效跌破600.0美元整数关口及3月16日低点，这可能意味着中期上升趋势被破坏，上涨逻辑短期失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0331-2513HK\2_decision\summary.md
2513.HK,2026-04-01,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,693.5,693.5港元,等待价格回调至650-620港元支撑区间企稳后分批介入。,620.0,650.0,,['收盘价有效跌破640港元关键支撑，或50日SMA（约474港元）趋势走平拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0401-2513HK\2_decision\summary.md
2513.HK,2026-04-02,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,915.0,915.0港元,等待价格回调至关键支撑区域企稳后参与。重点关注两个区间：1. 730.0-750.0港元区域（近期突破位与10日EMA附近）。2. 680.0-700.0港元区域（更强支撑与前期成交密集区）。入场需观察企稳信号（如小级别K线止跌、成交量萎缩后再度放大）。,730.0,750.0,,['价格放量跌破680.0港元支撑区域，并导致50日SMA趋势走平或拐头向下。此条件意味着中期技术结构破坏，上涨趋势可能中断。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\2513.HK\0423-1151-2513HK\reports\2026-0402-2513HK\2_decision\summary.md
