trade_date,action,label,metric_name,metric_value_pct,note,report_path
2026-03-02,buy_on_pullback,bad_case,ret_3d_pct,-3.7151,买入信号后价格走弱。,backtest\output\0421-1111-MU\reports\2026-0302-MU\2_decision\summary.md
2026-03-03,hold,unclear,ret_3d_pct,-2.4705,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1111-MU\reports\2026-0303-MU\2_decision\summary.md
2026-03-04,hold,unclear,ret_3d_pct,2.539,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1111-MU\reports\2026-0304-MU\2_decision\summary.md
2026-03-05,hold,good_case,ret_3d_pct,0.5839,观望与后续横盘走势匹配。,backtest\output\0421-1111-MU\reports\2026-0305-MU\2_decision\summary.md
2026-03-06,buy_on_pullback,good_case,ret_3d_pct,5.4502,买入信号后价格上涨。,backtest\output\0421-1111-MU\reports\2026-0306-MU\2_decision\summary.md
2026-03-09,buy_on_pullback,bad_case,realized_return_pct,-4.7619,信号已成交但最终亏损。,backtest\output\0421-1111-MU\reports\2026-0309-MU\2_decision\summary.md
2026-03-10,hold,bad_case,ret_3d_pct,9.4549,观望错过了明显行情。,backtest\output\0421-1111-MU\reports\2026-0310-MU\2_decision\summary.md
2026-03-11,buy_on_pullback,bad_case,realized_return_pct,-5.8974,信号已成交但最终亏损。,backtest\output\0421-1111-MU\reports\2026-0311-MU\2_decision\summary.md
2026-03-12,buy_on_pullback,bad_case,realized_return_pct,-7.425,信号已成交但最终亏损。,backtest\output\0421-1111-MU\reports\2026-0312-MU\2_decision\summary.md
2026-03-13,buy_on_pullback,bad_case,realized_return_pct,-5.0378,信号已成交但最终亏损。,backtest\output\0421-1111-MU\reports\2026-0313-MU\2_decision\summary.md
2026-03-16,buy_on_pullback,bad_case,realized_return_pct,-4.6341,信号已成交但最终亏损。,backtest\output\0421-1111-MU\reports\2026-0316-MU\2_decision\summary.md
2026-03-17,hold,unclear,ret_3d_pct,-4.278,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1111-MU\reports\2026-0317-MU\2_decision\summary.md
2026-03-18,buy_on_pullback,bad_case,ret_3d_pct,-12.4196,买入信号后价格走弱。,backtest\output\0421-1111-MU\reports\2026-0318-MU\2_decision\summary.md
2026-03-19,buy_on_pullback,bad_case,ret_3d_pct,-14.3374,买入信号后价格走弱。,backtest\output\0421-1111-MU\reports\2026-0319-MU\2_decision\summary.md
2026-03-20,buy_on_pullback,bad_case,ret_3d_pct,-11.21,买入信号后价格走弱。,backtest\output\0421-1111-MU\reports\2026-0320-MU\2_decision\summary.md
2026-03-23,buy_on_pullback,bad_case,ret_3d_pct,-15.947,买入信号后价格走弱。,backtest\output\0421-1111-MU\reports\2026-0323-MU\2_decision\summary.md
2026-03-24,hold,bad_case,ret_3d_pct,-11.6557,观望错过了明显行情。,backtest\output\0421-1111-MU\reports\2026-0324-MU\2_decision\summary.md
2026-03-25,hold,bad_case,ret_3d_pct,-18.6408,观望错过了明显行情。,backtest\output\0421-1111-MU\reports\2026-0325-MU\2_decision\summary.md
2026-03-26,hold,bad_case,ret_3d_pct,-11.581,观望错过了明显行情。,backtest\output\0421-1111-MU\reports\2026-0326-MU\2_decision\summary.md
2026-03-27,sell,bad_case,ret_3d_pct,3.4856,卖出信号后价格上涨。,backtest\output\0421-1111-MU\reports\2026-0327-MU\2_decision\summary.md
2026-03-30,sell,bad_case,ret_3d_pct,2.5251,卖出信号后价格上涨。,backtest\output\0421-1111-MU\reports\2026-0330-MU\2_decision\summary.md
2026-03-31,sell,bad_case,ret_3d_pct,17.3897,卖出信号后价格上涨。,backtest\output\0421-1111-MU\reports\2026-0331-MU\2_decision\summary.md
2026-04-01,sell,bad_case,ret_3d_pct,11.763,卖出信号后价格上涨。,backtest\output\0421-1111-MU\reports\2026-0401-MU\2_decision\summary.md
2026-04-02,hold,unclear,ret_3d_pct,2.6451,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1111-MU\reports\2026-0402-MU\2_decision\summary.md
2026-04-06,hold,unclear,ret_3d_pct,3.0963,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1111-MU\reports\2026-0406-MU\2_decision\summary.md
2026-04-07,buy_on_pullback,unclear,,,回测窗口内缺少足够的后续 K 线。,backtest\output\0421-1111-MU\reports\2026-0407-MU\2_decision\summary.md
