trade_date,action,label,metric_name,metric_value_pct,note,report_path
2026-01-20,buy_on_pullback,bad_case,avg_ret_3d_pct,-10.9226,买入信号后短期价格明显走弱。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0120-2513HK\2_decision\summary.md
2026-01-21,hold,good_case,avg_ret_3d_pct,-1.7036,观望与后续横盘走势匹配。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0121-2513HK\2_decision\summary.md
2026-01-22,buy_on_pullback,good_case,avg_ret_3d_pct,4.9673,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0122-2513HK\2_decision\summary.md
2026-01-23,buy_on_pullback,good_case,avg_ret_3d_pct,11.6157,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0123-2513HK\2_decision\summary.md
2026-01-26,hold,bad_case,avg_ret_3d_pct,19.5139,观望错过了明显行情。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0126-2513HK\2_decision\summary.md
2026-01-27,buy_on_pullback,good_case,avg_ret_3d_pct,4.639,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0127-2513HK\2_decision\summary.md
2026-01-28,buy_on_pullback,bad_case,avg_ret_3d_pct,-3.1991,买入信号后短期价格明显走弱。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0128-2513HK\2_decision\summary.md
2026-01-29,hold,good_case,avg_ret_3d_pct,1.462,观望与后续横盘走势匹配。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0129-2513HK\2_decision\summary.md
2026-01-30,buy_on_pullback,good_case,avg_ret_3d_pct,2.0558,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0130-2513HK\2_decision\summary.md
2026-02-02,buy_on_pullback,unclear,avg_ret_3d_pct,1.1789,买入信号后波动幅度较小，暂不足以下结论。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0202-2513HK\2_decision\summary.md
2026-02-03,hold,unclear,avg_ret_3d_pct,-4.0368,后续波动中等，暂不适合直接判定观望对错。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0203-2513HK\2_decision\summary.md
2026-02-04,buy_on_pullback,bad_case,avg_ret_3d_pct,-4.5779,买入信号后短期价格明显走弱。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0204-2513HK\2_decision\summary.md
2026-02-05,buy_on_pullback,good_case,avg_ret_3d_pct,17.0481,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0205-2513HK\2_decision\summary.md
2026-02-06,buy_on_pullback,good_case,avg_ret_3d_pct,39.8397,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0206-2513HK\2_decision\summary.md
2026-02-09,hold,bad_case,avg_ret_3d_pct,69.3241,观望错过了明显行情。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0209-2513HK\2_decision\summary.md
2026-02-10,hold,bad_case,avg_ret_3d_pct,44.4364,观望错过了明显行情。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0210-2513HK\2_decision\summary.md
2026-02-11,sell,bad_case,avg_ret_3d_pct,46.3184,卖出信号后价格上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0211-2513HK\2_decision\summary.md
2026-02-12,hold,bad_case,avg_ret_3d_pct,83.312,观望错过了明显行情。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0212-2513HK\2_decision\summary.md
2026-02-13,sell,bad_case,avg_ret_3d_pct,48.6733,卖出信号后价格上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0213-2513HK\2_decision\summary.md
2026-02-16,hold,bad_case,avg_ret_3d_pct,31.4777,观望错过了明显行情。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0216-2513HK\2_decision\summary.md
2026-02-20,buy_on_pullback,good_case,avg_ret_3d_pct,14.731,买入信号后短期价格明显上涨。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0220-2513HK\2_decision\summary.md
2026-02-23,hold,bad_case,avg_ret_3d_pct,-19.7701,观望错过了明显行情。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0223-2513HK\2_decision\summary.md
2026-02-24,sell,unclear,avg_ret_3d_pct,0.7143,信号后波动幅度较小，暂不足以下结论。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0224-2513HK\2_decision\summary.md
2026-02-25,buy_on_pullback,bad_case,avg_ret_3d_pct,-10.7484,买入信号后短期价格明显走弱。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0225-2513HK\2_decision\summary.md
2026-02-26,buy_on_pullback,unclear,avg_ret_3d_pct,-1.6949,买入信号后波动幅度较小，暂不足以下结论。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0226-2513HK\2_decision\summary.md
2026-02-27,hold,unclear,avg_ret_3d_pct,-4.8817,后续波动中等，暂不适合直接判定观望对错。,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260120-20260227-daily\rounds\round01\reports\2513.HK\0425-1919-2513HK\reports\2026-0227-2513HK\2_decision\summary.md
