sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
1,2513.HK,2026-03-02,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0302-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0302-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0302-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-02
截面日期：2026-02-27
截面价格：575.0港元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，宏观地缘政治风险（美伊冲突）已主导市场情绪，引发全球避险模式，对港股科技成长股构成强烈压制。技术面显示价格在经历爆炸性上涨后动能衰竭，出现量价背离和高位回落，短期结构转弱。基本面无法提供对冲宏观风险的支撑，公司处于财务高风险状态且信息真空。综合来看，未来1-2周防守和下行风险明显占优。
执行摘要：宏观“黑天鹅”事件压倒公司微观层面，技术面显示上涨动能衰竭并进入高位震荡。未来1-2周市场将受避险情绪主导，股价面临较大的下行压力和波动性，应以风险控制和防守为主。
关键催化因素：1. 地缘政治局势出现快速、明确的缓和信号，推动全球风险偏好修复。2. 公司发布远超市场预期的重大业务进展或融资利好。
关键风险：1. 地缘政治风险持续或升级（首要风险）。2. 全球避险情绪导致资金流出港股市场，流动性收紧。3. 公司自身严峻的流动性危机和衍生金融负债风险。4. 技术面关键支撑位失效导致更深幅调整。
入场方式：对于已有持仓，建议利用任何向阻力区（如670-700港元）的反弹进行减仓或离场。未持仓者不应在此阶段建立多头仓位。
失效条件：若未来1-2周内地缘政治局势出现戏剧性缓和，且股价放量强势突破并站稳725港元历史高点，则下行风险逻辑可能暂时失效。但此情景概率较低。
适合的场景：适合高风险偏好、擅长事件驱动和宏观对冲的交易者进行短线波段操作（非做多），或已有持仓者执行风险控制。
不适合的场景：不适合寻求财务稳健、厌恶风险的长期投资者；不适合基于公司基本面进行抄底或价值投资的场景；不适合无严格止损纪律的投资者。
证据摘要：1. 宏观：美伊军事冲突急剧升级，引发原油黄金暴涨及全球风险资产抛售，直接提升股市风险溢价。2. 技术：价格创天量天价后回落，MACD高位拐头，RSI自超买区快速下滑，量价背离，显示上涨动能衰竭。3. 基本面：公司资不抵债，经营现金流持续巨额流出，生存依赖融资，无法对冲宏观风险。4. 综合：报告核心结论强调“防守和等待”、“宏观压倒微观”，交易建议对潜在买入者为“绝对禁止追高”并建议持仓者获利了结。"
2,2513.HK,2026-03-03,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0303-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0303-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0303-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-03
截面日期：2026-03-02
截面价格：550.0港元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，宏观地缘政治风险（中东冲突升级）是压倒性的主导因素，导致全球风险偏好骤降，港股科技股面临系统性抛压。公司自身处于信息真空期，无基本面催化剂对冲。技术面显示价格自历史高位回落，处于高位震荡，动量衰减且波动率极高，短期结构更易受宏观负面情绪冲击而重心下移。
执行摘要：宏观风险主导市场情绪，技术面高位整固但动能减弱，在缺乏公司层面积极催化剂的背景下，未来1-2周股价更可能承受下行压力，应以防守和风险管理为主。
关键催化因素：1. 中东地缘政治局势意外快速缓和，推动全球风险偏好修复。2. 中国两会期间出台超预期的AI产业支持政策。
关键风险：1. 地缘冲突扩大与持久化，导致风险溢价持续高企。2. 公司财务结构极度脆弱（净资产为负，经营现金流大幅净流出），生存依赖融资，任何融资环境收紧信号都可能加剧股价波动。3. 技术面存在动量顶背离及高波动性下的深度回调风险。
入场方式：对于当前持仓，考虑在价格反弹至600-630港元阻力区域附近减仓；若价格直接跌破525-540港元（10日EMA及近期低点）关键支撑区域，应考虑进一步止损或撤离。
失效条件：1. 宏观地缘政治风险显著缓和，且股价放量突破并站稳650港元以上，表明下跌逻辑被破坏。2. 公司发布重大融资进展或业务订单，驱动股价独立走强。
适合的场景：适合已持仓投资者执行风险管理和减仓防守；适合风险偏好极低、注重财务稳健性的投资者观望。
不适合的场景：不适合未持仓者在此宏观不确定性高峰和公司信息真空期新建多头仓位；不适合价值投资者或无法承受极高波动和本金损失的投资者参与。
证据摘要：1. 宏观新闻明确指由中东冲突升级是“强烈负面”因素，主导短期定价。2. 技术分析指出价格高位震荡、动量衰减（MACD顶背离）、波动率处历史高位，且建议持仓者部分获利了结并以525港元为追踪止盈参考。3. 基本面分析显示公司处于“生存依赖融资”的脆弱状态，无短期改善动力。三者共同指向未来1-2周防守需求占优。"
3,2513.HK,2026-03-04,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0304-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0304-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0304-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-04
截面日期：2026-03-03
截面价格：528.0港元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面处于大涨后的高波动修正期，短期动能衰竭，关键支撑有待测试；宏观面受地缘冲突压制，构成显著系统性风险；公司层面处于信息真空期，缺乏对冲宏观风险的正面催化剂。多空因素互相抵消，价格更可能呈现区间震荡，等待宏观局势明朗或公司基本面信号。
执行摘要：技术结构显示长期趋势未坏但短期进入调整，宏观风险主导市场情绪，公司无催化。未来1-2周最合理的做法是不押方向，等待价格在关键支撑区域企稳或宏观风险消退的确认信号。
关键催化因素：1) 两会释放超预期AI产业政策，提振板块情绪；2) 地缘政治局势意外缓和，引发全球风险资产反弹；3) 公司发布重大业务进展或财务积极信号。
关键风险：1) 地缘冲突扩大化与持久化，导致港股流动性持续恶化；2) 价格放量跌破402-408港元关键支撑区域，技术结构转弱。
入场方式：当前不急于参与。若未来转多，需观察：1) 宏观风险（美伊冲突）显著缓和；且2) 价格在402-485港元关键支撑区域获得强力支撑并出现企稳反弹信号。若未来转空，触发条件为价格放量跌破402港元强支撑且无法快速收回。
失效条件：本观望建议的失效条件为上述“入场方式”中描述的转多或转空信号出现。
适合的场景：寻求低风险、等待更清晰信号再行动的投资者；在宏观不确定性高企时优先管理风险的策略。
不适合的场景：寻求短期高波动交易机会的短线交易者；坚信AI长期叙事并愿意无视短期波动的长期配置者。
证据摘要：1) 技术面：长期与中期均线向上，但价格自高点回落超27%，MACD顶背离，短期均线失守，ATR极高显示高波动修正。2) 宏观面：美伊军事冲突升级，显著压制成长股风险偏好与港股流动性。3) 基本面：公司处于信息静默期，无新催化，财务呈现巨额亏损与负现金流，高度依赖融资。"
4,2513.HK,2026-03-05,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0305-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0305-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0305-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-05
截面日期：2026-03-04
截面价格：510.0港元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周股价更可能以下行或防守为主。技术面短期趋势已破坏，价格跌破短期均线，动量衰竭，且正考验500港元关键支撑；宏观面地缘政治风险急剧升温，主导市场情绪，可能引发港股无差别抛售。公司层面处于催化真空期，无法对冲宏观与技术面的双重压力。
执行摘要：技术调整与宏观风险共振，短期下行风险占优，建议持仓者优先防守。
关键催化因素：无积极催化剂。潜在负面催化为地缘冲突升级或价格跌破关键支撑位。
关键风险：地缘政治风险导致全球避险情绪升温；股价跌破500港元后可能加速跌向482港元乃至中期均线；公司经营现金流严重为负，生存依赖融资，基本面脆弱。
入场方式：已有持仓者应考虑在反弹至578-592港元阻力区域附近减仓，或设置紧密止损于500港元下方（如495港元）。
失效条件：价格放量强势反弹并站稳于10日EMA（当前约522港元）上方，且宏观地缘政治风险出现明确且持续的缓和信号。
适合的场景：高风险偏好投资者进行波段减仓或止损；试图利用反弹降低风险暴露。
不适合的场景：基于长期看好或估值便宜的逻辑进行抄底或新增买入。
证据摘要：1. 技术面：价格跌破10日EMA，MACD与RSI动量衰减，正测试500港元关键支撑，报告结论为“技术面倾向于看跌或中性震荡”。2. 宏观面：美伊冲突升级，显著利空全球风险偏好，新闻报告结论为“短期偏空”、“宏观风险是绝对的主导因素”。3. 基本面：公司处于“依赖外部输血”状态，经营现金流严重为负，无法提供短期支撑。"
5,2513.HK,2026-03-06,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0306-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0306-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0306-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-06
截面日期：2026-03-05
截面价格：520.0港元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面呈现高位剧烈震荡、动量衰减但关键支撑未破的格局，宏观政策环境提供托底但缺乏公司特异性催化剂。多空因素互相抵消，价格更可能在关键支撑与阻力间宽幅拉锯，等待更明确的企稳或破位信号。
执行摘要：股价在经历极端上涨后进入高位消化阶段。长期趋势结构虽未破坏，但短期动能衰竭且波动率极高。宏观政策定调积极构成背景支撑，但公司自身面临资不抵债、现金流断裂等重大基本面风险且无近期催化。综合来看，未来1-2周缺乏清晰的单边驱动，最合理的做法是暂时不押方向，等待价格在关键位做出选择。
关键催化因素：1. 价格在500-510港元支撑带附近出现缩量企稳并伴随强势反弹，确认支撑有效。2. 放量突破并站稳560-575港元阻力区，带动短期均线重新走强。3. 公司层面发布超预期的订单、融资或业务进展公告，缓解基本面担忧。
关键风险：1. 日线收盘价明确跌破500港元关键支撑，可能引发技术性抛售。2. 极高的波动率（ATR）导致价格无序剧烈震荡，增大交易风险。3. 公司资不抵债及现金流依赖融资的脆弱基本面，任何融资环境风吹草动都可能冲击股价。
入场方式：当前不急于建立新仓位。若未来价格出现转多信号，可关注两种情况：一是回调至500-510港元区间出现明确的缩量止跌K线组合后轻仓尝试；二是放量突破560港元并站稳后右侧跟进。
失效条件：对于潜在的转多机会，其失效条件为：价格日线收盘跌破500港元支撑位，且无法在1-3个交易日内收回。
适合的场景：适合能承受极高波动、擅长区间交易并严守纪律的短线交易者；或作为观察样本，用于跟踪AI赛道情绪与宏观流动性传导效应。
不适合的场景：不适合寻求稳定收益的价值投资者、低风险偏好者以及基于长期基本面配置的投资者。
证据摘要：1. 技术面：价格略低于走平的10日EMA，MACD柱状线连续收缩，RSI自超买区回落至中性，显示短期动能衰减。但价格仍守在500-510港元关键支撑上方，且长期均线多头排列。2. 宏观面：高层定调“更加积极的财政政策和适度宽松的货币政策”，构成整体市场支撑，但缺乏针对公司的直接催化。3. 基本面：公司处于资不抵债状态，经营现金流持续大幅净流出，生存依赖外部融资，基本面风险极高，且近期无改善催化。"
6,2513.HK,2026-03-09,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0309-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0309-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0309-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-09
截面日期：2026-03-06
截面价格：532.0港元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，宏观地缘政治危机（中东冲突升级、油价暴涨）引发的系统性风险厌恶情绪是绝对主导因素。在缺乏任何公司层面利好对冲、且公司自身财务状况极度脆弱（资不抵债、现金流持续巨量流出）的背景下，该标的面临无差别抛售和流动性风险的压力显著高于其技术面显示的支撑力。技术上的高位震荡整固格局在宏观风暴面前极易被破坏，方向明显偏空。
执行摘要：宏观黑天鹅事件压倒一切，公司基本面无法提供支撑，技术结构在系统性抛售面前脆弱，未来1-2周防守避险为首要任务。
关键催化因素：无公司正面催化。宏观层面，若地缘冲突意外缓和、油价大幅回落，可能缓解抛压，但短期内发生概率低。
关键风险：地缘政治危机扩大化引发全球风险资产持续抛售；公司财务生存风险极高，对融资中断极度敏感；高波动环境下的流动性风险。
入场方式：已有持仓者应考虑减仓或止损撤离。不建议在此环境下建立新的多头仓位。
失效条件：宏观风险主导逻辑失效，例如中东局势出现明确且持续的缓和信号，油价大幅回落至冲突前水平，同时公司股价带量强势突破628-666港元关键阻力区。
适合的场景：极高风险偏好、擅长事件驱动和宏观对冲的交易者进行短线空头操作（但本报告未建议做空）；已持仓投资者执行风险控制。
不适合的场景：寻求基本面支撑的价值投资；基于长期成长逻辑的建仓；风险厌恶型投资者的任何参与。
证据摘要：1. 新闻面：公司信息真空，宏观面被中东军事冲突、油价暴涨至111美元等极端负面事件主导，引发全球性Risk-off交易。2. 基本面：公司资不抵债（净资产-81亿），经营现金流巨量流出（-22.46亿），完全依赖融资输血，生存风险巨大，无法对冲宏观冲击。3. 技术面：尽管长期均线仍向上，但价格自高点回撤超26%，出现MACD顶背离、高波动率放量滞涨后缩量整理，关键支撑（500-510港元）在宏观冲击下面临严峻考验。"
7,2513.HK,2026-03-10,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0310-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0310-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0310-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-10
截面日期：2026-03-09
截面价格：575.0美元
趋势判断：震荡等待确认
建议行动：保持观望
1-2周核心判断：未来1-2周方向性不足。技术面处于高位剧烈震荡后的整理阶段，多空在关键支撑与阻力区间内争夺；基本面缺乏近期公司特异性催化剂，宏观环境多空交织。现有证据不足以支持未来1-2周明显偏向上涨或下跌。
执行摘要：标的在经历史诗级上涨后进入高位宽幅震荡。长期趋势结构虽未破坏，但短期动量衰减、波动率极高，且缺乏公司层面新闻催化。宏观面利好（国内政策期）与利空（地缘风险）并存。综合来看，未来1-2周最合理的状态是区间震荡、等待方向选择，当前不宜押注方向。
关键催化因素：1. 公司层面发布重大经营进展或财报，打破信息真空。2. 价格带量强势突破625-672.5美元阻力区，确认整理结束并开启新升浪。3. 中东地缘局势显著缓和，提振全球市场风险偏好。
关键风险：1. 价格放量跌破480美元关键支撑，可能导致更深幅度回调。2. 中东冲突升级引发全球避险情绪，压制港股整体表现。3. 公司信息持续缺失，导致关注度下降和流动性折价。
入场方式：当前不急于参与。若未来价格带量突破625美元并站稳，可考虑转为偏多思路；若价格放量跌破480美元，则可能转为偏空思路。
失效条件：不适用（当前为观望状态）。
适合的场景：适合能接受高波动、善于区间波段交易且纪律严明的投资者进行短线操作；适合长期看好AI赛道但不在意短期波动的投资者作为观察仓跟踪。
不适合的场景：不适合寻求明确趋势方向、低风险偏好的投资者进行中线布局；不适合因信息缺失而感到不安的投资者重仓参与。
证据摘要：技术面显示价格在500-600美元区间宽幅震荡，关键支撑（480-510美元）与阻力（625-725美元）明确，但MACD动量衰减、ATR处于历史高位，显示方向抉择与高波动特征。基本面处于信息真空期，无公司特异性催化。宏观面“十五五”政策暖意与中东地缘风险相互抵消，对港股影响呈拉锯状态。报告核心建议为“回调参与”或“突破跟进”，而非立即方向性押注。"
8,2513.HK,2026-03-11,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0311-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0311-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0311-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-11
截面日期：2026-03-10
截面价格：649.0港元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，宏观地缘政治风险（美伊冲突升级）已成为压倒性的主导因素。在缺乏任何公司特异性利好对冲的情况下，标的面临系统性风险导致的避险情绪、资金外流及高波动性冲击，防守需求显著高于进攻机会。技术面虽显示长期趋势向上，但短期处于暴涨后的高位巨震格局，极端波动与动量衰减风险加剧，进一步强化了防守优先的判断。
执行摘要：宏观黑天鹅事件导致风险偏好急剧收缩，技术面高位巨震风险极高，两者共振下未来1-2周应以控制风险、减少暴露为首要任务。建议已有持仓者执行减仓或止损。
关键催化因素：无积极公司催化。潜在的正面变化需等待美伊冲突出现明确的外交缓和信号，或公司发布意外的重大利好公告。
关键风险：1. 美伊冲突进一步升级，引发全球市场恐慌性抛售。2. 高波动率环境下，股价可能出现非理性下跌，流动性风险增加。3. 技术性回调风险，关键支撑位（510-520港元）距离现价较远。
入场方式：不提供新买入计划。对于已有持仓，建议利用任何向阻力位（697-725港元）的反弹机会进行减仓，或直接设定止损。
失效条件：若美伊冲突在短期内出现超预期的快速缓和迹象，且股价能放量突破并站稳725港元历史前高，则看跌逻辑失效。但此情景在当前环境下概率较低。
适合的场景：适用于已持有该标的、需要执行风险控制或止损纪律的投资者。
不适合的场景：不适合试图抄底或建立新多头仓位的投资者。
证据摘要：1. 宏观新闻报告明确指出美伊军事冲突显著升级，构成“强烈负面”影响，主导市场情绪。2. 公司层面信息真空，无法对冲宏观风险。3. 技术报告确认价格处于极端波动（ATR达85港元）、暴涨后高位巨震状态，且MACD出现顶背离，动量衰减。4. 基本面报告显示公司处于巨额亏损、依赖融资的阶段，无法提供短期基本面支撑。"
9,2513.HK,2026-03-12,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0312-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0312-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0312-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-12
截面日期：2026-03-11
截面价格：609.5美元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，压倒性的地缘政治风险（美伊冲突显著升级）主导市场情绪，而公司层面缺乏任何利好催化剂进行对冲。在极高波动率（ATR处于历史高位）和基本面存在严重财务风险（资不抵债、现金流枯竭）的背景下，股价面临系统性抛售压力，防守和减仓逻辑占据绝对上风。
执行摘要：宏观黑天鹅事件导致风险偏好急剧恶化，技术面短期动能衰减、高位抛压显著，基本面无法提供支撑。未来1-2周核心任务是管理下行风险。
关键催化因素：1. 美伊冲突进一步升级或扩散的新闻；2. 全球避险情绪持续，导致外资流出港股；3. 公司层面若曝出任何负面经营信息。
关键风险：1. 地缘冲突意外快速缓和，引发超跌反弹；2. 公司发布重大利好（如超预期营收、新融资），形成个体阿尔法。
入场方式：（已有持仓视角）考虑利用任何向650-670美元阻力区域的反弹进行减仓，以锁定利润、降低风险暴露。
失效条件：1. 地缘政治局势出现明确且可信的缓和信号，且股价放量突破并站稳708-725美元历史高点区域；2. 公司发布颠覆性的重大利好（如巨额新融资、订单），驱动股价独立走强。
适合的场景：已持仓投资者进行风险管理和仓位控制；高风险偏好的短线交易者进行区间交易（高抛低吸）。
不适合的场景：任何形式的抄底或新建多头仓位；价值投资或寻求稳定回报的投资者参与。
证据摘要：1. 宏观新闻明确显示美伊冲突升级为“更主动的系统性打击”，系统性风险溢价飙升。2. 技术面显示价格自高点回落，跌破10日EMA，MACD动量收缩，且出现巨量长上影线，高位抛压显著。3. 基本面显示公司净资产为负，经营现金流严重为负，生存依赖持续融资，财务结构极度脆弱。4. 报告结论均指向避险、观望、减仓，缺乏对未来1-2周上涨的积极论述。"
10,2513.HK,2026-03-13,lite,deepseek-chat,"market,news,fundamentals",,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round03\reports\2513.HK\0421-1140-2513HK\reports\2026-0313-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0313-2513HK,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0313-2513HK\2_decision\summary.md,,0,,,"分析日期：2026-03-13
截面日期：2026-03-12
截面价格：555.5港元
趋势判断：风险主导
建议行动：建议卖出
1-2周核心判断：未来1-2周，标的面临宏观地缘政治风险急剧升温的强烈冲击，而公司层面处于信息真空状态，缺乏对冲负面情绪的积极催化剂。技术面显示短期趋势已转弱，价格跌破短期均线且动量衰减。综合来看，未来1-2周防守与下行风险已明显占优，应以控制风险为首要任务。
执行摘要：宏观风险（美伊冲突升级引发全球避险）成为主导定价的关键变量，公司新闻缺失无法提供对冲。技术面进入高位回调，短期结构转弱。未来1-2周更可能跟随市场情绪继续承压，建议已有持仓者优先考虑减仓或止损以控制风险敞口。
关键催化因素：1. 美伊冲突出现缓和或停火信号，可能引发全球市场风险偏好修复。2. 公司发布重大正面公告（如超预期业绩、重大合同或融资进展），可扭转当前完全由宏观主导的定价局面。
关键风险：1. 宏观风险传导：全球股市下跌及避险情绪导致港股流动性收紧，标的被动跟跌。2. 公司基本面未知风险：在信息真空下，市场可能臆测其业务受地缘冲突冲击（如供应链中断、成本飙升），引发恐慌抛售。3. 财务与流动性风险：公司基本面显示资不抵债、经营现金流严重为负，极度依赖融资，若融资环境受宏观冲击恶化，将加剧股价压力。
入场方式：（已有持仓视角）考虑逢反弹减仓或部分止损。可关注价格向短期阻力位610-628港元区域反弹无力时，作为减仓参考区域。
失效条件：1. 收盘价重新站稳并持续高于10日EMA（约556.7港元），且伴随成交量放大。2. 美伊冲突出现明确且快速的降温信号，全球风险资产暴力反弹，同时标的放量突破关键阻力649港元。
适合的场景：适合已有持仓、需要执行风险管理或止损纪律的投资者；适合高风险偏好投资者进行短线波段交易中的空头或对冲操作。
不适合的场景：不适合寻求基本面稳健或价值投资的投资者新建仓；不适合风险厌恶型投资者；不适合在宏观局势明朗前进行左侧抄底或博反弹的交易。
证据摘要：1. 宏观层面：美伊军事冲突升级，导致全球风险资产遭抛售，石油供应梗阻引发“滞胀”担忧，主导市场情绪。2. 公司层面：新闻真空，缺乏积极催化剂对冲宏观风险。3. 基本面：公司资不抵债，经营现金流巨额流出，财务风险极高。4. 技术面：价格跌破10日EMA，MACD高位死叉后下行，短期上涨动能衰竭，进入高位回调阶段。"
