trade_date,action,label,metric_name,metric_value_pct,note,report_path
2026-03-02,sell,good_case,ret_3d_pct,-9.5652,卖出信号后价格下跌。,backtest\output\0421-1158-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2026-03-03,hold,unclear,ret_3d_pct,-3.2727,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1158-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2026-03-04,hold,bad_case,ret_3d_pct,8.9015,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2026-03-05,sell,bad_case,ret_3d_pct,27.2549,卖出信号后价格上涨。,backtest\output\0421-1158-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2026-03-06,hold,bad_case,ret_3d_pct,17.2115,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2026-03-09,sell,bad_case,ret_3d_pct,4.4173,卖出信号后价格上涨。,backtest\output\0421-1158-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2026-03-10,hold,bad_case,ret_3d_pct,-7.8261,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2026-03-11,sell,good_case,ret_3d_pct,-6.7797,卖出信号后价格下跌。,backtest\output\0421-1158-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2026-03-12,sell,unclear,ret_3d_pct,1.9688,信号后波动幅度较小，暂不足以下结论。,backtest\output\0421-1158-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2026-03-13,sell,bad_case,ret_3d_pct,33.6634,卖出信号后价格上涨。,backtest\output\0421-1158-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
2026-03-16,hold,bad_case,ret_3d_pct,24.3396,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2026-03-17,hold,unclear,ret_3d_pct,4.2149,后续波动中等，暂不适合直接判定观望对错。,backtest\output\0421-1158-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2026-03-18,hold,bad_case,ret_3d_pct,-5.0684,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
2026-03-19,hold,bad_case,ret_3d_pct,-11.7845,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0319-2513HK\2_decision\summary.md
2026-03-20,hold,bad_case,ret_3d_pct,15.3263,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0320-2513HK\2_decision\summary.md
2026-03-23,hold,bad_case,ret_3d_pct,8.4853,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0323-2513HK\2_decision\summary.md
2026-03-24,hold,bad_case,ret_3d_pct,13.2203,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0324-2513HK\2_decision\summary.md
2026-03-25,hold,bad_case,ret_3d_pct,11.9847,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0325-2513HK\2_decision\summary.md
2026-03-26,hold,bad_case,ret_3d_pct,-8.75,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0326-2513HK\2_decision\summary.md
2026-03-27,hold,bad_case,ret_3d_pct,33.7719,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0327-2513HK\2_decision\summary.md
2026-03-30,hold,bad_case,ret_3d_pct,16.6168,观望错过了明显行情。,backtest\output\0421-1158-2513HK\reports\2026-0330-2513HK\2_decision\summary.md
2026-03-31,buy_on_pullback,good_case,ret_3d_pct,6.2031,买入信号后价格上涨。,backtest\output\0421-1158-2513HK\reports\2026-0331-2513HK\2_decision\summary.md
2026-04-01,buy_on_pullback,good_case,ret_3d_pct,12.3288,买入信号后价格上涨。,backtest\output\0421-1158-2513HK\reports\2026-0401-2513HK\2_decision\summary.md
2026-04-02,buy_on_pullback,unclear,,,回测窗口内缺少足够的后续 K 线。,backtest\output\0421-1158-2513HK\reports\2026-0402-2513HK\2_decision\summary.md
