ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AAOI,2026-03-02,hold,84.23,84.23美元,当前保持观望，不建立新仓位。未来若转向偏多，需观察价格是否回调至关键技术支撑区（如65美元附近的10日EMA或53-56美元缺口平台）并出现企稳信号（如成交量收缩、RSI从超买区回落）。未来若转向偏空，触发条件为价格放量跌破关键支撑平台下沿。,53.0,56.0,53.0,"['（此信号为“保持观望”，故不设具体交易失效条件。信号本身将在以下情况发生变化）：', '1.  **转多条件**：价格在回调至65美元或53-56美元支撑区后显著缩量企稳，并伴随RSI回落至中性区域，随后再度放量上行。', '2.  **转空条件**：价格放量跌破53美元附近的缺口及前期平台支撑，且反弹无力，表明上涨动能衰竭。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0302-AAOI\2_decision\summary.md
AAOI,2026-03-03,buy_on_pullback,102.51,102.51美元,回调至56.27-70.88美元区间（前期平台与10日EMA区域）企稳后分批买入。优先关注70美元（10日EMA）附近支撑反应。,56.27,70.88,44.18,"['- 价格放量跌破44.18美元（50日SMA）并无法快速收回。', '- 下一份财报（Q1）收入增长显著不及指引或现金流恶化加剧。', '12. 适合的场景**', '- 高风险偏好投资者，能承受高波动。', '- 相信公司产能扩张故事且愿意等待回调布局的交易者。', '- 作为基于业绩验证的交易性机会，而非长期配置核心持仓。', '13. 不适合的场景**', '- 低风险偏好或追求稳定现金流的投资者。', '- 无法接受短期大幅回撤（潜在回调幅度可能达30%+）。', '- 希望立即建仓并持有不动者。', '14. 证据摘要**', '- **技术面**：短中长期均线多头排列，MACD动能强劲，趋势结构完好；但RSI严重超买，波动率极端，显示短期需整固。', '- **基本面**：收入同比+83%，Q1指引强劲，800G产能规划明确，叙事重估；但现金流严重为负，盈利未兑现。', '- **新闻面**：财报与分析师上调目标价主导情绪，宏观地缘风险为背景噪音但未压倒公司特定利好。', '- **综合**：未来1-2周上涨逻辑仍在，但最佳参与方式是等待回调，而非追高。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0303-AAOI\2_decision\summary.md
AAOI,2026-03-04,buy_on_pullback,95.34,95.34美元,等待价格回调至关键支撑区域企稳后参与：,,,65.57,"['1.  价格放量跌破65.57美元（2月27日跳空缺口下沿）且当日无法收回。', '2.  50日SMA（当前45.59美元）被收盘跌破并确认失守。', '适合的场景**', '- 能承受高波动、愿意等待回调后低风险入场点的趋势交易者。', '- 相信公司营收高增长叙事且持仓周期1-3个月的成长型投资者。', '不适合的场景**', '- 风险厌恶、无法接受短期大幅回撤的投资者。', '- 追求立即突破、厌恶等待的短线追涨交易者。', '- 要求盈利稳定性和正向现金流的价值投资者。', '证据摘要**', '1.  **技术结构**：所有关键均线多头排列向上，跳空缺口未回补，趋势结构完好；但RSI顶背离、价格远离均线、放量回调预示短期整固需求。', '2.  **基本面/新闻**：Q4营收同比+82.7%，毛利率提升，Q1指引乐观；分析师大幅上调目标价，800G产能扩张计划明确，增长叙事强劲。', '3.  **宏观/市场**：地缘风险存在但未压倒公司特定利好，AAOI近期逆势上涨表明基本面主导定价。', '4.  **整体基调**：报告核心建议是“避免追高，等待回调至支撑位后再参与”，本质仍是顺势而为，而非方向不清或转向防守。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0304-AAOI\2_decision\summary.md
AAOI,2026-03-05,sell,99.71,99.71美元,（基于已有持仓视角）逢高减仓，将大部分仓位获利了结。剩余仓位将止损位紧急上移至关键支撑92.22美元下方，或设置跟踪止盈（例如以10日EMA 80.67美元为参考）。,,,92.0,"['1.  价格在未来1-2周内不仅未回调，反而持续放量强势突破并站稳110美元阻力位上方，表明极端强势延续，短期风险判断失效。', '2.  价格在92-110美元区间以时间换空间强势整理，且RSI有效修复至70以下健康区域，同时未跌破92美元关键平台。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0305-AAOI\2_decision\summary.md
AAOI,2026-03-06,buy_on_pullback,101.14,101.14美元,等待回调至关键支撑区域分批参与。重点关注两个区域：1) 92.00-93.80美元（近期震荡区间下沿）；2) 83.00-85.00美元（10日EMA与巨量阳线起点重合区域）。在上述区域出现企稳迹象时考虑介入。,92.0,93.8,83.0,['日线收盘价有效跌破83.00美元（跌破关键动态支撑及突破结构），则短期强势格局可能破坏，需止损观望。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0306-AAOI\2_decision\summary.md
AAOI,2026-03-09,sell,95.58,95.58美元,以现有持仓视角，建议分批止盈或设置紧密跟踪止损，例如将止损位设置在近期关键支撑88.34美元（10日EMA）下方。,,,,['若股价在未来1-2周内强势整理后，不仅守住88.34美元支撑，并能放量突破前高114.63美元，则短期下跌风险解除，趋势可能重新转强。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0309-AAOI\2_decision\summary.md
AAOI,2026-03-10,buy_on_pullback,110.62,110.62美元,回调至84.00-95.00美元支撑区间（重点关注84.23美元突破位及10日EMA动态支撑）企稳后分批参与。绝对避免在110美元上方追高。,84.0,95.0,84.0,['日线收盘价有效跌破84.00美元关键支撑位（2月27日巨量突破收盘价），则上涨趋势结构可能破坏，多头逻辑失效。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0310-AAOI\2_decision\summary.md
AAOI,2026-03-11,buy_on_pullback,120.49,120.49美元,回调至95.00-100.00美元支撑区域（包含10日EMA及前期密集成交区）出现企稳信号（如缩量、分时图企稳）后分批轻仓介入。若价格在110.00-112.00美元区域强势整理后再度放量上攻，也可视为二次入场信号。,95.0,100.0,95.0,"['1. 价格放量跌破95.00美元关键支撑区，且3个交易日内无法收回。', '2. 10日EMA拐头向下并与价格形成压制。', '适合的场景**', '- 能承受高波动、愿意等待回调后入场的中高风险偏好投资者。', '- 相信公司订单驱动的基本面改善故事，并关注后续执行进展的交易者。', '不适合的场景**', '- 风险厌恶型或追求稳定现金流的投资者。', '- 无法严格执行止损和仓位管理的短线交易者。', '- 期望立即追涨并持有数日的激进追高策略。', '证据摘要**', '1. **技术趋势完好**：各周期均线多头排列，价格突破历史高点后上方无阻力。', '2. **基本面突破**：重大订单落地直接驱动未来营收增长预期，营收已现爆发式增长。', '3. **短期状态**：RSI极端超买、波动率飙升显示回调压力大，但报告核心建议是“等待回调参与”，而非转向防守或离场，表明上涨逻辑未破坏。', '4. **整体叙事**：报告结论强调“趋势力量毋庸置疑”，操作上以“等待更安全的回调买点”为主，符合“趋势延续但需择机”的信号特征。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0311-AAOI\2_decision\summary.md
AAOI,2026-03-12,buy_on_pullback,127.01,127.01美元,耐心等待价格回调至关键支撑区域分批参与。第一参与区间：**110-112美元**（近期突破位支撑）。第二参与区间：**95-99美元**（强支撑与缺口区域）。需观察在支撑位出现企稳信号（如缩量、下影线、分时逆转）后介入。,110.0,112.0,101.25,['1. 价格收盘于**95美元**（强支撑区下沿）以下；2. 10日指数移动平均线（EMA，当前101.25美元）被有效跌破且拐头向下。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0312-AAOI\2_decision\summary.md
AAOI,2026-03-13,hold,106.19,106.19美元,当前不急于建立新仓位。若未来价格能**有效企稳于80-95美元核心支撑区域**并出现缩量、止跌信号，可考虑将信号转为“择机买入”。若价格**放量突破并站稳120.50-127.00美元阻力区**，则可能意味着调整结束、趋势重启，也可转为偏多信号。,80.0,95.0,80.0,"['1.  （转多条件失效）价格未能企稳于95美元上方，并继续放量跌破80美元区域。', '2.  （转空条件触发）价格有效跌破50日移动平均线（当前约55.51美元），可能意味着中期趋势转弱。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\AAOI\0422-2215-AAOI\reports\2026-0313-AAOI\2_decision\summary.md
