ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
AAOI,2026-03-02,hold,skipped,,,,,action_hold,,,84.23,当前不急于参与。若未来价格能有效回调至53-65美元关键支撑区域（对应缺口上沿及短期均线）并出现企稳迹象，可重新评估做多机会。若价格放量突破84.31美元前高并站稳，则表明强势延续，但追高风险依然很大。,53.0,65.0,42.82,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0302-AAOI\2_decision\summary.md
AAOI,2026-03-03,hold,skipped,,,,,action_hold,,,102.51,当前保持观望。若未来价格能回调至56-70美元强支撑区域（前期平台与10日EMA），并出现企稳、波动率收敛、RSI回落至中性区域等信号，可考虑分批布局。或等待价格放量突破110美元前高并站稳，作为趋势再加速的信号。,56.0,70.0,44.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0303-AAOI\2_decision\summary.md
AAOI,2026-03-04,buy_on_pullback,expired,,,,,entry_not_triggered,,,95.34,等待价格回调至关键支撑区域企稳后参与。重点关注两个区间：1. 回踩10日EMA（76.1美元附近）并出现企稳信号。2. 更深度的回调至中期平台支撑56.3-58.1美元区域。,56.3,58.1,65.57,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0304-AAOI\2_decision\summary.md
AAOI,2026-03-05,hold,skipped,,,,,action_hold,,,99.71,当前不急于参与。若未来价格能放量突破并站稳110美元关键阻力，可考虑趋势延续的跟进机会；或等待价格深度回调至80-85美元（10日EMA）或65-70美元（突破启动点）区域，并出现成交量萎缩、指标修复等企稳信号后，再评估做多机会。,80.0,85.0,65.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0305-AAOI\2_decision\summary.md
AAOI,2026-03-06,buy_on_pullback,triggered,2026-03-09,93.8,2026-03-30,83.0,stop_loss,21.0,-11.5139,101.14,等待价格回调至关键支撑区域分批参与。重点关注两个区间：1. 92.00-93.80美元（近期震荡区间下沿）；2. 83.00-85.00美元（10日EMA与突破缺口支撑）。,92.0,93.8,83.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0306-AAOI\2_decision\summary.md
AAOI,2026-03-09,hold,skipped,,,,,action_hold,,,95.58,当前不急于参与。若未来股价能回调至80-85美元支撑区域并伴随波动率下降、成交量萎缩企稳，可重新评估做多机会。若放量突破前高114.63美元，则趋势可能重新加速，但突破前仍需观望。,80.0,85.0,80.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0309-AAOI\2_decision\summary.md
AAOI,2026-03-10,buy_on_pullback,triggered,2026-03-13,95.0,2026-03-30,84.0,stop_loss,17.0,-11.5789,110.62,等待价格回调至84.00-95.00美元支撑区间（重点关注84.23美元突破位及94.18美元10日EMA附近），出现缩量企稳信号后分批参与。,84.0,95.0,84.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0310-AAOI\2_decision\summary.md
AAOI,2026-03-11,buy_on_pullback,triggered,2026-03-12,112.0,2026-03-13,95.0,stop_loss,1.0,-15.1786,120.49,等待回调至关键支撑区域企稳后参与。重点关注两个区域：1. 强势整理区间110.00-112.00美元附近出现企稳信号。2. 更深回调至95.00-100.00美元强支撑区域（包含10日EMA及前期密集成交区），并观察是否出现缩量及指标修复（如RSI回落）。,110.0,112.0,95.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0311-AAOI\2_decision\summary.md
AAOI,2026-03-12,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,127.01,等待价格回调至关键支撑区域分批参与。第一档：110-112美元区间（近期突破位）。第二档：95-99美元区间（强支撑与缺口区域）。入场需配合价格在支撑位企稳的信号。,110.0,112.0,95.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0312-AAOI\2_decision\summary.md
AAOI,2026-03-13,hold,skipped,,,,,action_hold,,,106.19,当前不急于建立新仓位。若未来价格能有效回调至80.00-95.00美元关键支撑区域并出现企稳信号，可重新评估做多机会。若价格放量突破128.96美元前高，则表明融资利空被完全消化，趋势可能重新加速。,80.0,95.0,55.51,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\AAOI\0423-1100-AAOI\reports\2026-0313-AAOI\2_decision\summary.md
