ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
2513.HK,2026-03-02,sell,skipped,,,,,action_sell_no_position,,,575.0,对于已有持仓，建议利用向短期阻力区的反弹（如670-700港元）进行减仓或部分获利了结。,670.0,700.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,sell,skipped,,,,,action_sell_no_position,,,550.0,已有持仓者考虑在价格反弹至600-630港元阻力区域附近减仓，或现价附近开始分批减仓以控制风险敞口。,600.0,630.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,skipped,,,,,action_hold,,,528.0,当前不急于参与。若未来价格在关键支撑区（如402-430港元或460-485港元）出现企稳反弹信号，且宏观风险缓和，可考虑转为“择机买入”。若价格放量突破并站稳560-580港元阻力区，且伴随成交量放大，可考虑转为“趋势延续”信号。,402.0,430.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,skipped,,,,,action_sell_no_position,,,510.0,对于已有持仓，建议利用向578-592港元阻力区域的任何反弹机会进行减仓。,578.0,592.0,500.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,skipped,,,,,action_hold,,,520.0,当前不急于参与。若未来价格在500-510港元支撑带出现明显缩量企稳信号（如阳线反弹），可考虑转为偏多。若价格放量突破并站稳560港元，也可视为转多信号。,500.0,510.0,560.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,skipped,,,,,action_sell_no_position,,,532.0,不提供新买入计划。对于已有持仓，建议利用任何向阻力位（如580-600港元）的反弹进行减仓，或设定严格止损。,580.0,600.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,hold,skipped,,,,,action_hold,,,575.0,当前不急于参与。若未来价格带量突破625美元阻力，可考虑右侧跟进；或等待回调至500-510美元支撑区间并出现企稳信号后再评估多头机会。,500.0,510.0,480.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,skipped,,,,,action_sell_no_position,,,649.0,已有持仓者应考虑减仓或止损以控制风险暴露。可考虑在价格反弹至近期阻力位（如697-725港元）附近时减仓，或设定价格跌破关键支撑位（如510港元）作为止损触发条件。,697.0,725.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,sell,skipped,,,,,action_sell_no_position,,,609.5,对于已有持仓者，应利用任何向阻力位（650-670美元）的反弹进行减仓，降低风险暴露。,650.0,670.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,skipped,,,,,action_sell_no_position,,,555.5,对于已有持仓，建议利用任何向技术阻力位（610-628港元）的反弹进行减仓，以控制风险敞口。空仓者不应开立新多头仓位。,610.0,628.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
2513.HK,2026-03-16,hold,skipped,,,,,action_hold,,,530.0,当前不建立新仓位。若未来价格放量突破并站稳582-600阻力区上方，可考虑趋势转强信号。若价格回调至500-510支撑区并出现明确企稳信号（如单针探底后阳线收复），可评估偏多机会。,582.0,600.0,500.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2513.HK,2026-03-17,hold,skipped,,,,,action_hold,,,605.0,当前不急于参与。若未来价格放量突破725港元，可考虑趋势跟随；若价格回调至560-575港元区间并出现企稳信号，可评估做多机会。反之，若价格跌破560港元，则可能转向防守。,560.0,575.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2513.HK,2026-03-18,hold,skipped,,,,,action_hold,,,621.5,当前不急于建立新仓位。若未来价格能带量突破708美元阻力，可考虑趋势跟随；或若价格回调至550-560美元强支撑区域并出现企稳信号，可评估宏观环境后考虑分批介入。,550.0,560.0,550.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round20\reports\2513.HK\0423-0132-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
