ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-02,sell,575.0,575.0港元,（基于已有持仓视角）考虑利用任何向阻力区（如670-700港元）的反弹进行减仓或获利了结，以降低风险敞口。,670.0,700.0,,"['1.  价格在未来1-2周内不仅未下跌，反而强势放量突破并站稳725港元历史高点，表明上涨趋势以超预期方式延续。', '2.  美伊冲突在数日内迅速平息，且公司同时宣布超预期的重大利好（如巨额新融资或重磅订单），推动市场情绪V型反转。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,sell,550.0,550.0港元,【已有持仓视角】考虑在**550港元附近（当前价）至600港元阻力区域**分批减仓或了结部分获利头寸，以降低风险敞口。,,,,"['1.  宏观地缘政治局势出现明确、快速的缓和信号，且全球市场风险偏好显著回升。', '2.  股价不仅未下跌，反而放量强势突破并站稳**630-650港元**核心阻力区，使短期下跌逻辑失效。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,sell,528.0,528.0港元,（基于已有持仓视角）考虑反弹减仓或止损离场。可参考在价格反弹至10日EMA（约522港元）附近或560-580港元阻力区域时，执行部分减仓以锁定利润/降低风险。,560.0,580.0,560.0,"['1.  宏观风险迅速消退（如地缘冲突显著缓和），且股价放量强势收复并站稳560-580港元阻力区。', '2.  公司突发重大正面业务公告，驱动价格逆转当前技术弱势。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,510.0,510.0港元,（已有持仓视角）考虑在价格反弹至578-592港元阻力区域附近减仓；或设置止损于495港元下方（即跌破500港元支撑后执行止损）。,578.0,592.0,,"['1. 价格放量强势回升并站稳10日EMA（当前约522港元）上方，且MACD重新金叉。', '2. 宏观地缘风险出现明确、持续的缓和信号，带动市场风险偏好显著修复。', '适合的场景**', '1. 已持有仓位、需要执行风险管理的投资者。', '2. 认为宏观风险将持续压制市场、股价将测试更低支撑的防守型策略。', '不适合的场景**', '1. 试图抄底或博取短期反弹的多头交易。', '2. 基于长期AI叙事而忽略短期财务与市场风险的买入持有策略。', '证据摘要**', '1. **技术结构转弱**：价格跌破10日EMA，反弹高点逐步降低，MACD与RSI显示上涨动能衰竭。', '2. **关键支撑面临考验**：500港元为近期震荡下沿，若失守调整将加深。', '3. **宏观风险主导**：美伊军事冲突升级，显著提升避险情绪，压制港股及科技股估值。', '4. **公司催化真空**：无基本面积极新闻，且财务呈现“现金流严重为负、依赖融资”的高风险状态。', '5. **报告建议一致**：技术报告明确建议持仓者“减仓或设置紧密止损”，新闻报告结论为“短期偏空”、“防御和观察为主”。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,520.0,520.0港元,当前不急于参与。若未来转多，需观察价格在500-510港元支撑区出现缩量企稳并伴随阳线反弹，或放量突破并站稳560港元上方。若未来转空，则关注500港元支撑被放量跌破后的反弹乏力信号。,500.0,510.0,1.0,"['1. 多头失效条件：价格日线收盘价跌破500港元支撑位且无法在1-3个交易日内收回。', '2. 空头失效条件：价格放量突破并站稳560港元上方，且MACD柱状线重新向上扩张。', '适合的场景**', '1. 擅长区间交易、能严守纪律的短线交易者，在500-560港元区间进行高抛低吸。', '2. 作为宏观beta交易的一部分，小仓位博弈政策利好带来的市场整体反弹。', '3. 高风险偏好投资者将其作为AI行业情绪的交易工具，但需严格控制仓位。', '不适合的场景**', '1. 价值投资者、低风险偏好者或寻求稳定现金流的投资者。', '2. 期望基于清晰基本面改善或趋势延续进行中线布局的投资者。', '3. 无法承受日内大幅波动或无法执行严格止损的交易者。', '证据摘要**', '1. **技术面**：长期与中期均线多头排列，但价格略低于10日EMA，MACD连续下降，RSI自超买区回落，显示短期动能衰减。关键支撑500-510港元未破，但阻力560-575港元压制明显，布林带极度扩张，ATR处于历史高位，表明市场处于高波动整理状态。', '2. **宏观/新闻面**：宏观政策定调积极（“更加积极的财政政策和适度宽松的货币政策”），提供流动性改善预期，但无公司特异性催化剂，股价驱动依赖大盘beta。', '3. **基本面**：公司处于资不抵债状态（净资产-81.1亿），经营现金流大幅净流出，完全依赖融资输血，财务风险极高，短期内无法支持估值修复。', '综合而言，技术整理、宏观托底与基本面风险相互制衡，未来1-2周缺乏明确的单向驱动。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,532.0,532.0港元,（基于已有持仓视角）考虑在当前价位（约532港元）附近减仓，或设定止损于关键支撑位下方以保护利润/控制亏损。,,,,['1) 地缘政治局势迅速缓和，油价回落至100美元以下，全球风险偏好修复；2) 价格放量强势突破628-666港元阻力区，并站稳。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,hold,575.0,575.0美元,当前不急于建立新仓位。若未来价格**带量有效突破625美元**，可考虑右侧跟进；或若价格**回调至500-510美元支撑区间并出现企稳信号**，可考虑轻仓试多。在此之前，建议观望。,500.0,510.0,480.0,"['1.  价格放量跌破480美元支撑位，且无法快速收回。', '2.  价格在500-600美元区间内持续无量震荡超过2周，未能形成有效突破。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,649.0,649.0港元,（以已有持仓视角）考虑减仓或止损。可参考以下位置分批减仓：1）反弹至近期阻力697-725港元区域乏力时；2）股价跌破短期关键支撑564港元（10日EMA）时；3）直接跌破510-520港元平台下沿时。,697.0,725.0,1.0,"['1. 股价放量突破并站稳725港元前高，且宏观冲突出现明确缓和信号。', '2. 公司发布远超预期的重大利好公告（如巨额订单、技术突破），驱动股价独立走强。', '12. 适合的场景**', '- 已有持仓且需要执行风险控制、保护前期利润的投资者。', '- 认为宏观风险将持续恶化、市场将进入避险模式的交易者。', '13. 不适合的场景**', '- 试图“抄底”或博取反弹的短线交易者（当前风险收益比极差）。', '- 基于长期信仰而忽略短期巨大下行风险的投资者。', '14. 证据摘要**', '- **技术面**：价格相对长期均线偏离超80%，MACD顶背离后动量衰减，布林带极度扩张，ATR高达85港元，显示极端波动与回调压力。', '- **宏观面**：美伊军事冲突升级主导市场情绪，推高全球风险溢价，导致资金撤离风险资产，港股承压。', '- **基本面**：公司处于巨额亏损、依赖融资阶段，近一周无任何公司新闻，无法对冲宏观风险。', '- **整体判断**：技术回调压力、宏观负面冲击与基本面脆弱性叠加，未来1-2周防守需求压倒一切。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,sell,609.5,609.5 美元,（已有持仓视角）考虑在价格反弹至650-670美元阻力区域减仓；若价格直接下跌，则以下破560美元支撑作为止损触发条件。,650.0,670.0,562.6,"['1. 价格放量突破并站稳708-725美元历史高点区域。', '2. 美伊冲突出现明确、可信的降级或停火协议，且股价收复10日EMA（约562.6美元）并维持其上。', '适合的场景**', '1. 已持仓且风险承受能力较低的投资者执行防守减仓。', '2. 寻求对冲宏观风险或降低整体组合波动的配置者。', '不适合的场景**', '1. 试图抄底或博取反弹的短线交易。', '2. 基于长期基本面价值投资（公司财务风险极高）。', '证据摘要**', '1. **技术面**：价格自708.0高点回落并跌破10日EMA；MACD柱状线连续收缩；3月10日巨量长上影显示高位抛压；ATR处于历史高位，波动风险大。', '2. **宏观/新闻**：美伊冲突升级，伊朗宣布“更主动系统性打击”，全球风险溢价飙升；公司层面无利好新闻对冲。', '3. **基本面**：公司资不抵债（股东权益-81.08亿元），经营现金流大幅净流出，生存依赖持续融资，财务结构极度脆弱。', '4. **整体叙事**：报告核心建议转为“避险与观望”，强调“切忌追高”并提示“减仓”“严格止损”。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,555.5,555.5港元,（基于已有持仓视角）考虑减仓或止损。反弹无法站稳610-628港元阻力区可作为减仓参考；若价格放量跌破545港元短期支撑，应考虑进一步降低风险敞口。,610.0,628.0,610.0,"['1. 宏观风险迅速缓和：美伊冲突出现明确降温信号，且全球市场风险偏好显著修复。', '2. 技术面强势逆转：价格放量强势回升并站稳610-628港元阻力区之上，且MACD等动量指标重新转强。', '适合的场景**', '1. 高风险偏好投资者进行波段交易中的风险规避操作。', '2. 已有持仓者执行止损或利润保护。', '3. 宏观事件驱动型交易者等待风险释放后的潜在反弹机会（当前并非参与时机）。', '不适合的场景**', '1. 试图“抄底”或逆势做多。', '2. 基于长期AI赛道信仰而忽视短期极端宏观风险的长期持有行为。', '3. 寻求财务稳健或稳定现金流的投资。', '证据摘要**', '1. **技术结构转弱**：价格跌破10日EMA（556.7港元），MACD高位死叉后下行，RSI自超买区回落，显示短期上涨动能衰竭，进入回调。', '2. **宏观风险主导**：美伊军事冲突升级导致全球风险资产遭抛售，石油供应梗阻引发“滞胀”担忧，港股作为高度开放市场将直接承受流动性外流压力。', '3. **公司层面真空**：无任何正面新闻或数据发布，缺乏对冲宏观风险的催化剂，股价易受大盘波动主导。', '4. **基本面脆弱**：公司处于资不抵债、巨额经营现金流失血状态，极端宏观环境可能加剧其融资环境担忧，放大下行风险。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round10\reports\2513.HK\0422-2215-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
