ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
MU,2026-03-02,hold,震荡等待确认,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,412.37,412.37美元,当前不急于建立新仓位。未来若转向偏多，需观察：1. 地缘政治紧张局势出现明确缓和信号；2. 股价放量突破430-436美元阻力区并站稳；3. 或等待3月18日业务更新后，基本面确认强劲且市场反应积极。,430.0,436.0,400.0,['1. 若股价放量跌破400-405美元关键支撑区，可能加深回调，观望立场维持。2. 若地缘风险急剧恶化导致市场系统性下跌，则观望立场可能转向防御。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0302-MU\2_decision\summary.md
MU,2026-03-03,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,412.67,412.67美元,当前不急于参与。若未来地缘风险显著缓和（如油价稳定、冲突降级），且股价在关键支撑区（如368-373美元或397-401美元）出现企稳回升信号，可考虑转为择机买入。若股价放量突破430-436美元阻力区，且MACD重新金叉，则表明调整可能结束，趋势有望延续。,368.0,373.0,363.0,['1. 对于潜在多头：日线收盘价有效跌破363美元（前期重要底部），意味着中期上升趋势可能逆转，看多逻辑失效。2. 对于当前观望立场：若宏观风险持续恶化，股价跌破关键支撑后无反抽，则信号可能转向风险主导。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0303-MU\2_decision\summary.md
MU,2026-03-04,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,379.68,379.68美元,当前不急于建立新仓位。若未来价格放量突破并站稳410-415美元阻力区，可考虑趋势转强信号。若价格回调至350-355美元区域并出现日线级别企稳组合（如锤头线、晨星），可考虑分批布局。,410.0,415.0,350.0,['对于潜在多头策略，失效条件是收盘价有效跌破350美元（50日均线下方关键支撑），意味着中期结构转弱。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0304-MU\2_decision\summary.md
MU,2026-03-05,hold,震荡等待确认,公司催化趋势型,多因素混合主导,边际走弱,风险与机会拉锯,400.77,400.77美元,当前不急于开仓。若未来价格在373-379美元关键支撑区域出现企稳信号（如缩量、长下影线、RSI底背离），可考虑转为“择机买入”。若价格放量强势突破并站稳410-412美元阻力区，可考虑转为“确信买入”。,373.0,379.0,373.0,['对于潜在多头头寸，失效条件是收盘价有效跌破373美元（如连续两日收于其下或单日放量长阴跌破），这意味着中期上升结构破坏，应放弃买入计划。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0305-MU\2_decision\summary.md
MU,2026-03-06,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,397.05,397.05美元,等待价格回调至370-385美元区间出现企稳信号（如缩量、RSI底背离、看涨K线组合）后分批参与。,370.0,385.0,363.9,['日线收盘价有效跌破363.90美元（2月低点），将破坏近期上升结构，需止损观望。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0306-MU\2_decision\summary.md
MU,2026-03-09,hold,震荡等待确认,公司催化趋势型,多因素混合主导,边际走弱,风险与机会拉锯,370.3,370.30美元,当前不急于建立新仓位。若未来价格放量突破415-420美元阻力区，可能意味着短期调整结束、趋势重启，可考虑转向偏多。若价格在370-378美元支撑区有效企稳并伴随积极财报，也可作为转多信号。,415.0,420.0,360.0,['1. 若价格周线收盘有效跌破360美元（前期平台及更深支撑），则中期上升趋势可能破坏，观望结论失效并转向看跌。2. 若放量突破415-420美元且财报强劲，则观望结论失效并可能转向看涨。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0309-MU\2_decision\summary.md
MU,2026-03-10,hold,震荡等待确认,公司催化趋势型,公司催化主导,边际走弱,风险与机会拉锯,389.32,389.32美元,当前不急于建立新仓位。若未来财报后指引超预期且价格强势突破420-425阻力区，可考虑转向做多。若价格有效跌破370支撑且财报不及预期，则可能转向防守。,420.0,425.0,357.0,['1) 转多条件：日线收盘价站稳420美元上方且成交量放大，表明调整结束并开启新升势。2) 转空条件：日线收盘价有效跌破357美元（近期闪崩低点），表明上涨结构破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0310-MU\2_decision\summary.md
MU,2026-03-11,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,边际走弱,风险与机会拉锯,403.11,403.11美元,耐心等待价格回调至380-390美元区间时分批买入。,380.0,390.0,367.0,['收盘价有效跌破367美元（近期闪跌低点附近），意味着中期上升结构可能破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0311-MU\2_decision\summary.md
MU,2026-03-12,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,418.69,418.69美元,等待价格回调至关键支撑区间（400-390美元，或385美元50日SMA附近）企稳后分批介入。,390.0,400.0,370.3,['收盘价有效跌破370.30美元（近期强支撑），或50日SMA（当前约385.20美元）确认拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0312-MU\2_decision\summary.md
MU,2026-03-13,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,405.35,405.35美元,等待回调至387.00-397.00美元区间（50日SMA附近）企稳后参与，或等待价格放量突破418.70-420.00美元阻力区后跟进。,387.0,397.0,377.0,['收盘价有效跌破377.00美元（布林带下轨及近期低点支撑），将意味着中期调整加剧，上升结构可能被破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round21\reports\MU\0423-1100-MU\reports\2026-0313-MU\2_decision\summary.md
