ticker,trade_date,action,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
2513.HK,2026-03-02,sell,575.0,575.0港元,（以已有持仓视角）*,,,1.0,"['（即“建议卖出”信号失效，转为中性或看涨的条件）*', '1. **宏观风险显著缓和**：美伊冲突出现明确的外交解决信号，全球风险资产（尤其是港股科技板块）持续反弹，且油价与波动率指数(VIX)大幅回落。', '2. **技术面强势逆转**：价格放量强势突破并站稳725港元历史高点，且MACD重新金叉向上。', '（注：未来1-2周内上述条件发生的概率极低。）*', '12. 适合的场景**', '1. 已持有该标的、需要执行风险管理的投资者。', '2. 认同宏观风险已主导短期走势、需要降低投资组合整体贝塔（波动）的投资者。', '3. 寻求利用高波动进行对冲或做空操作的激进交易者（需注意极高风险）。', '13. 不适合的场景**', '1. 试图基于公司长期基本面进行“抄底”的投资者。', '2. 风险承受能力极低、无法接受股价可能大幅向下波动的投资者。', '3. 希望在未来1-2周内进行波段做多操作的交易者。', '14. 证据摘要**', '1. **技术结构转弱**：天量天价（725港元）后量价背离，MACD高位拐头，RSI自超买区快速回落至63，短期均线走平，价格正测试关键支撑。', '2. **宏观风险主导**：美伊军事冲突升级构成“黑天鹅”事件，引发全球避险模式，直接利空港股科技等高贝塔成长股。', '3. **基本面无支撑**：公司处于新闻静默期，且财报显示资不抵债、经营现金流持续巨额流出，生存依赖融资，无法在当前环境下提供任何积极缓冲。', '4. **报告结论一致**：技术报告核心建议为“防守和等待”，新闻报告结论为“宏观压倒微观，显著偏空”，基本面报告指出“财务破产风险”且“更像交易工具，建议回避”。三者均指向防守与风险规避。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,sell,550.0,550.0港元,（已有持仓视角）考虑在价格反弹至**600-630港元**阻力区域附近部分减仓，降低风险敞口。剩余仓位可将**525港元**（10日EMA）作为追踪止盈参考，若收盘价有效跌破该位置，应考虑进一步减仓或离场。,600.0,630.0,,"['1. 宏观地缘政治局势迅速显著缓和，全球风险偏好快速修复，且股价放量突破并站稳**630-650港元**阻力区。', '2. 公司在此期间意外发布重大正面业务进展或融资利好，完全扭转当前避险逻辑。', '12. 适合的场景**', '- 已持仓投资者执行风险管理和仓位调整。', '- 投资者认为宏观风险将持续，且愿意规避系统性下行风险。', '- 短线交易者寻求在反弹阻力位附近进行对冲或减仓。', '13. 不适合的场景**', '- 试图基于公司长期AI叙事进行左侧抄底或新建仓。', '- 认为宏观风险是短期噪音且即将快速消散的激进多头。', '- 无法接受股价因宏观波动继续大幅回调的投资者。', '14. 证据摘要**', '1. **技术面**：价格自历史高位725港元回落，MACD顶背离，RSI自超买区回落，ATR处于历史高位显示极端波动，短期关键支撑525港元面临测试。', '2. **宏观面**：美伊军事冲突升级，主导全球市场进入避险模式，对港股科技股构成系统性估值压缩压力。', '3. **基本面**：公司处于信息真空期，无近期催化剂；财务结构脆弱（净资产为负、现金流为负），在风险厌恶环境中缺乏防御性。', '4. **报告倾向**：技术报告建议持仓者部分获利了结并以均线止盈；新闻报告结论为“中性偏空”，强调宏观风险主导；基本面报告指出财务存在生存风险，不建议新建仓。三者均指向防守。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,528.0,528.0港元,当前不急于建立新仓位。若未来价格能**放量突破并站稳560-580港元阻力区**，且宏观情绪同步改善，可视为短期转强信号。或等待价格**回调至402-430港元强支撑区域并出现企稳反弹信号**后，再评估做多机会。,560.0,580.0,,"['1.  价格**放量跌破402港元强支撑区域**且无法快速收回，则看涨结构受到严重挑战。', '2.  美伊冲突急剧恶化，导致全球风险资产出现系统性抛售，无视任何技术支撑。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,510.0,510.0港元,（已有持仓视角）在反弹至578-592港元阻力区域附近减仓；或设置紧密止损于495港元下方（即跌破500港元支撑后离场）。,578.0,592.0,,"['1. 价格放量强势收复并站稳10日EMA（当前约522港元）上方，且MACD重新金叉。', '2. 宏观地缘风险出现明确缓和信号（如冲突方达成停火协议），同时股价守住500港元并反弹突破短期下降趋势线。', '适合的场景**', '- 已持有仓位、需要执行风险管理的投资者。', '- 高风险偏好投资者进行短线波段做空（需配合严格止损）。', '- 作为投资组合中降低整体风险暴露的调仓操作。', '不适合的场景**', '- 无持仓者试图在此位置“抄底”或新建多头仓位。', '- 长期持有型投资者忽视短期破位风险而选择“躺平”。', '- 低风险承受能力的投资者。', '证据摘要**', '1. **技术结构转弱**：价格跌破10日EMA，反弹高点逐步降低（725→628→592港元），MACD与RSI自高位回落，显示上涨动能衰竭。', '2. **宏观风险主导**：美伊军事冲突升级，全球避险情绪升温，港股作为离岸市场易受流动性流出冲击。', '3. **基本面缺乏支撑**：公司处于新闻静默期，无近期催化剂；财务上现金流严重为负，生存依赖融资，在风险厌恶环境下易被抛售。', '4. **报告整体倾向防守**：技术报告建议持仓者“减仓或设置紧密止损”，新闻报告结论为“短期偏空”，基本面报告提示“财务风险是首要威胁”。三者均指向防守优先。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,buy_on_pullback,520.0,520.0港元,1.  **回调企稳参与**：价格回调至500-510港元支撑区间，出现缩量止跌K线组合（如单针探底、小阳线）后分批买入。,500.0,510.0,1.0,"['1.  日线收盘价明确跌破500港元支撑位，且随后1-2个交易日内无法收回。', '2.  价格在反弹至560-575港元阻力区后，再次掉头向下并创出局部新低。', '适合的场景**', '- 高风险偏好投资者，能够承受极高波动与本金损失风险。', '- 作为基于AI行业景气度与宏观流动性预期的交易性配置。', '- 严格遵守止损纪律的短线或波段交易者。', '不适合的场景**', '- 低风险偏好、价值投资或追求稳定收益的投资者。', '- 希望进行中长期基本面配置的投资者。', '- 无法严格执行止损计划的投资者。', '证据摘要**', '1.  **技术趋势完好**：价格远高于50日/200日均线（约338.7港元），长期与中期多头排列明确。', '2.  **关键支撑有效**：近期回调在500-510港元区域获得支撑，结构未破坏。', '3.  **宏观环境支撑**：“两会”政策定调积极，为市场提供流动性及风险偏好托底。', '4.  **调整属性健康**：RSI从极端超买区回落至中性区域，属于健康的技术性调整。', '5.  **报告建议一致**：报告核心交易建议为“等待回调后企稳确认信号参与”或“突破阻力后参与”，属于顺势中的择机策略，而非转向观望或看空。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,532.0,532.0港元,（基于已有持仓视角）考虑减仓或止损。反弹至580-600港元区域无力突破时，可作为减仓参考。,580.0,600.0,,"['1.  宏观层面：中东冲突出现明确、快速的缓和迹象，且油价大幅回落至100美元/桶以下。', '2.  公司层面：发布远超市场预期的重大融资或业务进展公告，并带动股价放量强势突破628-666港元关键阻力区。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,buy_on_pullback,575.0,575.0美元,等待价格回调至**500-520美元**支撑区间出现企稳信号（如分时图企稳、小级别K线反转形态）后轻仓试多。或，若价格放量突破**625美元**阻力，可作为右侧确认信号跟进。,500.0,520.0,480.0,['价格放量跌破**480美元**关键支撑位，且日内无法快速收回。'],backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,649.0,649.0港元,（基于已有持仓视角）考虑减仓或止损。可将反弹视为减仓机会，或设定价格跌破关键支撑（如510港元）作为止损触发条件。,,,,"['1.  美伊冲突出现明确、快速的外交缓和信号，且全球风险资产情绪显著修复。', '2.  公司发布重大利好公告（如巨额订单、技术突破），完全对冲宏观风险，并推动股价放量突破前高725港元。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,sell,609.5,609.5美元,（基于已有持仓视角）考虑反弹减仓或现价止损。可参考在价格反弹至650-670美元阻力区域时部分减仓；若价格直接下跌，则考虑以跌破560-575美元关键支撑区域作为进一步减仓或止损的触发条件。,650.0,670.0,,"['1.  地缘政治局势出现明确、可信的缓和信号（如双方达成停火协议），且股价放量强势突破并站稳708-725美元历史高点区域。', '2.  公司发布远超市场预期的重大融资或业务进展公告，驱动股价独立于大盘强势上涨。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,555.5,555.5港元,（已有持仓视角）逢反弹减仓。若价格反弹至短期阻力区610-628港元附近无法站稳，可分批减仓；若直接放量跌破短期支撑545.5港元，考虑进一步降低仓位。,610.0,628.0,1.0,"['1. 宏观风险快速消退：美伊冲突出现明确降温信号，且全球市场风险偏好显著修复。', '2. 价格强势反转：放量突破并站稳628港元以上，且MACD重新金叉。', '适合的场景**', '- 已有持仓者执行风险控制、降低仓位。', '- 高风险偏好投资者寻找反弹减仓机会。', '不适合的场景**', '- 新开仓做多。', '- 基于长期成长逻辑的买入持有。', '证据摘要**', '1. 技术面：价格跌破10日EMA，MACD高位死叉下行，显示短期上涨动能衰竭；ATR极高（83.6），波动剧烈，回调压力大。', '2. 宏观面：美伊冲突升级引发全球避险与“滞胀”担忧，成为主导市场的强烈负面因素，且公司层面无利好对冲。', '3. 基本面：公司资不抵债（净资产-81亿），经营现金流大幅净流出，财务风险极高，在风险厌恶环境下更易被抛售。', '综合判断，未来1-2周防守与下行风险已占绝对主导。']",backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round11\reports\2513.HK\0422-2229-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
