ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
MU,2026-03-02,buy_on_pullback,triggered,2026-03-04,400.0,2026-03-09,365.0,stop_loss,5.0,-8.75,412.37,等待回调至400-405美元支撑区域企稳后分批参与，或更理想的373-380美元强支撑区域。,400.0,405.0,365.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0302-MU\2_decision\summary.md
MU,2026-03-03,hold,skipped,,,,,action_hold,,,412.67,当前不急于参与。若未来局势缓和且价格在关键支撑区（优先关注368-373美元区域）出现日线级别企稳信号（如放量阳线、指标底背离），可考虑分批布局。若价格放量突破430-436美元阻力区并伴随MACD转强，则表明整理可能结束，趋势重启。,368.0,373.0,363.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0303-MU\2_decision\summary.md
MU,2026-03-04,hold,skipped,,,,,action_hold,,,379.68,当前不急于建立新仓位。若未来价格放量突破并站稳410-415美元阻力区，同时MACD出现转强信号，可考虑转向偏多。若价格在370-355美元区域出现明确的日线级别企稳组合（如锤头线、晨星），且宏观情绪缓和，也可考虑分批布局。,410.0,415.0,350.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0304-MU\2_decision\summary.md
MU,2026-03-05,buy_on_pullback,triggered,2026-03-06,379.0,2026-03-06,373.0,stop_loss,0.0,-1.5831,400.77,等待价格回调至373-379美元关键支撑区域（汇集50日SMA及布林带下轨），出现企稳信号（如缩量、长下影线或日内分时支撑）后分批买入。,373.0,379.0,373.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0305-MU\2_decision\summary.md
MU,2026-03-06,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,397.05,等待价格回调至370-385美元区间出现企稳信号（如缩量、RSI底背离、看涨K线组合）后分批参与。,370.0,385.0,363.9,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0306-MU\2_decision\summary.md
MU,2026-03-09,buy_on_pullback,triggered,2026-03-25,375.0,2026-03-26,360.0,stop_loss,1.0,-4.0,370.3,等待回调至375-370美元区域出现企稳信号（如缩量十字星、看涨吞没形态）后分批买入。,370.0,375.0,360.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0309-MU\2_decision\summary.md
MU,2026-03-10,buy_on_pullback,triggered,2026-03-25,380.0,2026-03-26,357.0,stop_loss,1.0,-6.0526,389.32,回调至370-380美元区间（测试50日均线及前期低点支撑）企稳后参与。,370.0,380.0,357.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0310-MU\2_decision\summary.md
MU,2026-03-11,buy_on_pullback,triggered,2026-03-24,390.0,2026-03-26,367.0,stop_loss,2.0,-5.8974,403.11,耐心等待价格回调至380-390美元区间时分批买入。该区间汇集了50日SMA（约382.98）和布林带下轨支撑，是风险回报比较合理的参与区域。,380.0,390.0,367.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0311-MU\2_decision\summary.md
MU,2026-03-12,hold,skipped,,,,,action_hold,,,418.69,当前不急于参与。若未来转多，需满足以下条件之一：1. 股价放量突破前高438.77美元，且MACD动能重新走强；2. 宏观风险缓和后，股价在关键支撑区（如385-400美元）企稳并出现看涨结构。,385.0,400.0,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0312-MU\2_decision\summary.md
MU,2026-03-13,hold,skipped,,,,,action_hold,,,405.35,当前不急于开仓。若未来价格放量突破420美元阻力且宏观环境稳定，可考虑转向偏多。若价格回调至387-397美元支撑区域企稳且财报后基本面逻辑获确认，也可评估偏多机会。,387.0,397.0,377.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0313-MU\2_decision\summary.md
MU,2026-03-16,buy_on_pullback,triggered,2026-03-23,410.0,2026-03-24,391.0,stop_loss,1.0,-4.6341,426.13,等待价格回调至410-395美元支撑区间企稳后分批买入；或等待价格明确放量突破430美元并站稳后，在回踩425-420美元区域时介入。,395.0,410.0,391.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0316-MU\2_decision\summary.md
MU,2026-03-17,buy_on_pullback,triggered,2026-03-19,426.0,2026-03-24,393.0,stop_loss,5.0,-7.7465,441.8,等待价格回调至426-430美元（前期平台支撑）或413-415美元（10日EMA附近）区间分批介入。,426.0,430.0,393.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0317-MU\2_decision\summary.md
MU,2026-03-18,buy_on_pullback,triggered,2026-03-19,437.75,2026-03-24,396.9,stop_loss,5.0,-9.3318,461.69,等待价格回调至第一支撑区437.75-441.80美元或第二支撑区413.00-418.69美元（10日EMA附近）企稳后分批介入。,437.75,441.8,396.9,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0318-MU\2_decision\summary.md
MU,2026-03-19,buy_on_pullback,triggered,2026-03-20,431.99,2026-03-24,398.93,stop_loss,4.0,-7.653,461.73,等待价格回调至431.99-418.69美元支撑区间，出现缩量企稳或看涨形态信号后分批买入。,418.69,431.99,398.93,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0319-MU\2_decision\summary.md
MU,2026-03-20,buy_on_pullback,triggered,2026-03-23,420.0,2026-03-24,395.0,stop_loss,1.0,-5.9524,430.33,等待股价回调至400-420美元支撑区间（重点关注400-405美元50日SMA附近）出现缩量企稳或看涨反转信号时，分批建立多头仓位。,400.0,420.0,395.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0320-MU\2_decision\summary.md
MU,2026-03-23,buy_on_pullback,triggered,2026-03-24,401.28,2026-03-26,370.0,stop_loss,2.0,-7.7951,422.9,等待回调至400-410美元（50日SMA及前期平台）支撑区域企稳后分批参与。,400.0,410.0,370.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0323-MU\2_decision\summary.md
MU,2026-03-24,buy_on_pullback,expired,,,,,pre_entry_invalidation,,,404.35,等待回调至400-405美元（50日SMA附近）或387-390美元支撑区间，出现缩量企稳信号后分批买入。,400.0,405.0,365.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0324-MU\2_decision\summary.md
MU,2026-03-25,hold,skipped,,,,,action_hold,,,395.53,当前不急于参与。若未来价格放量回升并站稳50日SMA（约404美元）上方，且行业出现缓解需求担忧的积极信息，可考虑转多。若价格进一步下跌至370-380美元支撑区并出现企稳信号（如日线级别锤头线、RSI底背离），也可评估做多机会。,370.0,380.0,360.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0325-MU\2_decision\summary.md
MU,2026-03-26,sell,skipped,,,,,action_sell_no_position,,,382.09,已有持仓者，将反弹至404-405美元（50日SMA及缺口阻力）附近视为减仓或止损上移的参考点。,404.0,405.0,422.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0326-MU\2_decision\summary.md
MU,2026-03-27,sell,skipped,,,,,action_sell_no_position,,,355.46,已有持仓者考虑在反弹至第一阻力位（404-410美元）附近减仓，或设置止损于近期低点350美元下方。,404.0,410.0,404.0,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0327-MU\2_decision\summary.md
MU,2026-03-30,sell,skipped,,,,,action_sell_no_position,,,357.22,对于现有持仓，利用向381美元（10日EMA）或404-410美元（50日SMA）区域的反弹进行减仓。,404.0,410.0,,1,,,D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round23\reports\MU\0423-1151-MU\reports\2026-0330-MU\2_decision\summary.md
