ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
MU,2026-03-02,hold,skipped,,,,,action_hold,,,412.37,当前不急于参与。未来若转向偏多，需满足：1）宏观情绪稳定（如VIX回落、油价趋稳）；且2）价格在400-405美元支撑区企稳并伴随动量指标（如MACD）走平回升，或放量突破430-436美元阻力区。,400.0,405.0,400.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0302-MU\2_decision\summary.md
MU,2026-03-03,sell,skipped,,,,,action_sell_no_position,,,379.68,（已有持仓视角）考虑在反弹至阻力区（如397-401美元）部分减仓，或设置止损于368美元下方以保护利润。,397.0,401.0,368.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0303-MU\2_decision\summary.md
MU,2026-03-04,hold,skipped,,,,,action_hold,,,379.68,当前不急于参与。若未来价格**放量突破并站稳400美元**，可视为短期转强信号，考虑偏多介入。若未来价格**有效跌破370美元**（如日线收盘价低于368美元），则市场情绪可能转向空头主导。,,,370.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0304-MU\2_decision\summary.md
MU,2026-03-05,hold,skipped,,,,,action_hold,,,400.77,当前不急于参与。若未来价格**放量突破并站稳410-412美元阻力区**，可考虑趋势转多；若价格**回调至373-379美元区域出现明显企稳信号（如长下影线、缩量、RSI底背离）**，可考虑分批试多。若**放量跌破373美元**，则趋势转空。,410.0,412.0,373.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0305-MU\2_decision\summary.md
MU,2026-03-06,hold,skipped,,,,,action_hold,,,397.05,当前不急于参与。若未来出现以下信号，可考虑转向偏多：,,,363.9,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0306-MU\2_decision\summary.md
MU,2026-03-09,hold,skipped,,,,,action_hold,,,370.3,当前不急于参与。若未来价格**放量突破397-400美元阻力区**，可考虑转向偏多；若价格**在370-378美元区域缩量企稳并出现看涨K线形态**，也可作为转多信号。,397.0,400.0,360.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0309-MU\2_decision\summary.md
MU,2026-03-10,hold,skipped,,,,,action_hold,,,389.32,当前不急于参与。若未来价格放量突破420-425美元阻力区且财报指引积极，可考虑转向偏多；若价格放量跌破370-375美元支撑区且财报不及预期，则转向偏空。,420.0,425.0,370.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0310-MU\2_decision\summary.md
MU,2026-03-11,hold,skipped,,,,,action_hold,,,403.11,当前不急于参与。若转多信号出现：价格放量突破430美元且MACD柱状线重新扩张，可考虑跟随；或宏观风险缓和后价格回踩380-390美元支撑区间企稳。若转空信号出现：价格收盘跌破377美元，则考虑减仓或避险。,380.0,390.0,430.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0311-MU\2_decision\summary.md
MU,2026-03-12,hold,skipped,,,,,action_hold,,,418.69,当前不急于参与。未来若转多，需观察：1）价格放量突破430.57美元并挑战前高438.77美元；或2）价格回调至400-390美元支撑区间并出现企稳迹象。未来若转空，需观察：价格跌破397美元并向下测试385美元（50日均线）。,390.0,400.0,1.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0312-MU\2_decision\summary.md
MU,2026-03-13,hold,skipped,,,,,action_hold,,,405.35,当前不急于参与。若未来价格**带量突破418-420美元阻力**，可视为宏观压制缓解或基本面驱动重启的信号，考虑转多。若**收盘价有效跌破387美元**，则视为调整加深信号，考虑转空。,418.0,420.0,387.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round07\reports\MU\0422-0055-MU\reports\2026-0313-MU\2_decision\summary.md
