ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
AAOI,2026-03-02,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,84.23,84.23美元,等待价格回调至关键支撑区域企稳后分批参与。重点关注两个区域：1. 回调至10日EMA（约65.45美元）附近，出现缩量企稳或反弹信号；2. 更深回调至跳空缺口上沿及前期平台区域（53.00-56.27美元）出现明显支撑。,53.0,56.27,42.82,['1. 价格放量跌破并持续运行于50日SMA（当前约42.82美元，动态上移）下方；2. 回补缺口（53.69-65.57美元）后无力反弹，表明上涨动能衰竭。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0302-AAOI\2_decision\summary.md
AAOI,2026-03-03,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,102.51,102.51美元,等待价格回调至56.27-70.88美元区间（前期平台与10日EMA区域）企稳后分批买入。或等待价格在90美元（布林带上轨）附近出现明确的止跌信号后轻仓试多。,56.27,70.88,44.18,['价格放量跌破44.18美元（50日SMA）并无法快速收回，意味着中期趋势可能转弱，多头逻辑失效。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0303-AAOI\2_decision\summary.md
AAOI,2026-03-04,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.34,95.34美元,等待回调至关键支撑区域企稳后参与。优先关注两个区间：1. 回踩10日EMA（76.1美元附近）并出现企稳信号；2. 更深回调至中期平台支撑56.3-58.1美元区域。,56.3,58.1,65.57,['1. 价格放量跌破2月27日跳空缺口下沿（约65.57美元）并无法快速收回；2. 50日SMA（45.6美元）被有效跌破且无法修复。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0304-AAOI\2_decision\summary.md
AAOI,2026-03-05,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,99.71,99.71美元,等待回调至关键支撑区域企稳后参与。重点关注两个区域：1. 回踩10日EMA（约80-85美元）并出现企稳信号。2. 更深度的回调至65-70美元（突破启动点）区域，结合成交量萎缩和指标修复情况布局。,80.0,85.0,65.0,['价格日线收盘跌破65美元（本轮暴涨的突破起点），意味着本轮上涨趋势可能被证伪，需放弃做多计划。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0305-AAOI\2_decision\summary.md
AAOI,2026-03-06,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,101.14,101.14美元,等待价格回调至关键支撑区域分批介入。重点关注两个区域：1. 92.00-93.80美元（近期震荡区间下沿）；2. 83.00-85.00美元（10日EMA与突破缺口支撑）。,92.0,93.8,83.0,['日线收盘价有效跌破83.00美元（跌破10日EMA及巨量阳线起点），则短期强势结构可能破坏，趋势判断需重新评估。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0306-AAOI\2_decision\summary.md
AAOI,2026-03-09,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,95.58,95.58美元,等待价格回调至80.00-85.00美元支撑区域企稳后参与，或回调至50日SMA（约49.52美元）附近并出现明确企稳信号后参与。,80.0,85.0,80.0,['股价放量跌破80.00美元关键支撑区并无法快速收回；或跌破50日SMA（约49.52美元）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0309-AAOI\2_decision\summary.md
AAOI,2026-03-10,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,110.62,110.62美元,绝对禁止追高。耐心等待价格回调至84-95美元关键支撑区间（涵盖2月27日突破收盘价84.23美元、近期成交密集区上沿及10日EMA附近）企稳后，分批参与。,84.0,95.0,84.0,['日线收盘价有效跌破84美元关键支撑位（突破起涨点），且伴随MACD高位死叉向下，则此轮上涨趋势可能阶段性结束。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0310-AAOI\2_decision\summary.md
AAOI,2026-03-11,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,120.49,120.49美元,等待价格回调至95.00-100.00美元强支撑区域（包含10日EMA及前期密集成交区），出现缩量整理或企稳信号后分批轻仓参与。,95.0,100.0,95.0,['价格放量跌破95.00美元关键支撑区，且无法在3个交易日内收回，同时10日EMA拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0311-AAOI\2_decision\summary.md
AAOI,2026-03-12,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,127.01,127.01美元,等待价格回调至关键支撑区域分批参与。第一档：110-112美元区间（近期突破位）。第二档：95-99美元区间（强支撑与缺口区域）。要求价格在支撑区域出现企稳迹象。,110.0,112.0,101.25,['价格收盘于95美元（强支撑区下沿）以下，且10日指数移动平均线（当前101.25美元）被有效跌破并拐头向下，可能预示本轮趋势性上涨结束。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0312-AAOI\2_decision\summary.md
AAOI,2026-03-13,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,106.19,106.19美元,等待价格回调至80.00-95.00美元关键支撑区间（包含50日均线上方、前期缺口及密集成交区），出现企稳信号（如缩量、小K线、RSI拐头）后分批参与。,80.0,95.0,55.51,['价格有效跌破50日简单移动平均线（当前约55.51美元，动态上行）并无法快速收回，意味着中期上升趋势可能破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0313-AAOI\2_decision\summary.md
AAOI,2026-03-16,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,96.81,96.81美元,等待股价回调至82.00-88.00美元支撑区间企稳（如出现缩量、长下影线等信号）后分批轻仓介入。,82.0,88.0,80.0,['收盘价有效跌破80.00美元（关键支撑区下沿），这可能意味着上涨趋势中断，需止损离场。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0316-AAOI\2_decision\summary.md
AAOI,2026-03-17,hold,震荡等待确认,催化后高波动整理型,催化消化主导,边际走弱,风险与机会拉锯,94.07,94.07美元,当前不建立新仓位。若未来价格在84.23-86.05美元关键支撑区域出现缩量企稳信号，可考虑转为偏多评估；若放量突破114.63-110.62美元阻力区，则表明短期调整可能结束。,84.23,86.05,84.0,['1. 股价放量跌破84美元关键平台支撑，趋势结构转弱。2. 股价强势突破128.96美元前高，表明调整提前结束并重拾升势。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0317-AAOI\2_decision\summary.md
