ticker,trade_date,action,status,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,reference_price,entry_style,entry_zone_low,entry_zone_high,invalidation_price,quantity,exit_signal_date,exit_signal_action,report_path
2513.HK,2026-03-02,sell,skipped,,,,,action_sell_no_position,,,575.0,对于已有持仓，建议利用任何向阻力区（如670-700港元）的反弹进行减仓或离场。未持仓者不应在此阶段建立多头仓位。,670.0,700.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0302-2513HK\2_decision\summary.md
2513.HK,2026-03-03,sell,skipped,,,,,action_sell_no_position,,,550.0,对于当前持仓，考虑在价格反弹至600-630港元阻力区域附近减仓；若价格直接跌破525-540港元（10日EMA及近期低点）关键支撑区域，应考虑进一步止损或撤离。,600.0,630.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0303-2513HK\2_decision\summary.md
2513.HK,2026-03-04,hold,skipped,,,,,action_hold,,,528.0,当前不急于参与。若未来转多，需观察：1) 宏观风险（美伊冲突）显著缓和；且2) 价格在402-485港元关键支撑区域获得强力支撑并出现企稳反弹信号。若未来转空，触发条件为价格放量跌破402港元强支撑且无法快速收回。,402.0,485.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0304-2513HK\2_decision\summary.md
2513.HK,2026-03-05,sell,skipped,,,,,action_sell_no_position,,,510.0,已有持仓者应考虑在反弹至578-592港元阻力区域附近减仓，或设置紧密止损于500港元下方（如495港元）。,578.0,592.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0305-2513HK\2_decision\summary.md
2513.HK,2026-03-06,hold,skipped,,,,,action_hold,,,520.0,当前不急于建立新仓位。若未来价格出现转多信号，可关注两种情况：一是回调至500-510港元区间出现明确的缩量止跌K线组合后轻仓尝试；二是放量突破560港元并站稳后右侧跟进。,500.0,510.0,1.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0306-2513HK\2_decision\summary.md
2513.HK,2026-03-09,sell,skipped,,,,,action_sell_no_position,,,532.0,已有持仓者应考虑减仓或止损撤离。不建议在此环境下建立新的多头仓位。,,,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0309-2513HK\2_decision\summary.md
2513.HK,2026-03-10,hold,skipped,,,,,action_hold,,,575.0,当前不急于参与。若未来价格带量突破625美元并站稳，可考虑转为偏多思路；若价格放量跌破480美元，则可能转为偏空思路。,,,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0310-2513HK\2_decision\summary.md
2513.HK,2026-03-11,sell,skipped,,,,,action_sell_no_position,,,649.0,不提供新买入计划。对于已有持仓，建议利用任何向阻力位（697-725港元）的反弹机会进行减仓，或直接设定止损。,697.0,725.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0311-2513HK\2_decision\summary.md
2513.HK,2026-03-12,sell,skipped,,,,,action_sell_no_position,,,609.5,（已有持仓视角）考虑利用任何向650-670美元阻力区域的反弹进行减仓，以锁定利润、降低风险暴露。,650.0,670.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0312-2513HK\2_decision\summary.md
2513.HK,2026-03-13,sell,skipped,,,,,action_sell_no_position,,,555.5,（已有持仓视角）考虑逢反弹减仓或部分止损。可关注价格向短期阻力位610-628港元区域反弹无力时，作为减仓参考区域。,610.0,628.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0313-2513HK\2_decision\summary.md
2513.HK,2026-03-16,hold,skipped,,,,,action_hold,,,530.0,当前不急于参与。若未来价格放量突破并站稳582-600阻力区，可考虑趋势转多；若价格有效跌破500关键支撑且无法收回，则趋势转空风险加大。,582.0,600.0,500.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0316-2513HK\2_decision\summary.md
2513.HK,2026-03-17,hold,skipped,,,,,action_hold,,,605.0,当前不急于参与。若未来价格放量突破725.0港元，可考虑趋势跟随；或等待价格回调至560-575港元区间并出现企稳信号后，再评估做多机会。,560.0,575.0,,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0317-2513HK\2_decision\summary.md
2513.HK,2026-03-18,hold,skipped,,,,,action_hold,,,621.5,当前不急于建立新仓位。若未来价格能回调至550-560美元强支撑区域并出现企稳信号，同时宏观风险缓和，可考虑转为偏多。若价格放量突破并站稳708美元阻力，则上涨空间打开。,550.0,560.0,550.0,1,,,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round19\reports\2513.HK\0423-0127-2513HK\reports\2026-0318-2513HK\2_decision\summary.md
