sequence,ticker,trade_date,team_id,llm_model,selected_analysts,trace_dir,source_report_dir,report_dir,decision_path,llm_calls,tool_calls,tokens_in,tokens_out,executive_summary
1,AAOI,2026-03-02,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0302-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0302-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0302-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-02
截面日期：2026-03-02
截面价格：84.23美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多，公司层面的业绩与指引催化已根本性改变增长预期，确立了长期牛市格局。尽管短期因极端超买和宏观逆风存在极高回调风险，但上涨逻辑未破坏，核心建议是等待技术性回调至关键支撑区域后寻求参与机会，而非转向防守或离场。
执行摘要：公司Q4业绩超预期与Q1强劲指引构成根本性催化，驱动股价跳空暴涨，技术趋势明确转牛。但短期技术指标极度超买，叠加地缘政治宏观风险，导致股价处于高位拉锯状态。未来1-2周更可能先进行技术性回调消化涨幅，为“择机买入”提供更好的风险回报比位置，而非趋势反转。
关键催化因素：1. Q4财报营收同比大增82.7%，毛利率提升至30%，业绩拐点确认；2. Q1营收指引强劲，增长可持续性预期强化；3. 多家投行大幅上调目标价，提供估值锚；4. 800G光模块产能扩张计划明确中期增长路径。
关键风险：1. 短期技术面极端超买（RSI >84），存在剧烈回调风险；2. 宏观层面美伊地缘政治紧张压制整体风险偏好；3. 公司经营现金流仍为巨额负值，依赖外部融资；4. 高位获利了结卖压沉重。
入场方式：等待价格回调至关键支撑区域企稳后分批参与。重点关注两个区域：1. 回调至10日EMA（约65.45美元）附近，出现缩量企稳或反弹信号；2. 更深回调至跳空缺口上沿及前期平台区域（53.00-56.27美元）出现明显支撑。
失效条件：1. 价格放量跌破并持续运行于50日SMA（当前约42.82美元，动态上移）下方；2. 回补缺口（53.69-65.57美元）后无力反弹，表明上涨动能衰竭。
适合的场景：高风险偏好的趋势交易者；相信公司业绩拐点及AI数据中心需求叙事的投资者；能够严格执行止损、等待回调入场并容忍高波动的交易策略。
不适合的场景：低风险承受能力、追求稳定盈利或股息的投资者；无法接受短期可能大幅回撤的仓位；偏好追涨或左侧抄底的交易风格。
证据摘要：1. 基本面：营收爆发式增长与毛利率改善证实公司催化强劲，主导了定价重估。2. 技术面：巨量跳空确立牛市结构，均线多头排列，趋势完整，但短期指标极度超买。3. 宏观与风险：地缘政治风险构成逆风，与公司利好形成拉锯，但未主导破坏上涨逻辑。4. 报告核心建议：反对追高，但明确建议等待回调后参与，整体叙事仍为“顺势做多，等待更好位置”。"
2,AAOI,2026-03-03,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0303-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0303-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0303-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-03
截面日期：2026-03-02
截面价格：102.51美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，由强劲财报和指引驱动的上涨趋势逻辑未破坏，但短期极端超买和波动率飙升带来了巨大的技术性回调压力。价格更可能在关键支撑区域（如70-90美元）进行高位震荡和消化，为后续趋势延续积蓄力量，而非直接转向下跌。方向仍偏多，但参与需等待更好的风险收益比位置。
执行摘要：趋势强劲但短期过热，避免追高。核心策略是等待深度回调至关键支撑区域企稳后，再行分批参与多头。
关键催化因素：1. Q4财报及超预期的Q1营收指引构成根本性基本面改善；2. 明确的800G光模块产能扩张计划强化了中长期增长叙事；3. 多家分析师大幅上调目标价，强化市场信心。
关键风险：1. 技术面RSI严重超买、波动率（ATR）飙升，存在强烈的技术性回调需求；2. 短期涨幅巨大，获利盘沉重；3. 宏观层面地缘政治风险压制科技股整体风险偏好，加剧波动；4. 公司基本面存在“增收不增利”、经营性现金流持续为负的脆弱性。
入场方式：等待价格回调至56.27-70.88美元区间（前期平台与10日EMA区域）企稳后分批买入。或等待价格在90美元（布林带上轨）附近出现明确的止跌信号后轻仓试多。
失效条件：价格放量跌破44.18美元（50日SMA）并无法快速收回，意味着中期趋势可能转弱，多头逻辑失效。
适合的场景：能够承受高波动、擅长回调买入和严格止损的激进型趋势交易者。
不适合的场景：厌恶高波动、无法接受短期大幅浮亏的投资者；追求立即买入并持有的投资者；价值或现金流投资者。
证据摘要：1. 趋势：短、中、长期均线呈完美多头排列，趋势强度极高。2. 催化：公司特异性催化（财报、指引、产能计划）是驱动本轮暴涨的核心，且叙事未变。3. 风险：技术指标显示极端超买（RSI>77），波动率急剧扩张，叠加宏观逆风，导致短期风险极高。4. 正文建议：核心建议是“避免追高，等待深度回调后的参与机会”，这符合“趋势延续但需择机买入”的判断。"
3,AAOI,2026-03-04,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0304-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0304-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0304-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-04
截面日期：2026-03-03
截面价格：95.34美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多，上涨的核心逻辑（强劲财报与产能扩张叙事）未破坏。当前价格处于极端上涨后的首次显著回调，技术面呈现严重超买与高波动，这构成了短期风险，但报告明确建议“等待回调至关键支撑后参与”，而非转向防守或离场。因此，未来1-2周更可能呈现“上涨趋势中的健康回调与整固”，为更好的多头入场位置创造条件。
执行摘要：公司Q4财报与指引远超预期，驱动股价主升浪，确立了强劲的基本面趋势。技术面严重超买且出现顶背离，短期回调压力大，但所有关键趋势线均向上，跳空缺口未补。核心建议是避免追高，耐心等待价格回调至关键支撑区企稳后寻找低风险买入机会。
关键催化因素：1. Q4财报营收同比大增82.7%，Q1指引乐观，证实经营拐点；2. 多家分析师大幅上调目标价，强化乐观共识；3. 明确的800G光模块产能扩张计划，量化了中期增长叙事。
关键风险：1. 技术面严重超买（RSI顶背离）与高波动率，短期回调风险极高；2. 经营现金流为巨额负值，营运资本（存货、应收款）激增，增长质量存疑；3. 宏观地缘政治（美伊局势）可能压制成长股风险偏好。
入场方式：等待回调至关键支撑区域企稳后参与。优先关注两个区间：1. 回踩10日EMA（76.1美元附近）并出现企稳信号；2. 更深回调至中期平台支撑56.3-58.1美元区域。
失效条件：1. 价格放量跌破2月27日跳空缺口下沿（约65.57美元）并无法快速收回；2. 50日SMA（45.6美元）被有效跌破且无法修复。
适合的场景：高风险偏好的趋势交易者；相信公司营收高增长叙事且能接受高波动的投资者；擅长等待关键支撑位回调买入的交易策略。
不适合的场景：风险厌恶型投资者；追求稳定现金流和即时盈利的投资者；无法忍受短期大幅波动或可能深幅回调的仓位。
证据摘要：1. 基本面：Q4营收同比+82.7%，毛利率提升，增长叙事强劲。2. 技术面：长、中、短期均线多头排列，跳空缺口未回补，趋势结构完整，但RSI顶背离、价格大幅偏离均线，短期需消化超买。3. 报告建议：明确反对追涨，建议持仓者部分止盈并上移止损，潜在买入者“等待回调参与”，整体叙事仍是顺势做多，但需更佳位置。"
4,AAOI,2026-03-05,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0305-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0305-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0305-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-05
截面日期：2026-03-04
截面价格：99.71美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，股价在极端超买和高波动下，短期回调风险极高，但驱动本轮上涨的核心公司催化（财报超预期、800G产能规划）并未被证伪，技术结构上长期与中期趋势依然完整。报告核心建议是“避免追高，等待深度回调后的企稳信号再介入”，这属于在趋势延续背景下寻求更优风险收益比的参与方式，而非方向性看空或认为趋势已破坏。因此，未来1-2周方向仍偏多，但参与方式需谨慎，以等待回调为主。
执行摘要：公司强劲财报及产能扩张催化已引发股价极端上涨，技术指标极度超买，短期回调压力巨大。然而，上涨核心逻辑未变，趋势结构完整。策略上严禁追高，应耐心等待股价向关键支撑区域（如80-85美元或65-70美元）进行深度回调并出现企稳信号后，再行分批介入。
关键催化因素：1. Q4财报营收超预期且Q1指引强劲，证实业务拐点。2. 明确的800G光模块产能扩张计划（至2026年底超50万只/月），强化长期增长叙事。3. 多家分析师大幅上调目标价，强化市场共识。
关键风险：1. 技术面RSI持续超买、价格严重偏离均线，短期回调风险极高。2. 高波动率（ATR达8.94）放大持仓风险。3. 经营现金流持续为负，公司处于“消耗现金以投资未来”的模式，存在执行风险。
入场方式：等待回调至关键支撑区域企稳后参与。重点关注两个区域：1. 回踩10日EMA（约80-85美元）并出现企稳信号。2. 更深度的回调至65-70美元（突破启动点）区域，结合成交量萎缩和指标修复情况布局。
失效条件：价格日线收盘跌破65美元（本轮暴涨的突破起点），意味着本轮上涨趋势可能被证伪，需放弃做多计划。
适合的场景：能承受高波动、理解“以亏损换增长”逻辑的成长型投资者；愿意耐心等待深度回调后介入的波段交易者。
不适合的场景：风险承受能力低、无法接受巨幅回撤的保守投资者；希望短期追涨获利的交易者。
证据摘要：1. 基本面：营收同比大增83%，毛利率改善，核心增长叙事明确。2. 技术面：各周期均线多头排列，突破结构清晰，但RSI持续高于78，显示极端超买。3. 报告建议：明确反对追高，建议持仓者上移止损保护利润，潜在买入者等待回调介入，整体叙事仍围绕“趋势中的再参与”展开，而非转向防守或离场。"
5,AAOI,2026-03-06,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0306-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0306-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0306-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-06
截面日期：2026-03-05
截面价格：101.14美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。公司特异性催化（超预期财报及指引）已根本性扭转基本面预期并驱动趋势确立，技术结构上所有关键均线呈多头排列，上涨动量充沛。尽管短期因涨幅巨大、宏观地缘风险导致高波动和获利了结压力，但核心上涨逻辑未破坏，当前高位震荡更接近趋势中的整固与消化，而非反转。策略上应利用回调寻找参与机会。
执行摘要：技术趋势强劲，基本面催化明确，但短期波动剧烈。不建议追高，应等待价格回调至关键支撑区域再寻求低吸参与，并严格设置止损。
关键催化因素：1. Q4财报及Q1指引超预期，触发价值重估；2. 800G光模块产能扩张计划明确，绑定AI数据中心高景气叙事；3. 分析师大幅上调目标价至125美元，强化市场共识。
关键风险：1. 短期涨幅过大，存在技术性回调需求；2. 宏观地缘政治风险（美伊局势）压制整体风险偏好，加剧股价波动；3. 公司仍处于“烧钱换增长”阶段，经营现金流为负，盈利路径尚不明确。
入场方式：等待价格回调至关键支撑区域分批介入。重点关注两个区域：1. 92.00-93.80美元（近期震荡区间下沿）；2. 83.00-85.00美元（10日EMA与突破缺口支撑）。
失效条件：日线收盘价有效跌破83.00美元（跌破10日EMA及巨量阳线起点），则短期强势结构可能破坏，趋势判断需重新评估。
适合的场景：高风险偏好的趋势交易者；能容忍高波动、愿意等待回调位置并严格执行止损的投资者；相信公司基本面拐点及AI基础设施主题的阶段性机会。
不适合的场景：追求稳定盈利和现金流的价值投资者；无法承受短期大幅回撤的低风险偏好者；希望立即追涨并持有过夜的短线交易者。
证据摘要：1. 趋势与技术：各周期均线多头排列，MACD动量强劲，突破伴随天量成交，技术结构完整。2. 公司催化：Q4营收同比大增82.7%，Q1指引强劲，800G产能扩张计划提供明确增长路径，是主导股价的核心驱动力。3. 风险拉锯：宏观地缘风险与短期超买导致高波动，但未压倒公司基本面向好趋势。报告核心建议为“趋势看涨，等待回调参与”，而非转向防守或离场。"
6,AAOI,2026-03-09,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0309-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0309-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0309-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-09
截面日期：2026-03-06
截面价格：95.58美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：公司特异性重大订单催化已落地，基本面叙事发生根本性转变，主导未来1-2周方向。尽管技术面因短期暴涨呈现严重超买和高波动，存在回调压力，但上涨逻辑未破坏，核心建议是等待回调至关键支撑区域后参与，而非转向防守或离场。因此，未来1-2周方向仍偏多，但需等待更好位置。
执行摘要：重大订单催化改变增长轨迹，技术面超买需消化。未来1-2周更可能呈现高位震荡或回调，但趋势未坏。操作上应避免追高，耐心等待回调至关键支撑区企稳后参与。
关键催化因素：获得超大规模客户1.6T光模块超2亿美元批量订单；2026年底800G/1.6T月产能目标超50万单位；分析师上调目标价至140美元。
关键风险：技术指标严重超买，波动率极高，短期存在大幅回调风险；基本面存在订单执行与产能爬坡的不确定性；宏观地缘政治风险可能带来系统性压力。
入场方式：等待价格回调至80.00-85.00美元支撑区域企稳后参与，或回调至50日SMA（约49.52美元）附近并出现明确企稳信号后参与。
失效条件：股价放量跌破80.00美元关键支撑区并无法快速收回；或跌破50日SMA（约49.52美元）。
适合的场景：能承受高波动、愿意为高增长潜力承担风险、擅长等待关键位置布局的激进型交易者。
不适合的场景：风险厌恶型投资者；追求短期追涨或稳定现金流的投资者；无法严格执行止损纪律的投资者。
证据摘要：新闻面确认公司获得里程碑式订单，直接改变未来营收预期；基本面显示营收同比暴增82.8%，但经营现金流为负；技术面显示所有趋势均向上但短期严重超买、波动率极高，报告明确建议“等待回调参与”而非“离场或转向做空”。"
7,AAOI,2026-03-10,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0310-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0310-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0310-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-10
截面日期：2026-03-09
截面价格：110.62美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。公司获得重大订单的核心催化已落地，彻底改变了增长预期和基本面叙事，驱动股价进入强劲上升趋势。尽管短期因涨幅巨大、技术指标超买而存在剧烈震荡和回调风险，但上涨逻辑（切入AI供应链、营收能见度提升）未被破坏。报告核心建议是“禁止追高，等待回调参与”，这属于趋势延续中的“等待更好位置”策略，而非方向性看空或观望。
执行摘要：公司获得首笔主要超大规模客户1.6T光模块订单，是改变游戏规则的基本面拐点，驱动股价进入极端强势上涨趋势。技术面呈现所有周期均线多头排列、动量强劲，但短期处于严重超买和高波动状态。未来1-2周更可能呈现高位震荡或技术性回调以消化涨幅，为核心上涨趋势中的整固阶段，为未持仓者提供更好的风险回报比入场机会。
关键催化因素：1. 获得首笔主要超大规模客户1.6T光模块订单（价值超2亿美元），预计2026年Q3初至Q4发货，验证技术领先性并切入AI核心供应链。2. 公司预计到2026年底800G/1.6T月产能将超50万单元，支撑增长叙事。3. 分析师（Rosenblatt）随即上调目标价至140美元，强化市场信心。
关键风险：1. 短期技术风险：RSI持续高于80，处于极端超买状态；ATR翻倍，单日波动巨大；价格远离中期均线，存在技术性回调压力。2. 基本面执行风险：订单交付、产能爬坡存在不确定性。3. 宏观情绪风险：美伊地缘政治紧张局势可能引发科技股无差别抛售。
入场方式：绝对禁止追高。耐心等待价格回调至84-95美元关键支撑区间（涵盖2月27日突破收盘价84.23美元、近期成交密集区上沿及10日EMA附近）企稳后，分批参与。
失效条件：日线收盘价有效跌破84美元关键支撑位（突破起涨点），且伴随MACD高位死叉向下，则此轮上涨趋势可能阶段性结束。
适合的场景：高风险偏好的成长型/趋势交易者；能承受高波动、愿意等待深度回调后布局以寻求更好风险回报比的投资者；相信公司订单将驱动基本面持续改善的投资者。
不适合的场景：低风险承受能力、厌恶剧烈波动的投资者；追求稳定盈利和现金流的价值投资者；试图在当前价位附近追高或进行短线交易的投资者。
证据摘要：1. 基本面：公司获得重大突破性订单，营收增长能见度大幅提升，是明确且强力的公司特异性催化。2. 技术面：长期、中期、短期趋势均明确向上，价格高于所有关键均线，MACD动量强劲，整体上涨结构完整。3. 报告建议：技术报告与新闻报告均明确指出“趋势强劲但禁止追高”，核心建议是“等待回调至84-95美元支撑区参与”，这符合“趋势延续”下的“择机买入”逻辑。4. 风险状态：短期超买与高波动导致风险上升，形成“风险与机会拉锯”，但尚未主导未来1-2周方向，上涨逻辑未被破坏。"
8,AAOI,2026-03-11,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0311-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0311-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0311-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-11
截面日期：2026-03-10
截面价格：120.49美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，由重大订单落地驱动的上涨核心逻辑未变，技术趋势结构完整。但短期价格因极端超买、高波动和巨大涨幅，面临技术性回调或高位震荡的极高概率。方向仍偏多，但参与方式必须是等待回调，而非追高。
执行摘要：公司获得超过2亿美元的1.6T光模块批量订单，基本面发生质变，驱动股价进入强劲上升趋势。技术面所有均线呈多头排列，但RSI超80、价格严重偏离均线，短期风险急剧累积。核心策略是规避追高，耐心等待价格回调至关键支撑区域企稳后的参与机会。
关键催化因素：1. 获得首个主要超大规模客户1.6T光模块批量订单（价值超2亿美元），证实技术领先与商业化能力。2. Rosenblatt将目标价上调至140美元，强化乐观预期。3. AI基础设施“高速公路”建设成为市场焦点叙事，公司处于受益赛道。
关键风险：1. 技术面极端超买（RSI>80），存在极高技术性回调风险。2. 股价短期涨幅过大，获利了结压力沉重。3. 公司基本面仍处“增收不增利”阶段，经营现金流为负，高度依赖融资。4. 订单执行与产能爬坡存在不确定性。
入场方式：等待价格回调至95.00-100.00美元强支撑区域（包含10日EMA及前期密集成交区），出现缩量整理或企稳信号后分批轻仓参与。
失效条件：价格放量跌破95.00美元关键支撑区，且无法在3个交易日内收回，同时10日EMA拐头向下。
适合的场景：高风险偏好投资者，相信公司订单驱动的增长叙事，并能接受高波动、严格执行回调买入和止损纪律的交易策略。
不适合的场景：风险厌恶型投资者；追求短期追涨或稳定现金流的投资者；无法忍受股价从当前点位可能出现的深度回调（如向100美元附近调整）。
证据摘要：1. 公司催化：获得重大订单，直接改变未来营收预期。2. 技术趋势：长中短期均线多头排列，上升结构完整。3. 风险信号：RSI严重超买，价格偏离均线幅度极大，波动率（ATR）飙升，显示短期风险积聚。报告核心建议为“严禁追高，只适合回调参与”。"
9,AAOI,2026-03-12,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0312-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0312-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0312-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-12
截面日期：2026-03-11
截面价格：127.01美元
样本分型：公司催化趋势型
主导驱动：公司催化主导
趋势完整性：完整
风险状态：风险未主导
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周方向仍偏多。核心驱动是1.6T批量订单落地带来的基本面重估，技术面上升趋势完整但短期超买严重。价格更可能以高位震荡或回调至关键支撑的方式消化获利盘，而非趋势反转。正文核心建议是“防守反击”，等待回调至更好位置参与，这符合趋势延续中的择机买入逻辑。
执行摘要：公司获得重大订单催化，基本面发生转折，驱动股价进入强劲主升浪。技术趋势完整但短期严重超买，波动率极高。未来1-2周更可能进行趋势中的健康回调或高位整固，为未持仓者提供更好的风险回报比参与机会。建议耐心等待回调至关键支撑区域再行介入。
关键催化因素：1. 获得首笔主要客户1.6T光模块批量订单（价值超2亿美元），验证技术实力并锁定中期收入。2. 营收同比爆发式增长（82.7%）与毛利率提升，证实成长叙事。3. 行业处于AI基础设施投资向光通信传导的景气周期。
关键风险：1. 短期技术面严重超买，价格偏离均线过大，存在强烈技术性回调需求。2. ATM增发计划至5亿美元带来股权稀释担忧。3. 公司仍处于经营亏损和现金消耗状态，依赖外部融资。4. 宏观地缘政治（美伊局势）可能引发市场波动，影响风险偏好。
入场方式：等待价格回调至关键支撑区域分批参与。第一档：110-112美元区间（近期突破位）。第二档：95-99美元区间（强支撑与缺口区域）。要求价格在支撑区域出现企稳迹象。
失效条件：价格收盘于95美元（强支撑区下沿）以下，且10日指数移动平均线（当前101.25美元）被有效跌破并拐头向下，可能预示本轮趋势性上涨结束。
适合的场景：相信公司基本面已出现转折、能接受高波动并愿意等待更好风险回报比入场点的趋势交易者；擅长利用技术回调进行布局的投资者。
不适合的场景：无法承受剧烈价格波动和大幅回撤的投资者；追求立即买入并持续上涨的短线追涨交易；价值投资者或要求立即实现盈利的投资者。
证据摘要：1. 公司催化：获得重大1.6T订单，基本面重估逻辑清晰且刚落地。2. 技术趋势：所有周期均线多头排列，价格创历史新高，趋势完整。3. 正文建议：核心是“趋势未改”，但“严禁追高”，明确建议“回调参与”和“等待深度回调至关键支撑位”，这指向趋势延续下的择机买入。4. 风险状态：短期超买和波动是主要矛盾，但正文未将其升级为趋势破坏或主导未来1-2周的下行风险，风险未主导。"
10,AAOI,2026-03-13,lite,deepseek-chat,"market,news,fundamentals",,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round13\reports\AAOI\0422-2358-AAOI\reports\2026-0313-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0313-AAOI,backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round25\reports\AAOI\0423-1227-AAOI\reports\2026-0313-AAOI\2_decision\summary.md,,0,,,"分析日期：2026-03-13
截面日期：2026-03-12
截面价格：106.19美元
样本分型：公司催化趋势型
主导驱动：多因素混合主导
趋势完整性：完整
风险状态：风险与机会拉锯
趋势判断：趋势延续
建议行动：择机买入
1-2周核心判断：未来1-2周，股价更可能呈现高位震荡、消化融资利空并测试支撑的格局，但核心上涨逻辑（1.6T订单驱动的增长拐点）未破坏。短期因ATM增发和极端涨幅存在回调压力，但方向仍偏多，适合等待回调至关键支撑区域后寻找参与机会。
执行摘要：技术面长中短期趋势均看涨但短期严重超买，正从极端上涨转入高波动整理。基本面因获得重大订单发生根本性改善，但近期扩大的ATM融资计划带来短期稀释压力和情绪扰动。综合看，上涨趋势未坏，但参与方式应从追涨转为等待回调。
关键催化因素：1. 获得超大规模客户超2亿美元1.6T光模块批量订单，验证技术地位并打开增长曲线；2. 行业AI投资向光网络传导，赛道景气度高；3. 收入与毛利率同比大幅改善，基本面拐点显现。
关键风险：1. ATM股权融资扩大至5亿美元，带来短期稀释压力和情绪压制；2. 股价短期涨幅过大，技术性回调需求强烈；3. 经营现金流仍为负，商业模式可持续性待验证；4. 宏观地缘政治风险可能压制科技股风险偏好。
入场方式：等待价格回调至80.00-95.00美元关键支撑区间（包含50日均线上方、前期缺口及密集成交区），出现企稳信号（如缩量、小K线、RSI拐头）后分批参与。
失效条件：价格有效跌破50日简单移动平均线（当前约55.51美元，动态上行）并无法快速收回，意味着中期上升趋势可能破坏。
适合的场景：能承受高波动、愿意为基本面拐点和行业趋势下注的成长型投资者；采用回调分批建仓、严格止损策略的交易者。
不适合的场景：厌恶剧烈波动、无法接受短期亏损的保守投资者；追求稳定现金流和即期盈利的价值投资者；希望追涨或进行短线交易的投机者。
证据摘要：1. 基本面：获得重大订单，收入与毛利率同比大幅提升，增长拐点明确。2. 技术面：长中短期均线多头排列，趋势完整，但RSI从超买区回落、MACD动量减弱，显示需要整理。3. 新闻面：订单利好与融资利空交织，主导逻辑仍是订单驱动的增长叙事，但融资行为导致短期多空拉锯。4. 综合判断：未来1-2周更可能震荡回调而非趋势反转，核心支撑区域明确，为择机买入提供了条件。"
