ticker,trade_date,action,trend_judgment,scenario_type,primary_driver,trend_integrity,risk_state,reference_price,reference_price_text,entry_style,entry_zone_low,entry_zone_high,invalidation_price,invalidation_texts,report_path
MU,2026-03-02,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,412.37,412.37美元,等待回调至400-405美元支撑区域企稳后分批参与，或更理想的373-380美元强支撑区域。,400.0,405.0,365.0,['价格周线收盘有效跌破50日移动平均线（当前约365美元，动态上升），这将破坏中期上升趋势。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0302-MU\2_decision\summary.md
MU,2026-03-03,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,412.67,412.67美元,当前不急于参与。若未来地缘风险缓和且股价在368-373美元或397-401美元关键支撑区出现企稳回升信号，可考虑转为择机买入。若股价放量突破430-436美元阻力区且MACD转强，也可视为趋势重启信号。,368.0,373.0,363.0,['对于潜在多头头寸，入场条件失效于：1. 日线收盘价有效跌破363美元（前期重要底部）。2. 地缘政治风险持续恶化，无缓和迹象。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0303-MU\2_decision\summary.md
MU,2026-03-04,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,379.68,379.68美元,当前不急于参与。若未来价格放量突破410-415美元阻力区并伴随MACD转强，可考虑趋势转多；若价格在370-355美元区域出现明确日线级别企稳信号（如锤头线、晨星组合），可考虑分批布局。,410.0,415.0,350.0,['对于潜在多头策略，失效条件是收盘价有效跌破350美元（50日均线下方关键心理关口），这意味着中期结构转弱。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0304-MU\2_decision\summary.md
MU,2026-03-05,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,边际走弱,风险与机会拉锯,400.77,400.77美元,等待价格回调至373-379美元关键支撑区域（50日SMA及布林带下轨附近）出现企稳信号（如缩量、长下影线或RSI底背离）后分批买入。,373.0,379.0,373.0,['收盘价有效跌破373美元支撑（如连续两日收于其下或单日放量长阴跌破），将意味着中期上升趋势结构破坏，需止损离场。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0305-MU\2_decision\summary.md
MU,2026-03-06,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,397.05,397.05美元,等待价格回调至370-385美元关键支撑区域（汇集50日均线、布林带下轨及前期平台），出现企稳信号后分批参与。,370.0,385.0,363.9,['日线收盘价有效跌破363.9美元（2月低点），这将破坏近期的上升结构。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0306-MU\2_decision\summary.md
MU,2026-03-09,hold,震荡等待确认,催化后高波动整理型,多因素混合主导,边际走弱,风险与机会拉锯,370.3,370.30美元,当前不急于建立新仓位。若未来价格放量突破415-420美元阻力区，可能意味着短期弱势扭转，可考虑转向偏多。若财报后基本面指引强劲且价格企稳于关键支撑之上，也可提供更好的参与时机。,415.0,420.0,360.0,['此观望状态失效于：1. 价格放量突破415-420美元区域，趋势判断可能转向“趋势延续”。2. 价格周线收盘价有效跌破360美元，趋势判断可能转向“风险主导”。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0309-MU\2_decision\summary.md
MU,2026-03-10,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,389.32,389.32美元,回调至370-380美元区间企稳后分批参与。,370.0,380.0,357.0,['日线收盘价有效跌破357美元（近期闪崩低点）。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0310-MU\2_decision\summary.md
MU,2026-03-11,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险与机会拉锯,403.11,403.11美元,耐心等待价格回调至380-390美元支撑区间时分批买入。,380.0,390.0,367.0,['收盘价有效跌破367美元（近期闪跌低点附近），意味着中期上升结构可能破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0311-MU\2_decision\summary.md
MU,2026-03-12,buy_on_pullback,趋势延续,催化后高波动整理型,多因素混合主导,完整,风险与机会拉锯,418.69,418.69美元,等待价格回调至385-400美元支撑区间（重点关注50日SMA 385.20美元附近）企稳后分批参与。,385.0,400.0,370.3,['收盘价有效跌破370.30美元（近期强支撑），或50日SMA拐头向下。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0312-MU\2_decision\summary.md
MU,2026-03-13,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,405.35,405.35美元,回调至387.00-397.00美元区间（50日SMA附近）企稳后分批参与；或等待价格放量突破418.70-420.00美元阻力区后跟进。,387.0,397.0,377.0,['收盘价有效跌破377.00美元（布林带下轨及近期低点支撑），意味着中期调整加剧，上升结构可能被破坏。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0313-MU\2_decision\summary.md
MU,2026-03-16,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,426.13,426.13美元,等待价格回调至$410-$395支撑区间企稳后分批买入；或等待价格明确放量突破$430并站稳后，在回踩$425-$420区域时介入。,,,391.0,['收盘价跌破50日SMA（约391美元）并无法快速收回，尤其是若进一步跌破前低370美元，则上涨结构破坏，需止损。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0316-MU\2_decision\summary.md
MU,2026-03-17,buy_on_pullback,趋势延续,公司催化趋势型,公司催化主导,完整,风险未主导,441.8,441.80美元,等待价格回调至413-426美元支撑区间（接近10日EMA及前期平台）企稳后分批买入。,413.0,426.0,393.0,['收盘价有效跌破393美元（50日SMA）关键中期趋势支撑。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0317-MU\2_decision\summary.md
MU,2026-03-18,buy_on_pullback,趋势延续,公司催化趋势型,多因素混合主导,完整,风险与机会拉锯,461.69,461.69美元,等待价格回调至第一支撑区437.75-441.80美元或第二支撑区413.00-418.69美元（10日EMA附近）企稳后分批介入。,437.75,441.8,396.9,['收盘价有效跌破50日SMA（当前约396.90美元）关键中期趋势支撑，并无法快速收回。'],D:\CodeBase\InsightTrader\backtest\experiments\theme-mu-aaoi-2513hk-20260302-20260407-daily\rounds\round22\reports\MU\0423-1147-MU\reports\2026-0318-MU\2_decision\summary.md
